iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
19,index_18,64,1,0,0.75,A,B,0,543,49825,50368,"[""B""]",20,0.04546330610228455,0.2998580288425614,174.41282296180725
20,index_19,64,18,0,0.75,A,A,1,198,59399,59597,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",29,0.10820555454238044,0.2345512964208324,39.42530655860901
21,index_20,64,1,0,0.75,B,A,0,277,44337,44614,"[""A""]",19,0.035801502273230486,0.2089217664200852,124.49033498764038
22,index_21,64,6,0,0.75,D,C,0,137,38547,38684,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",12,0.05586069186459772,0.185459164611821,36.43930768966675
23,index_22,64,1,0,0.75,C,B,0,275,43707,43982,"[""B""]",9,0.03611945242798198,0.2163192109392513,198.24979782104492
24,index_23,64,1,0,0.75,B,A,0,225,54534,54759,"[""A""]",22,0.04033406992890115,0.2219233355749832,180.36754488945007
25,index_24,64,1,0,0.75,B,B,1,363,47472,47835,"[""B""]",20,0.039281914375944894,0.233131584846447,167.54827117919922
26,index_25,64,1,0,0.75,D,D,1,372,43516,43888,"[""D""]",14,0.03752366605686438,0.2324590898901591,194.59465408325195
27,index_26,64,1,0,0.75,A,B,0,164,44144,44308,"[""B""]",26,0.034929902362538866,0.1853097212882014,112.86524987220764
28,index_27,64,1,0,0.75,A,A,1,327,54200,54527,"[""A""]",19,0.04162328453254726,0.2564447433310917,185.81762981414795
29,index_28,64,1,0,0.75,A,A,1,403,50486,50889,"[""A""]",20,0.05208196927460798,0.3028468953149518,91.63292527198792
30,index_29,64,1,0,0.75,A,B,0,101,34439,34540,"[""B""]",15,0.024817971704307214,0.138683404318912,91.02283525466919
31,index_30,64,1,0,0.75,C,A,0,135,53714,53849,"[""A""]",19,0.03789732966406994,0.1912874542329821,209.56734204292297
32,index_31,64,1,0,0.75,C,C,1,156,42553,42709,"[""C""]",14,0.03000651351849405,0.1673765224538593,129.77338933944702
33,index_32,64,1,0,0.75,C,A,0,322,36602,36924,"[""A""]",14,0.03332975427717107,0.2211761189568856,91.25197100639343
34,index_33,64,1,0,0.75,A,C,0,472,45093,45565,"[""C""]",20,0.04060138926166583,0.2791601285212582,175.58919596672058
35,index_34,64,1,0,0.75,C,C,1,318,42065,42383,"[""C""]",17,0.03900102918317028,0.2205036240005977,89.18476414680481
36,index_35,64,1,0,0.75,B,C,0,154,41939,42093,"[""C""]",19,0.031027762797134612,0.1895688560113576,131.85480117797852
37,index_36,64,1,0,0.75,D,B,0,162,38001,38163,"[""B""]",12,0.030307386281765256,0.185459164611821,143.75536251068115
38,index_37,64,1,0,0.75,C,C,1,303,44239,44542,"[""C""]",15,0.035864759102293156,0.2072031681984607,188.12301445007324
39,index_38,64,1,0,0.75,B,B,1,243,32561,32804,"[""B""]",10,0.04298715009362398,0.1939774340581335,43.389352798461914
40,index_39,64,11,0,0.75,A,A,1,173,46278,46451,"[""A"", ""B"", ""A"", ""C"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A""]",34,0.03294961111873637,0.1788836583725622,107.14385652542114
41,index_40,64,1,0,0.75,A,A,1,147,30637,30784,"[""A""]",12,0.035212019980096064,0.1578121497422102,42.26561784744263
42,index_41,64,1,0,0.75,D,D,1,234,45803,46037,"[""D""]",21,0.04763714607376041,0.2059328999476948,65.22417426109314
43,index_42,64,1,0,0.75,A,A,1,270,42549,42819,"[""A""]",18,0.034267181712791764,0.2152731076739147,123.38171982765198
44,index_43,64,2,0,0.75,A,A,1,313,36344,36657,"[""A"", ""A""]",12,0.07571719912292224,0.2128820144960024,33.131744623184204
45,index_44,64,1,0,0.75,D,D,1,180,45568,45748,"[""D""]",16,0.03308912595442599,0.1734289770604498,169.23805212974548
46,index_45,64,1,0,0.75,C,A,0,98,35723,35821,"[""A""]",6,0.027896662058700134,0.1546738399462004,150.55900025367737
47,index_46,64,1,0,0.75,D,D,1,217,52005,52222,"[""D""]",23,0.03787752565070588,0.2286482851378615,128.15011167526245
48,index_47,64,1,0,0.75,A,B,0,154,40618,40772,"[""B""]",14,0.0347969888281636,0.1826197414630501,226.1000075340271
49,index_48,64,1,0,0.75,B,D,0,427,42557,42984,"[""D""]",19,0.039056219021804076,0.2412762459837106,187.16135382652283
50,index_49,64,4,0,0.75,D,D,1,201,41477,41678,"[""D"", ""D"", ""D"", ""D""]",16,0.058077277590532,0.1913621758947918,45.27575063705444
51,index_50,64,1,0,0.75,D,C,0,168,34247,34415,"[""C""]",10,0.028550039141816887,0.1469027871179855,175.9624273777008
52,index_51,64,2,0,0.75,C,C,1,16865,58986,75851,"[""C"", ""B""]",27,0.04465616041962958,0.233430471493686,244.8112907409668
53,index_52,64,1,0,0.75,D,A,0,231,46360,46591,"[""A""]",14,0.03570642551703071,0.2137039527759097,197.48324704170227
54,index_53,64,1,0,0.75,A,B,0,185,48079,48264,"[""B""]",30,0.04329022884466505,0.2086976014346558,88.66321301460266
55,index_54,64,1,0,0.75,B,D,0,203,52142,52345,"[""D""]",13,0.040384521774129864,0.218859747440783,267.8682198524475
56,index_55,64,1,0,0.75,A,A,1,259,52858,53117,"[""A""]",34,0.043219247031597706,0.2138533960995292,133.9913773536682
57,index_56,64,1,0,0.75,D,D,1,191,43505,43696,"[""D""]",14,0.038561597201402405,0.1827691847866697,289.25774693489075
58,index_57,64,5,0,0.75,A,D,0,87,47345,47432,"[""D"", ""D"", ""D"", ""D"", ""D""]",18,0.05207441065144914,0.1821714114921916,45.57923364639282
59,index_58,64,1,0,0.75,A,A,1,136,53831,53967,"[""A""]",17,0.03494141056560134,0.2118359112306658,156.0441722869873
60,index_59,64,1,0,0.75,C,C,1,204,39702,39906,"[""C""]",14,0.03395448598266754,0.190689680938504,221.5995078086853
61,index_60,64,1,0,0.75,C,C,1,226,47144,47370,"[""C""]",17,0.036324292481694415,0.2125084061869535,198.53046345710754
62,index_61,64,1,0,0.75,C,C,1,252,52473,52725,"[""C""]",27,0.0409277039133,0.2008518269446312,203.42787075042725
63,index_62,64,1,0,0.75,D,D,1,247,35263,35510,"[""D""]",15,0.029893116102541507,0.190689680938504,89.98435592651367
64,index_63,64,1,0,0.75,C,C,1,241,60108,60349,"[""C""]",25,0.04578466866565309,0.2353732347007398,299.4484655857086
65,index_64,64,1,0,0.75,A,A,1,292,45786,46078,"[""A""]",14,0.036825905870107374,0.238063214525891,173.5849769115448
66,index_65,64,4,0,0.75,C,C,1,124,40634,40758,"[""C"", ""C"", ""C"", ""C""]",17,0.028127990486065034,0.1618471194799372,98.2858018875122
67,index_66,64,2,0,0.75,D,D,1,242,41883,42125,"[""D"", ""D""]",21,0.0396965801770358,0.1977135171486214,73.22329521179199
68,index_67,64,1,0,0.75,B,B,1,160,39224,39384,"[""B""]",21,0.02935663278142127,0.1882985877605918,95.43500542640686
69,index_68,64,1,0,0.75,A,A,1,202,54582,54784,"[""A""]",21,0.04023105530209683,0.1981618471194799,246.63385224342346
70,index_69,64,1,0,0.75,D,C,0,165,45724,45889,"[""C""]",17,0.03413119745247759,0.1930060524546065,161.60547947883606
71,index_70,64,3,0,0.75,C,C,1,171,42343,42514,"[""C"", ""C"", ""C""]",19,0.04056962297307809,0.183890009713816,70.1682505607605
72,index_71,64,1,0,0.75,B,D,0,199,44927,45126,"[""D""]",18,0.03391485383037398,0.2137039527759097,122.07541370391846
73,index_72,64,7,0,0.75,C,C,1,187,39287,39474,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",15,0.06674274978248393,0.182021968168572,37.0484881401062
74,index_73,64,1,0,0.75,A,A,1,169,39858,40027,"[""A""]",26,0.03850910420987115,0.1653590375849959,69.29958057403564
75,index_74,64,2,0,0.75,B,B,1,36987,83823,120810,"[""C"", ""B""]",39,0.08673619527409897,0.3468579541208997,751.6424531936646
76,index_75,64,2,0,0.75,D,C,0,5095,51165,56260,"[""C"", ""B""]",19,0.055056947929936546,0.2223716655458417,61.43747329711914
77,index_76,64,1,0,0.75,A,C,0,571,34002,34573,"[""C""]",14,0.03513272369978875,0.2654860644100725,141.35978055000305
78,index_77,64,1,0,0.75,C,B,0,515,41940,42455,"[""B""]",14,0.03908677566415973,0.2839423148770829,150.0754907131195
79,index_78,64,1,0,0.75,A,D,0,387,48758,49145,"[""D""]",21,0.04144328457036892,0.2363446163042666,220.80567741394043
80,index_79,64,1,0,0.75,A,C,0,119,48061,48180,"[""C""]",14,0.03444811945394976,0.1817230815213329,210.91476678848267
81,index_80,64,1,0,0.75,D,D,1,248,48588,48836,"[""D""]",23,0.038224854434571,0.2104161996562803,179.00161862373352
82,index_81,64,1,0,0.75,A,A,1,804,34846,35650,"[""A""]",15,0.04845651304167866,0.3486512740043338,95.82929015159607
83,index_82,64,2,0,0.75,A,A,1,193,66005,66198,"[""A"", ""A""]",29,0.056741405392766536,0.2017484868863484,112.9963526725769
84,index_83,64,21,0,0.75,D,D,1,128,51969,52097,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",29,0.08554676097723027,0.2071284465366509,34.01035213470459
85,index_84,64,2,0,0.75,C,C,1,288,46550,46838,"[""C"", ""C""]",28,0.040943201735792106,0.2092953747291339,130.0782790184021
86,index_85,64,1,0,0.75,A,D,0,335,39657,39992,"[""D""]",11,0.03463492004511451,0.234327131435403,162.77898502349854
87,index_86,64,2,0,0.75,C,C,1,309,37713,38022,"[""C"", ""C""]",23,0.04936214673937709,0.2197564073825002,63.25350522994995
88,index_87,64,53,0,0.75,A,A,1,168,63735,63903,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",41,0.138141999115207,0.2645146828065456,33.288650035858154
89,index_88,64,1,0,0.75,B,A,0,257,43002,43259,"[""A""]",15,0.03577756477540824,0.2122095195397145,113.02822756767273
90,index_89,64,1,0,0.75,B,D,0,204,37974,38178,"[""D""]",10,0.03160189544614399,0.1794067100052305,173.8334982395172
91,index_90,64,1,0,0.75,B,C,0,235,44402,44637,"[""C""]",11,0.033374803264988546,0.2057834566240752,145.52657747268677
92,index_91,64,1,0,0.75,C,B,0,204,43073,43277,"[""B""]",12,0.038690684905043765,0.1708137188971082,287.24236035346985
93,index_92,64,2,0,0.75,B,B,1,8121,47633,55754,"[""D"", ""B""]",20,0.047271422225521165,0.2470298139430621,93.65708231925964
94,index_93,64,1,0,0.75,D,C,0,198,47418,47616,"[""C""]",21,0.034693241028924016,0.1912874542329821,132.9707419872284
95,index_94,64,1,0,0.75,C,B,0,257,45100,45357,"[""B""]",11,0.03666434129133978,0.2056340133004558,224.28272819519043
96,index_95,64,2,0,0.75,A,A,1,152,47464,47616,"[""A"", ""A""]",27,0.03879126033603308,0.1732795337368303,117.7567765712738
97,index_96,64,7,0,0.75,A,A,1,272,48511,48783,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",17,0.08670666882143084,0.2297691100650079,40.069830656051636
98,index_97,64,1,0,0.75,D,B,0,177,43306,43483,"[""B""]",11,0.031462375021466045,0.1891205260404991,119.45665311813354
99,index_98,64,1,0,0.75,A,A,1,360,60451,60811,"[""A""]",22,0.04648075193261498,0.2719868489875214,244.7042646408081
100,index_99,64,1,0,0.75,B,A,0,226,39978,40204,"[""A""]",18,0.03179119725549413,0.196592692221475,124.26116704940796
101,index_100,64,1,0,0.75,A,A,1,222,42705,42927,"[""A""]",13,0.03269747808461097,0.2008518269446312,137.51356506347656
102,index_101,64,1,0,0.75,D,D,1,439,59014,59453,"[""D""]",30,0.06434492457638326,0.285436748113278,96.45468521118164
103,index_102,64,1,0,0.75,C,A,0,345,47541,47886,"[""A""]",31,0.04273192548415711,0.2339535231263543,245.39041185379028
104,index_103,64,3,0,0.75,A,A,1,220,43382,43602,"[""A"", ""A"", ""A""]",18,0.05727088280676088,0.2138533960995292,51.045520305633545
105,index_104,64,2,0,0.75,D,C,0,10531,53227,63758,"[""D"", ""C""]",27,0.04153744370209633,0.209594261376373,125.46116185188293
106,index_105,64,1,0,0.75,C,B,0,300,32442,32742,"[""B""]",14,0.04249849056789004,0.2093700963909437,50.74738264083862
107,index_106,64,49,0,0.75,A,B,0,280,59998,60278,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",36,0.13146559049370288,0.3059852051109617,36.20929193496704
108,index_107,64,1,0,0.75,C,C,1,192,48193,48385,"[""C""]",30,0.04069199669248574,0.1814989165359037,108.68641829490662
109,index_108,64,1,0,0.75,D,D,1,279,47211,47490,"[""D""]",19,0.036338712152127355,0.2232683254875588,152.07101130485535
110,index_109,64,1,0,0.75,B,B,1,515,43556,44071,"[""B""]",32,0.049691014263117075,0.2723604572965703,105.99056434631348
111,index_110,64,1,0,0.75,D,B,0,344,44602,44946,"[""B""]",19,0.037991544785609885,0.2296196667413883,206.2449426651001
112,index_111,64,1,0,0.75,A,A,1,248,47321,47569,"[""A""]",27,0.03964539122623055,0.1977135171486214,105.23608112335205
113,index_112,64,1,0,0.75,C,C,1,244,50112,50356,"[""C""]",21,0.03918118949860313,0.2056340133004558,223.76370644569397
114,index_113,64,1,0,0.75,C,A,0,188,41322,41510,"[""A""]",20,0.04087177993761314,0.1788836583725622,65.44993567466736
115,index_114,64,2,0,0.75,C,C,1,183,42648,42831,"[""C"", ""C""]",23,0.03458402380130801,0.1853844429500112,116.15001654624939
116,index_115,64,1,0,0.75,B,A,0,268,44071,44339,"[""A""]",17,0.036507820460750726,0.2104161996562803,208.33009815216064
117,index_116,64,1,0,0.75,D,D,1,226,41304,41530,"[""D""]",16,0.031925474696153866,0.2024209818426361,126.3625066280365
118,index_117,64,1,0,0.75,B,A,0,172,39427,39599,"[""A""]",17,0.03002099350075082,0.1694687289845325,137.88698816299438
119,index_118,64,1,0,0.75,A,C,0,318,44675,44993,"[""C""]",22,0.040496739396760344,0.224762758723754,122.25705170631409
120,index_119,64,1,0,0.75,A,A,1,122,40146,40268,"[""A""]",18,0.028890929184426886,0.1618471194799372,92.9321391582489
121,index_120,64,1,0,0.75,C,B,0,293,39579,39872,"[""B""]",17,0.03292741175598094,0.2065306732421729,114.30343699455261
122,index_121,64,1,0,0.75,A,D,0,209,40504,40713,"[""D""]",16,0.03569708726726791,0.2086976014346558,216.79697799682617
123,index_122,64,1,0,0.75,D,D,1,223,32111,32334,"[""D""]",12,0.03250955244663699,0.1943510423671822,59.59992551803589
124,index_123,64,2,0,0.75,A,A,1,162,42169,42331,"[""A"", ""A""]",16,0.03828894540556569,0.1867294328625869,69.29364848136902
125,index_124,64,6,0,0.75,A,A,1,246,40160,40406,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.07431048602804108,0.2063065082567436,36.486539363861084
126,index_125,64,1,0,0.75,A,A,1,260,46604,46864,"[""A""]",13,0.04085097270209914,0.2057087349622656,269.9584958553314
127,index_126,64,1,0,0.75,A,D,0,143,33770,33913,"[""D""]",13,0.026489582154642217,0.1440633639692147,118.265469789505
128,index_127,64,1,0,0.75,A,D,0,2814,48374,51188,"[""D""]",45,0.14138112274080505,0.934319659269222,138.02771091461182
129,index_128,64,1,0,0.75,A,B,0,278,50900,51178,"[""B""]",18,0.038719361988562746,0.2370918329223642,164.94727540016174
130,index_129,64,2,0,0.75,D,C,0,128,47383,47511,"[""C"", ""C""]",23,0.03515867922879717,0.162818501083464,108.2129819393158
131,index_130,64,1,0,0.75,D,B,0,359,41911,42270,"[""B""]",14,0.036617000532559986,0.2513636703280281,118.82547783851624
132,index_131,64,1,0,0.75,B,D,0,331,48010,48341,"[""D""]",15,0.040355995017951916,0.224164985429276,233.6154899597168
133,index_132,64,1,0,0.75,A,A,1,250,56927,57177,"[""A""]",34,0.04584107408354923,0.2172905925427781,147.03790545463562
134,index_133,64,1,0,0.75,A,A,1,141,52017,52158,"[""A""]",26,0.03596486001038532,0.1721587088096839,125.71065902709961
135,index_134,64,4,0,0.75,B,B,1,358,52299,52657,"[""B"", ""B"", ""B"", ""B""]",23,0.07125698868221694,0.2261077486363296,69.55392861366272
136,index_135,64,1,0,0.75,A,A,1,185,37771,37956,"[""A""]",12,0.043407301940895114,0.1913621758947918,47.591033697128296
137,index_136,64,1,0,0.75,C,B,0,231,45695,45926,"[""B""]",19,0.0349807967855129,0.1967421355450945,174.36376309394836
138,index_137,64,2,0,0.75,B,B,1,172,39673,39845,"[""B"", ""B""]",15,0.04598777891809288,0.1900919076440259,50.52562880516052
139,index_138,64,1,0,0.75,D,A,0,294,38442,38736,"[""A""]",12,0.034797175148292336,0.220727788986027,195.96715784072876
140,index_139,64,1,0,0.75,A,A,1,231,47483,47714,"[""A""]",21,0.036707942732209925,0.2056340133004558,170.4197359085083
141,index_140,64,1,0,0.75,D,B,0,100,37483,37583,"[""B""]",14,0.028291698261520917,0.138683404318912,145.12769627571106
142,index_141,64,16,0,0.75,C,C,1,152,46357,46509,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",14,0.0768901680282045,0.1760442352237914,35.21448874473572
143,index_142,64,1,0,0.75,B,A,0,405,53468,53873,"[""A""]",16,0.043265946838125645,0.2904430994545318,220.69580101966858
144,index_143,64,1,0,0.75,B,B,1,175,36325,36500,"[""B""]",14,0.028296194867848404,0.1701412239408204,98.75549602508545
145,index_144,64,1,0,0.75,B,D,0,106,41013,41119,"[""D""]",17,0.03066662472580036,0.173055368751401,80.18227767944336
146,index_145,64,1,0,0.75,C,B,0,307,34232,34539,"[""B""]",19,0.03300588325116017,0.2160203242920122,89.88381433486938
147,index_146,64,1,0,0.75,A,A,1,140,27696,27836,"[""A""]",14,0.021356275749353726,0.1412239408204438,74.83134508132935
148,index_147,64,1,0,0.75,D,C,0,227,46801,47028,"[""C""]",24,0.03662666864754824,0.2038406934170216,171.93583273887634
149,index_148,64,1,0,0.75,D,D,1,250,38505,38755,"[""D""]",15,0.0664415575738473,0.2001046103265337,36.34715151786804
150,index_149,64,1,0,0.75,B,D,0,253,51317,51570,"[""D""]",19,0.03851528521779446,0.2219233355749832,162.51773381233215
151,index_150,64,1,0,0.75,C,C,1,196,45250,45446,"[""C""]",23,0.04942409337344774,0.190689680938504,65.30509829521179
152,index_151,64,14,0,0.75,B,B,1,195,65804,65999,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",22,0.13702349120754884,0.2816259433609803,37.79124665260315
153,index_152,64,1,0,0.75,B,B,1,536,45721,46257,"[""B""]",19,0.04284156239575233,0.2953747291339759,146.7902193069458
154,index_153,64,1,0,0.75,B,B,1,251,51090,51341,"[""B""]",18,0.038439168128516735,0.2057834566240752,212.2568051815033
155,index_154,64,5,0,0.75,B,B,1,430,46824,47254,"[""B"", ""B"", ""B"", ""B"", ""B""]",17,0.07240786271851865,0.2447881640887693,60.041006326675415
156,index_155,64,1,0,0.75,B,C,0,266,46680,46946,"[""C""]",15,0.03817578679936186,0.2090712097437047,237.10146236419678
157,index_156,64,12,0,0.75,B,B,1,209,40925,41134,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",20,0.07840114978712379,0.1868041545243965,30.565458297729492
158,index_157,64,1,0,0.75,D,D,1,210,60927,61137,"[""D""]",21,0.09294195241011277,0.2564447433310917,48.409701347351074
159,index_158,64,1,0,0.75,B,D,0,215,43350,43565,"[""D""]",23,0.03751005010086797,0.1831427930957184,106.49504470825195
160,index_159,64,1,0,0.75,D,C,0,199,38103,38302,"[""C""]",21,0.03128472429371764,0.2091459314055144,125.8928382396698
161,index_160,64,1,0,0.75,C,C,1,299,38723,39022,"[""C""]",17,0.06308148979358127,0.2506911753717402,43.48365664482117
162,index_161,64,1,0,0.75,D,D,1,163,32595,32758,"[""D""]",13,0.032613644837881255,0.1472016737652245,54.297030210494995
163,index_162,64,1,0,0.75,B,C,0,191,67101,67292,"[""C""]",25,0.04474552878761901,0.2422476275872375,244.9459683895111
164,index_163,64,1,0,0.75,A,A,1,240,45759,45999,"[""A""]",15,0.034209005614013493,0.2017484868863484,132.38184261322021
165,index_164,64,1,0,0.75,A,B,0,277,45859,46136,"[""B""]",22,0.038033055343581465,0.2035418067697825,113.13705062866211
166,index_165,64,1,0,0.75,B,D,0,908,53140,54048,"[""D""]",35,0.06860018355369744,0.3844429500112082,129.42101860046387
167,index_166,64,1,0,0.75,C,D,0,238,51513,51751,"[""D""]",39,0.04333195391447668,0.2040648584024509,189.92486023902893
168,index_167,64,7,0,0.75,A,B,0,134,72104,72238,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",24,0.10488332629607865,0.2775909736232533,51.59720230102539
169,index_168,64,1,0,0.75,B,B,1,219,48602,48821,"[""B""]",18,0.03991133532133665,0.2235672121347979,89.12838745117188
170,index_169,64,1,0,0.75,A,A,1,153,37678,37831,"[""A""]",20,0.03753824400840773,0.1684973473810057,56.87618803977966
171,index_170,64,1,0,0.75,C,C,1,234,49625,49859,"[""C""]",15,0.03688093028453214,0.2342524097735934,178.77202725410461
172,index_171,64,1,0,0.75,D,D,1,244,39047,39291,"[""D""]",14,0.07992410961476189,0.2045879100351192,31.59404468536377
173,index_172,64,3,0,0.75,D,D,1,152,42518,42670,"[""D"", ""C"", ""D""]",26,0.045346810135213654,0.17335425539864,73.64174270629883
174,index_173,64,1,0,0.75,B,C,0,206,50044,50250,"[""C""]",36,0.04404627010959514,0.1897930209967869,116.62527680397034
175,index_174,64,3,0,0.75,D,C,0,216,38648,38864,"[""C"", ""C"", ""C""]",13,0.05311642702362268,0.1960696405888067,44.95428943634033
176,index_175,64,1,0,0.75,D,D,1,278,40695,40973,"[""D""]",20,0.03793238938905766,0.2118359112306658,84.61051726341248
177,index_176,64,1,0,0.75,D,D,1,226,41336,41562,"[""D""]",20,0.032380059012611664,0.186056937906299,113.64550614356995
178,index_177,64,3,0,0.75,C,C,1,237,68193,68430,"[""C"", ""A"", ""C""]",22,0.047505737248827375,0.242098184263618,202.9735825061798
179,index_178,64,2,0,0.75,B,A,0,305,58349,58654,"[""A"", ""A""]",29,0.074999440530741,0.2332063065082567,72.55654191970825
180,index_179,64,1,0,0.75,B,C,0,178,48603,48781,"[""C""]",27,0.04149588424944172,0.1757453485765523,277.9490180015564
181,index_180,64,1,0,0.75,B,A,0,276,37107,37383,"[""A""]",18,0.03378351774443605,0.1950235373234701,85.53767395019531
182,index_181,64,5,0,0.75,B,B,1,275,46821,47096,"[""B"", ""B"", ""B"", ""B"", ""B""]",15,0.06833526632384535,0.2341776881117836,48.386059045791626
183,index_182,64,1,0,0.75,A,A,1,113,38919,39032,"[""A""]",12,0.028292028169049282,0.1807516999178061,144.99747681617737
184,index_183,64,1,0,0.75,C,D,0,439,43825,44264,"[""D""]",24,0.040039540955996204,0.2459837106777255,222.90124320983887
185,index_184,64,2,0,0.75,B,B,1,184,36177,36361,"[""B"", ""B""]",21,0.040280521277052915,0.1914368975566016,57.13386106491089
186,index_185,64,1,0,0.75,D,A,0,205,41359,41564,"[""A""]",18,0.033158958839859934,0.1899424643204065,91.8269214630127
187,index_186,64,1,0,0.75,D,A,0,334,50224,50558,"[""A""]",23,0.05216668195622059,0.2388851528057983,84.15981650352478
188,index_187,64,1,0,0.75,C,B,0,145,42125,42270,"[""B""]",12,0.033863387710945554,0.1670776358066203,221.2863175868988
189,index_188,64,1,0,0.75,B,A,0,87,46678,46765,"[""A""]",17,0.03297378981216491,0.1752970186056938,83.81444954872131
190,index_189,64,1,0,0.75,D,D,1,294,44269,44563,"[""D""]",21,0.03789912754570199,0.2146753343794366,106.83115315437317
