iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
82,index_81,A,A,1,2,12945,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A']",True,200.89869914994097,4.950146779110207
83,index_82,A,A,1,2,8395,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
84,index_83,D,D,1,2,1812,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
85,index_84,C,C,1,2,18980,2,"['C', 'C', 'C', 'C', 'C', 'C', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
86,index_85,A,D,0,2,14572,2,"['D', 'D', 'D', 'C', 'C', 'C', 'D', 'C', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D']",False,200.89869914994097,4.950146779110207
87,index_86,C,C,1,2,7879,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
88,index_87,A,A,1,4,10989,2,"['A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,401.79739829988193,4.950146779110207
89,index_88,B,B,1,2,22514,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'C', 'D', 'B']",True,200.89869914994097,4.950146779110207
90,index_89,B,C,0,2,25982,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",False,200.89869914994097,4.950146779110207
91,index_90,B,C,0,2,14103,2,"['C', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'D', 'C', 'C', 'B', 'C']",False,200.89869914994097,4.950146779110207
92,index_91,C,C,1,8,126321,2,"['C', 'A', 'C', 'D', 'A', 'C', 'C', 'C', 'A', 'C', 'A', 'C', 'A', 'C', 'A', 'C']",True,803.5947965997639,4.950146779110207
93,index_92,B,D,0,6,21476,2,"['D', 'B', 'B', 'D', 'D', 'D', 'C', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'B']",True,602.6960974498229,4.950146779110207
94,index_93,D,C,0,2,13835,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C', 'C', 'C', 'C']",False,200.89869914994097,4.950146779110207
95,index_94,C,D,0,4,61127,2,"['B', 'C', 'D', 'D', 'B', 'C', 'C', 'B', 'B', 'C', 'C', 'D', 'B', 'C', 'B', 'D']",True,401.79739829988193,4.950146779110207
96,index_95,A,A,1,2,14062,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
97,index_96,A,A,1,2,2462,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
98,index_97,D,C,0,2,16322,2,"['C', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A', 'C']",False,200.89869914994097,4.950146779110207
99,index_98,A,D,0,16,210373,2,"['D', 'B', 'B', 'C', 'D', 'B', 'A', 'D', 'A', 'D', 'D', 'B', 'B', 'D', 'D', 'D']",True,1607.1895931995277,4.950146779110207
100,index_99,B,B,1,6,79683,2,"['D', 'C', 'D', 'B', 'B', 'B', 'B', 'D', 'B', 'B', 'A', 'B', 'A', 'B', 'B', 'B']",True,602.6960974498229,4.950146779110207
101,index_100,A,A,1,2,5735,2,"['A', 'A', 'D', 'A', 'A', 'A', 'D', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
102,index_101,D,D,1,2,7278,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
103,index_102,C,A,0,2,24762,2,"['A', 'A', 'A', 'A', 'A', 'A', 'C', 'C', 'C', 'A', 'A', 'A', 'A', 'C', 'C', 'B']",False,200.89869914994097,4.950146779110207
104,index_103,A,A,1,2,13499,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
105,index_104,D,D,1,2,20187,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
106,index_105,C,B,0,4,29447,2,"['A', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'B', 'B', 'B', 'A', 'A']",False,401.79739829988193,4.950146779110207
107,index_106,A,B,0,2,2117,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",False,200.89869914994097,4.950146779110207
108,index_107,C,C,1,2,4426,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
109,index_108,D,D,1,2,13194,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
110,index_109,B,B,1,2,11564,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,200.89869914994097,4.950146779110207
111,index_110,D,C,0,14,179227,2,"['C', 'B', 'D', 'B', 'B', 'D', 'C', 'B', 'B', 'C', 'B', 'C', 'C', 'C', 'C', 'B']",True,1406.2908940495868,4.950146779110207
112,index_111,A,A,1,2,7769,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
113,index_112,C,C,1,2,21061,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
114,index_113,C,A,0,2,4681,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",False,200.89869914994097,4.950146779110207
115,index_114,C,C,1,2,7258,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
116,index_115,B,A,0,2,21698,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'D', 'A', 'A', 'A', 'A', 'A']",False,200.89869914994097,4.950146779110207
117,index_116,D,D,1,2,30812,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
118,index_117,B,A,0,2,12371,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'B', 'A', 'A', 'B', 'A', 'A']",False,200.89869914994097,4.950146779110207
119,index_118,A,D,0,8,50699,2,"['C', 'D', 'D', 'C', 'C', 'D', 'D', 'D', 'C', 'C', 'C', 'D', 'C', 'C', 'C', 'C']",False,803.5947965997639,4.950146779110207
120,index_119,A,A,1,2,2340,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
121,index_120,C,B,0,2,15915,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'A', 'B', 'D', 'B']",False,200.89869914994097,4.950146779110207
122,index_121,A,B,0,2,41645,2,"['B', 'B', 'C', 'B', 'B', 'B', 'C', 'B', 'B', 'B', 'B', 'B', 'C', 'B', 'B', 'B']",False,200.89869914994097,4.950146779110207
123,index_122,D,D,1,2,10737,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
124,index_123,A,A,1,2,9817,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'C']",True,200.89869914994097,4.950146779110207
125,index_124,A,A,1,2,3888,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
126,index_125,A,D,0,2,23225,2,"['D', 'D', 'A', 'B', 'B', 'C', 'D', 'B', 'B', 'B', 'C', 'A', 'C', 'B', 'A', 'D']",False,200.89869914994097,4.950146779110207
127,index_126,A,D,0,4,31709,2,"['D', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D']",False,401.79739829988193,4.950146779110207
128,index_127,A,D,0,2,38339,2,"['D', 'D', 'B', 'D', 'A', 'D', 'D', 'D', 'A', 'D', 'C', 'A', 'D', 'B', 'D']",False,200.89869914994097,4.950146779110207
129,index_128,A,D,0,2,19859,2,"['D', 'D', 'D', 'B', 'D', 'D', 'D', 'B', 'B', 'B', 'D', 'B', 'B', 'B', 'D', 'B']",False,200.89869914994097,4.950146779110207
130,index_129,D,D,1,4,25781,2,"['D', 'C', 'D', 'D', 'C', 'D', 'D', 'C', 'D', 'C', 'C', 'C', 'D', 'D', 'C', 'C']",True,401.79739829988193,4.950146779110207
131,index_130,D,C,0,2,15836,2,"['C', 'C', 'A', 'B', 'A', 'C', 'A', 'C', 'C', 'C', 'C', 'B', 'C', 'B', 'C', 'C']",False,200.89869914994097,4.950146779110207
132,index_131,B,D,0,2,26648,2,"['D', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'B', 'B', 'D', 'B', 'D', 'B']",False,200.89869914994097,4.950146779110207
133,index_132,A,A,1,2,17994,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
134,index_133,A,A,1,2,14883,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
135,index_134,B,B,1,2,6085,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,200.89869914994097,4.950146779110207
