iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
34,aqua_rat_test_33,8,2,2,True,B,B,1,133,1472,1605,,,0.003797865662272397,0.0063165905631659,14.955528497695923,"[""B"", ""B""]"
35,aqua_rat_test_34,8,2,2,True,B,B,1,143,1823,1966,,,0.004771456604476603,0.008904109589041,17.30631685256958,"[""B"", ""B""]"
36,aqua_rat_test_35,8,2,2,True,A,A,1,118,1536,1654,,,0.0038512139696208147,0.006544901065449,15.501987218856812,"[""A"", ""A""]"
37,aqua_rat_test_36,8,2,2,True,D,D,1,144,1841,1985,,,0.004744691727127009,0.0082952815829527,17.70491623878479,"[""D"", ""D""]"
38,aqua_rat_test_37,8,2,2,True,A,A,1,127,2300,2427,,,0.005978061197711602,0.011111111111111,20.35271406173706,"[""A"", ""A""]"
39,aqua_rat_test_38,8,2,2,True,D,D,1,132,1825,1957,,,0.004648460367638393,0.0082952815829527,17.4283230304718,"[""D"", ""D""]"
40,aqua_rat_test_39,8,2,2,True,A,A,1,126,4505,4631,,,0.011217268432845921,0.0216133942161339,39.496012449264526,"[""A"", ""A""]"
41,aqua_rat_test_40,8,2,2,True,A,A,1,130,4044,4174,,,0.009092104104557354,0.0162100456621004,40.323015451431274,"[""A"", ""A""]"
42,aqua_rat_test_41,8,2,2,True,A,A,1,145,3874,4019,,,0.009002941758639237,0.0164383561643836,37.304672956466675,"[""A"", ""A""]"
43,aqua_rat_test_42,8,2,2,True,C,C,1,89,1136,1225,,,0.0030532288243220536,0.0054794520547944,10.447547912597656,"[""C"", ""C""]"
44,aqua_rat_test_43,8,2,2,True,A,A,1,127,2544,2671,,,0.006383585786258308,0.0118721461187214,23.307384252548218,"[""A"", ""A""]"
45,aqua_rat_test_44,8,2,2,True,B,B,1,129,1966,2095,,,0.005164832601456701,0.0095129375951293,17.486051321029663,"[""B"", ""B""]"
46,aqua_rat_test_45,8,2,2,True,B,B,1,123,3633,3756,,,0.008868190301792398,0.0168949771689497,32.802703857421875,"[""B"", ""B""]"
47,aqua_rat_test_46,8,2,2,True,E,E,1,132,1348,1480,,,0.0038573200293138938,0.0069254185692542,11.762156009674072,"[""E"", ""E""]"
48,aqua_rat_test_47,8,2,2,True,A,A,1,148,2095,2243,,,0.005292311255682259,0.0094368340943683,19.98026156425476,"[""A"", ""A""]"
49,aqua_rat_test_48,8,2,4,True,D,D,1,109,24262,24371,,,0.027012697110828463,0.0601978691019786,285.7791259288788,"[""C"", ""D"", ""D"", ""D""]"
50,aqua_rat_test_49,8,2,2,True,B,B,1,115,1563,1678,,,0.0043603846686038035,0.0080669710806696,13.488880157470703,"[""B"", ""B""]"
51,aqua_rat_test_50,8,2,2,True,C,C,1,121,2118,2239,,,0.0054172036338758205,0.0100456621004566,19.31536054611206,"[""C"", ""C""]"
52,aqua_rat_test_51,8,2,2,True,C,C,1,127,2012,2139,,,0.005220213645809391,0.0095890410958904,18.373730659484863,"[""C"", ""C""]"
53,aqua_rat_test_52,8,2,2,True,B,B,1,103,2065,2168,,,0.005158193273363185,0.0095129375951293,18.94186043739319,"[""B"", ""B""]"
54,aqua_rat_test_53,8,2,2,True,A,A,1,102,1259,1361,,,0.0035616673970717337,0.0064687975646879,10.795044898986816,"[""A"", ""A""]"
55,aqua_rat_test_54,8,2,4,True,D,D,1,144,33265,33409,,,0.04400407822465612,0.100228310502283,316.16283416748047,"[""A"", ""C"", ""D"", ""D""]"
56,aqua_rat_test_55,8,2,2,True,A,A,1,117,1557,1674,,,0.004023821603730238,0.0071537290715373,14.68545937538147,"[""A"", ""A""]"
57,aqua_rat_test_56,8,2,2,True,A,A,1,128,4267,4395,,,0.009818283097570789,0.0181126331811263,41.15195822715759,"[""A"", ""A""]"
58,aqua_rat_test_57,8,2,2,True,D,D,1,119,1308,1427,,,0.003394601468123191,0.0056316590563165,13.163753509521484,"[""D"", ""D""]"
59,aqua_rat_test_58,8,2,2,True,D,D,1,130,3664,3794,,,0.008778825101490246,0.0165144596651446,33.95324516296387,"[""D"", ""D""]"
60,aqua_rat_test_59,8,2,2,True,C,C,1,107,25864,25971,,,0.06149684022731931,0.1222983257229832,234.891770362854,"[""C"", ""C""]"
61,aqua_rat_test_60,8,2,2,True,E,E,1,138,1960,2098,,,0.005349053368707872,0.0098173515981735,16.93771457672119,"[""E"", ""E""]"
62,aqua_rat_test_61,8,2,2,True,D,D,1,117,3016,3133,,,0.007363060216662341,0.0138508371385083,27.462312936782837,"[""D"", ""D""]"
63,aqua_rat_test_62,8,2,2,True,B,B,1,131,1615,1746,,,0.004550803727215305,0.0082952815829527,13.776849746704102,"[""B"", ""B""]"
64,aqua_rat_test_63,8,2,2,True,C,C,1,119,1602,1721,,,0.004237181996086066,0.0076103500761035,14.5322904586792,"[""C"", ""C""]"
65,aqua_rat_test_64,8,2,2,True,D,B,0,162,1514,1676,,,0.004168870609655563,0.0072298325722983,14.082777976989746,"[""B"", ""B""]"
66,aqua_rat_test_65,8,2,2,True,C,C,1,112,2753,2865,,,0.007199827607840523,0.0136225266362253,23.438884973526,"[""C"", ""C""]"
67,aqua_rat_test_66,8,2,2,True,C,C,1,150,3080,3230,,,0.007269688319664863,0.0129375951293759,30.166176557540894,"[""C"", ""C""]"
68,aqua_rat_test_67,8,2,4,True,B,B,1,127,14899,15026,,,0.01675204157571477,0.0299847792998477,155.50718307495117,"[""C"", ""B"", ""B"", ""B""]"
69,aqua_rat_test_68,8,2,2,True,A,A,1,128,4533,4661,,,0.010567428902518425,0.0197869101978691,42.60200333595276,"[""A"", ""A""]"
70,aqua_rat_test_69,8,2,2,True,C,C,1,131,20028,20159,,,0.04587945807995381,0.0903348554033485,187.06204199790955,"[""C"", ""C""]"
71,aqua_rat_test_70,8,2,2,True,C,C,1,122,1767,1889,,,0.00442649107032664,0.0077625570776255,17.229564905166626,"[""C"", ""C""]"
72,aqua_rat_test_71,8,2,2,True,A,A,1,144,2210,2354,,,0.005724079450038762,0.0107305936073058,20.161674976348877,"[""A"", ""A""]"
73,aqua_rat_test_72,8,2,2,True,B,B,1,100,917,1017,,,0.0026724934868475893,0.004642313546423,8.141345024108887,"[""B"", ""B""]"
74,aqua_rat_test_73,8,2,2,True,B,B,1,106,1212,1318,,,0.003131999356523205,0.0052511415525113,12.118123769760132,"[""B"", ""B""]"
75,aqua_rat_test_74,8,2,2,True,E,E,1,147,3820,3967,,,0.009359987032290594,0.0176560121765601,34.468586444854736,"[""E"", ""E""]"
76,aqua_rat_test_75,8,2,2,True,C,C,1,117,2074,2191,,,0.005528897832125091,0.0103500761035008,17.837158203125,"[""C"", ""C""]"
77,aqua_rat_test_76,8,2,2,True,E,E,1,204,1846,2050,,,0.004922932384808782,0.0081430745814307,18.407957792282104,"[""E"", ""E""]"
78,aqua_rat_test_77,8,2,2,True,B,B,1,163,17544,17707,,,0.03548746320224134,0.0611872146118721,219.73515248298645,"[""B"", ""B""]"
79,aqua_rat_test_78,8,2,2,True,A,A,1,144,1728,1872,,,0.004929584781377705,0.0089802130898021,14.833519458770752,"[""A"", ""A""]"
80,aqua_rat_test_79,8,2,2,True,D,D,1,140,7461,7601,,,0.015628991483317842,0.0277777777777777,94.68998384475708,"[""D"", ""D""]"
81,aqua_rat_test_80,8,2,2,True,B,B,1,169,3167,3336,,,0.008035874544096896,0.0149923896499238,28.688076496124268,"[""B"", ""B""]"
82,aqua_rat_test_81,8,2,2,True,A,A,1,124,1189,1313,,,0.0033413940683152616,0.0057838660578386,11.066436529159546,"[""A"", ""A""]"
83,aqua_rat_test_82,8,2,2,True,A,A,1,121,14813,14934,,,0.03497884085260655,0.0691019786910197,133.37851762771606,"[""A"", ""A""]"
84,aqua_rat_test_83,8,2,2,True,A,A,1,135,3511,3646,,,0.007771363814613152,0.0124048706240487,37.836050510406494,"[""A"", ""A""]"
85,aqua_rat_test_84,8,2,2,True,A,A,1,101,1339,1440,,,0.003498638626619808,0.0061643835616438,12.553997039794922,"[""A"", ""A""]"
86,aqua_rat_test_85,8,2,2,True,A,A,1,120,5918,6038,,,0.014481803432087116,0.0281582952815829,51.74796104431152,"[""A"", ""A""]"
87,aqua_rat_test_86,8,2,2,True,E,E,1,124,4089,4213,,,0.009613639193102045,0.0181126331811263,38.270580768585205,"[""E"", ""E""]"
88,aqua_rat_test_87,8,2,2,True,B,B,1,103,1636,1739,,,0.004452145610153869,0.0082952815829527,14.070589303970337,"[""B"", ""B""]"
89,aqua_rat_test_88,8,2,2,True,B,B,1,128,2306,2434,,,0.006090628542557617,0.0114155251141552,20.157317399978638,"[""B"", ""B""]"
90,aqua_rat_test_89,8,2,2,True,B,B,1,121,4025,4146,,,0.010052163219971395,0.0193302891933029,35.08367371559143,"[""B"", ""B""]"
91,aqua_rat_test_90,8,2,2,True,B,B,1,111,2464,2575,,,0.005940346105956367,0.0107305936073058,23.456017017364502,"[""B"", ""B""]"
92,aqua_rat_test_91,8,2,2,True,B,B,1,179,1843,2022,,,0.0053488951871095945,0.0097412480974125,15.586005210876465,"[""B"", ""B""]"
93,aqua_rat_test_92,8,2,2,True,A,A,1,155,1781,1936,,,0.004890289449112925,0.00882800608828,15.92186951637268,"[""A"", ""A""]"
94,aqua_rat_test_93,8,2,2,True,D,D,1,113,3541,3654,,,0.008331788084586868,0.0156773211567732,33.03619623184204,"[""D"", ""D""]"
95,aqua_rat_test_94,8,2,2,True,A,A,1,132,2526,2658,,,0.005728484013271669,0.0094368340943683,29.841670274734497,"[""A"", ""A""]"
96,aqua_rat_test_95,8,2,2,True,A,A,1,133,4310,4443,,,0.009504940181623775,0.0163622526636225,44.595314741134644,"[""A"", ""A""]"
97,aqua_rat_test_96,8,2,2,True,C,C,1,107,1221,1328,,,0.0034695085002122766,0.0063165905631659,10.663159847259521,"[""C"", ""C""]"
98,aqua_rat_test_97,8,2,2,True,E,E,1,140,1849,1989,,,0.004819520731770026,0.0085996955859969,17.252469301223755,"[""E"", ""E""]"
99,aqua_rat_test_98,8,2,2,True,D,D,1,144,1401,1545,,,0.00405256297616244,0.0072298325722983,12.329838752746582,"[""D"", ""D""]"
100,aqua_rat_test_99,8,2,2,True,E,E,1,126,1711,1837,,,0.004349467275494627,0.0076103500761035,16.57779097557068,"[""E"", ""E""]"
101,aqua_rat_test_100,8,2,2,True,A,A,1,114,1210,1324,,,0.003341845822172212,0.0059360730593607,10.928141593933105,"[""A"", ""A""]"
102,aqua_rat_test_101,8,2,2,True,C,C,1,130,3727,3857,,,0.009103771164011997,0.0172754946727549,33.6130473613739,"[""C"", ""C""]"
103,aqua_rat_test_102,8,2,2,True,D,D,1,119,2681,2800,,,0.006931047689687519,0.013089802130898,23.223080158233643,"[""D"", ""D""]"
104,aqua_rat_test_103,8,2,2,True,E,E,1,129,2027,2156,,,0.0050713569758006226,0.0090563165905631,19.081165075302124,"[""E"", ""E""]"
105,aqua_rat_test_104,8,2,2,True,A,E,0,162,4285,4447,,,0.01074089358650061,0.0204718417047183,37.587899684906006,"[""E"", ""E""]"
106,aqua_rat_test_105,8,2,2,True,B,B,1,121,2904,3025,,,0.006786059052034048,0.0121765601217656,28.54052233695984,"[""B"", ""B""]"
107,aqua_rat_test_106,8,2,2,True,D,E,0,144,24329,24473,,,0.055886740677098756,0.1102739726027397,230.54814457893372,"[""E"", ""E""]"
108,aqua_rat_test_107,8,2,2,True,B,B,1,117,2527,2644,,,0.006576987946850916,0.0124809741248097,21.766679525375366,"[""B"", ""B""]"
109,aqua_rat_test_108,8,2,2,True,D,D,1,108,4297,4405,,,0.01052387636819671,0.0203196347031963,37.93763852119446,"[""D"", ""D""]"
110,aqua_rat_test_109,8,2,2,True,B,B,1,140,3633,3773,,,0.008017181974450376,0.0124809741248097,39.85836124420166,"[""B"", ""B""]"
111,aqua_rat_test_110,8,2,2,True,A,A,1,130,3278,3408,,,0.007980954041347948,0.0149923896499238,29.94036889076233,"[""A"", ""A""]"
112,aqua_rat_test_111,8,2,2,True,D,D,1,128,1816,1944,,,0.004729730748982088,0.0085235920852358,16.80267882347107,"[""D"", ""D""]"
113,aqua_rat_test_112,8,2,2,True,C,D,0,102,14875,14977,,,0.03213313127064569,0.060958904109589,147.99065113067627,"[""D"", ""D""]"
114,aqua_rat_test_113,8,2,2,True,D,D,1,147,2375,2522,,,0.0057546660621565476,0.0100456621004566,23.418787240982056,"[""D"", ""D""]"
115,aqua_rat_test_114,8,2,6,True,D,C,0,147,30605,30752,,,0.022825007045340504,0.0488584474885844,303.0240521430969,"[""C"", ""E"", ""D"", ""E"", ""C"", ""C""]"
116,aqua_rat_test_115,8,2,2,True,C,C,1,124,13878,14002,,,0.03295466445430088,0.0649923896499239,124.6667115688324,"[""C"", ""C""]"
117,aqua_rat_test_116,8,2,2,True,B,B,1,176,7642,7818,,,0.017294993131781528,0.0323439878234398,74.34577465057373,"[""B"", ""B""]"
118,aqua_rat_test_117,8,2,8,True,C,D,0,127,82581,82708,,,0.04696664734614578,0.095662100456621,784.3575687408447,"[""E"", ""D"", ""D"", ""A"", ""C"", ""D"", ""D"", ""D""]"
119,aqua_rat_test_118,8,2,2,True,A,A,1,138,1310,1448,,,0.003562963896339189,0.0060121765601217,12.704666137695312,"[""A"", ""A""]"
120,aqua_rat_test_119,8,2,2,True,D,D,1,106,1330,1436,,,0.003729953896719781,0.0067732115677321,11.614975214004517,"[""D"", ""D""]"
121,aqua_rat_test_120,8,2,2,True,E,E,1,131,2266,2397,,,0.005924779453851456,0.01103500761035,20.055773973464966,"[""E"", ""E""]"
122,aqua_rat_test_121,8,2,2,True,B,B,1,97,998,1095,,,0.0029332120480697454,0.0052511415525113,8.521239757537842,"[""B"", ""B""]"
123,aqua_rat_test_122,8,2,4,True,A,E,0,154,19181,19335,,,0.02218539439079044,0.0430745814307458,178.7218427658081,"[""A"", ""E"", ""E"", ""E""]"
124,aqua_rat_test_123,8,2,2,True,A,A,1,105,2135,2240,,,0.005317084977065355,0.0098173515981735,20.028934955596924,"[""A"", ""A""]"
125,aqua_rat_test_124,8,2,2,True,E,B,0,117,1765,1882,,,0.004681708299758207,0.0086757990867579,15.97327733039856,"[""B"", ""B""]"
126,aqua_rat_test_125,8,2,2,True,A,A,1,138,17462,17600,,,0.038093007055137254,0.0728310502283104,174.23454999923706,"[""A"", ""A""]"
127,aqua_rat_test_126,8,2,2,True,B,D,0,156,6939,7095,,,0.016851809572129162,0.032724505327245,61.73091459274292,"[""D"", ""D""]"
128,aqua_rat_test_127,8,2,2,True,D,D,1,154,1578,1732,,,0.004476461031527501,0.0080669710806696,13.913972616195679,"[""D"", ""D""]"
129,aqua_rat_test_128,8,2,2,True,B,B,1,125,3430,3555,,,0.008690710388149295,0.0165905631659056,30.09569478034973,"[""B"", ""B""]"
130,aqua_rat_test_129,8,2,2,True,D,D,1,112,1394,1506,,,0.003911385418234687,0.0070776255707762,12.192899465560913,"[""D"", ""D""]"
131,aqua_rat_test_130,8,2,2,True,A,A,1,117,2178,2295,,,0.00538100909632844,0.0097412480974125,20.46142315864563,"[""A"", ""A""]"
132,aqua_rat_test_131,8,2,2,True,C,C,1,110,2564,2674,,,0.006476178653666955,0.0121765601217656,22.925897121429443,"[""C"", ""C""]"
133,aqua_rat_test_132,8,2,2,True,B,B,1,111,8856,8967,,,0.020088176062684548,0.0387366818873667,83.53151726722717,"[""B"", ""B""]"
134,aqua_rat_test_133,8,2,2,True,E,E,1,147,1205,1352,,,0.0035427901134309765,0.0062404870624048,10.678173303604126,"[""E"", ""E""]"
135,aqua_rat_test_134,8,2,2,True,C,C,1,133,2250,2383,,,0.005983941439045576,0.0111872146118721,19.624123334884644,"[""C"", ""C""]"
136,aqua_rat_test_135,8,2,2,True,D,D,1,135,3931,4066,,,0.00912778623372226,0.0168188736681886,37.77120089530945,"[""D"", ""D""]"
137,aqua_rat_test_136,8,2,2,True,C,C,1,126,4871,4997,,,0.01204804257185543,0.0232876712328766,42.784117698669434,"[""C"", ""C""]"
138,aqua_rat_test_137,8,2,2,True,E,E,1,150,1195,1345,,,0.0032807339069569623,0.0053272450532724,12.143397331237793,"[""E"", ""E""]"
139,aqua_rat_test_138,8,2,2,True,C,C,1,132,1308,1440,,,0.003757930697901367,0.0067732115677321,11.473699808120728,"[""C"", ""C""]"
140,aqua_rat_test_139,8,2,2,True,E,D,0,123,12820,12943,,,0.029292908196878506,0.0572298325722983,119.8363709449768,"[""D"", ""D""]"
141,aqua_rat_test_140,8,2,2,True,E,E,1,166,1604,1770,,,0.0043659244267903975,0.0075342465753425,15.078096628189087,"[""E"", ""E""]"
142,aqua_rat_test_141,8,2,2,True,B,B,1,128,3672,3800,,,0.008179707229238482,0.0138508371385083,38.33086967468262,"[""B"", ""B""]"
143,aqua_rat_test_142,8,2,2,True,B,B,1,141,1233,1374,,,0.003415580001562136,0.0057077625570776,11.977500677108765,"[""B"", ""B""]"
144,aqua_rat_test_143,8,2,2,True,E,E,1,127,2481,2608,,,0.005987002239828374,0.0106544901065449,24.011098861694336,"[""E"", ""E""]"
145,aqua_rat_test_144,8,2,2,True,D,D,1,98,2033,2131,,,0.005383749498929768,0.0101217656012176,17.269206285476685,"[""D"", ""D""]"
146,aqua_rat_test_145,8,2,2,True,E,E,1,127,1357,1484,,,0.003900761896150433,0.0070015220700152,11.886032819747925,"[""E"", ""E""]"
147,aqua_rat_test_146,8,2,2,True,B,B,1,102,5402,5504,,,0.011802993357079275,0.0213850837138508,54.14522171020508,"[""B"", ""B""]"
148,aqua_rat_test_147,8,2,2,True,A,A,1,77,611,688,,,0.0019404014459664626,0.0032724505327245,5.296982288360596,"[""A"", ""A""]"
149,aqua_rat_test_148,8,2,2,True,A,A,1,113,1375,1488,,,0.0037210606424737227,0.0066971080669711,12.324836492538452,"[""A"", ""A""]"
150,aqua_rat_test_149,8,2,2,True,D,D,1,138,5122,5260,,,0.01222721279711759,0.0233637747336377,46.6544725894928,"[""D"", ""D""]"
151,aqua_rat_test_150,8,2,2,True,B,B,1,104,2137,2241,,,0.005567644198275671,0.0104261796042618,18.624500274658203,"[""B"", ""B""]"
152,aqua_rat_test_151,8,2,2,True,E,E,1,129,2423,2552,,,0.006217656012176511,0.0116438356164383,21.620476484298706,"[""E"", ""E""]"
153,aqua_rat_test_152,8,2,4,True,C,E,0,113,15034,15147,,,0.017410344240089793,0.0343987823439878,138.6444149017334,"[""E"", ""D"", ""E"", ""E""]"
154,aqua_rat_test_153,8,2,2,True,D,D,1,126,1584,1710,,,0.004451401945862017,0.0080669710806696,13.741944551467896,"[""D"", ""D""]"
155,aqua_rat_test_154,8,2,2,True,C,C,1,144,4045,4189,,,0.010046734484215536,0.0191019786910198,36.16815447807312,"[""C"", ""C""]"
156,aqua_rat_test_155,8,2,2,True,E,E,1,96,3659,3755,,,0.008851032275689766,0.0168949771689497,33.135643005371094,"[""E"", ""E""]"
157,aqua_rat_test_156,8,2,2,True,D,D,1,114,1098,1212,,,0.003185854577233716,0.0056316590563165,9.599190950393677,"[""D"", ""D""]"
158,aqua_rat_test_157,8,2,2,True,D,D,1,116,9601,9717,,,0.020034098599811402,0.0345509893455099,103.02816486358643,"[""D"", ""D""]"
159,aqua_rat_test_158,8,2,2,True,B,B,1,134,1861,1995,,,0.004766570070976773,0.0084474885844748,17.460418939590454,"[""B"", ""B""]"
160,aqua_rat_test_159,8,2,2,True,C,B,0,111,22801,22912,,,0.05392350007501682,0.1070776255707762,207.66872024536133,"[""B"", ""B""]"
161,aqua_rat_test_160,8,2,2,True,D,D,1,140,4976,5116,,,0.01087524163044957,0.0186453576864535,52.01983880996704,"[""D"", ""D""]"
162,aqua_rat_test_161,8,2,2,True,B,B,1,130,2503,2633,,,0.006044883071575353,0.0108828006088279,23.983683586120605,"[""B"", ""B""]"
163,aqua_rat_test_162,8,2,2,True,A,A,1,110,12099,12209,,,0.02631909262610688,0.0498477929984779,119.95127153396606,"[""A"", ""A""]"
164,aqua_rat_test_163,8,2,2,True,D,D,1,140,2194,2334,,,0.005855582806590714,0.0108828006088279,19.263901710510254,"[""D"", ""D""]"
165,aqua_rat_test_164,8,2,2,True,C,C,1,110,5393,5503,,,0.011904918875483539,0.0216894977168949,53.54532980918884,"[""C"", ""C""]"
166,aqua_rat_test_165,8,2,2,True,B,E,0,114,21649,21763,,,0.05100571178029442,0.1012176560121765,196.957013130188,"[""E"", ""E""]"
167,aqua_rat_test_166,8,2,2,True,C,C,1,113,1059,1172,,,0.002865266362252623,0.0048706240487061,10.316648006439209,"[""C"", ""C""]"
168,aqua_rat_test_167,8,2,2,True,A,A,1,142,1704,1846,,,0.004569776130894726,0.0081430745814307,15.618598461151123,"[""A"", ""A""]"
169,aqua_rat_test_168,8,2,2,True,A,A,1,145,1904,2049,,,0.004977038112807576,0.0089802130898021,17.463303089141846,"[""A"", ""A""]"
170,aqua_rat_test_169,8,2,2,True,A,A,1,129,3732,3861,,,0.00916112748781376,0.0174277016742769,33.26242518424988,"[""A"", ""A""]"
171,aqua_rat_test_170,8,2,2,True,E,E,1,122,2772,2894,,,0.006293137554702045,0.0103500761035008,29.253007173538208,"[""E"", ""E""]"
172,aqua_rat_test_171,8,2,2,True,E,E,1,148,2106,2254,,,0.005595484298107264,0.0103500761035008,18.66600465774536,"[""E"", ""E""]"
173,aqua_rat_test_172,8,2,2,True,E,A,0,175,29267,29442,,,0.06511503696408293,0.1268645357686453,288.0180854797363,"[""A"", ""A""]"
174,aqua_rat_test_173,8,2,2,True,C,C,1,163,7943,8106,,,0.017880905717928813,0.0337138508371385,76.86600971221924,"[""C"", ""C""]"
175,aqua_rat_test_174,8,2,2,True,D,D,1,127,1160,1287,,,0.003554896514930361,0.0063165905631659,9.764369249343872,"[""D"", ""D""]"
176,aqua_rat_test_175,8,2,2,True,B,B,1,117,2652,2769,,,0.006718329760014795,0.0126331811263318,23.494608879089355,"[""B"", ""B""]"
177,aqua_rat_test_176,8,2,2,True,D,D,1,126,13385,13511,,,0.02944849799116175,0.0563165905631659,130.7909255027771,"[""D"", ""D""]"
178,aqua_rat_test_177,8,2,2,True,D,D,1,109,1528,1637,,,0.004210836447530768,0.0076864535768644,13.324096918106079,"[""D"", ""D""]"
179,aqua_rat_test_178,8,2,2,True,C,C,1,117,2851,2968,,,0.006597177349875028,0.0117199391171993,28.32913327217102,"[""C"", ""C""]"
