iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
18,index_17,64,8,40,True,B,A,0,245,297901,298146,,,0.106989299242456,0.2425418569254185,1054.3740842342377,"[""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
19,index_18,64,8,16,True,A,B,0,543,134917,135460,,,0.1400588432646979,0.2894216133942161,400.8437876701355,"[""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
20,index_19,64,8,8,True,A,A,1,198,11598,11796,,,0.0247493803000651,0.0433789954337899,31.769985675811768,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
21,index_20,64,8,64,True,B,B,1,277,499790,500067,,,0.114908782557155,0.2540334855403349,1700.1730463504791,"[""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""C"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
22,index_21,64,8,64,False,D,C,0,137,114039,114176,,,0.0229315595712062,0.0496955859969558,492.0019404888153,"[""C"", ""D"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""B"", ""D"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""D"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""A"", ""C"", ""C""]"
23,index_22,64,8,64,False,C,D,0,275,545314,545589,,,0.1302652181748695,0.2893455098934551,1746.339789390564,"[""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""B"", ""C"", ""D"", ""D"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B""]"
24,index_23,64,8,64,False,B,A,0,225,650755,650980,,,0.1523710922844278,0.35,2286.1015956401825,"[""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""A"", ""D"", ""A"", ""A"", ""C"", ""B"", ""A"", ""A"", ""B"", ""D"", ""A"", ""B"", ""D"", ""B"", ""B"", ""A"", ""A"", ""D"", ""B"", ""B"", ""A"", ""D"", ""D"", ""A"", ""C"", ""B"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""B"", ""B"", ""B"", ""A"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B""]"
25,index_24,64,8,64,False,B,C,0,363,600081,600444,,,0.1546259848745539,0.3384322678843227,1849.5041329860687,"[""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""D"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""B"", ""D"", ""C"", ""C"", ""B"", ""B"", ""B"", ""A"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""A"", ""B""]"
26,index_25,64,8,16,True,D,A,0,372,142738,143110,,,0.1480623554865461,0.2729832572298325,438.93174719810486,"[""A"", ""A"", ""D"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
27,index_26,64,8,64,False,A,A,1,164,336790,336954,,,0.0828700549866206,0.2090563165905631,1049.1998076438904,"[""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B""]"
28,index_27,64,8,64,False,A,A,1,327,536522,536849,,,0.1372651775472461,0.2839421613394216,1655.8180859088898,"[""C"", ""A"", ""A"", ""A"", ""C"", ""C"", ""A"", ""C"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""A"", ""B"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""C"", ""C"", ""A"", ""B"", ""A"", ""C"", ""A"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""A""]"
29,index_28,64,8,64,False,A,A,1,403,418167,418570,,,0.0944825502056074,0.2079147640791476,1583.9868285655975,"[""B"", ""D"", ""D"", ""D"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""D"", ""A"", ""D"", ""D"", ""A"", ""D"", ""D"", ""B"", ""C"", ""D"", ""D"", ""A"", ""D"", ""A"", ""B"", ""D"", ""A"", ""A"", ""D"", ""B"", ""D"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""D"", ""B"", ""D"", ""D"", ""A"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""C"", ""B"", ""A"", ""D"", ""A"", ""A""]"
30,index_29,64,8,64,False,A,C,0,101,409860,409961,,,0.0952952335626286,0.1947488584474885,1336.7449235916138,"[""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""B"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B""]"
31,index_30,64,8,64,False,C,A,0,135,450133,450268,,,0.1032941629397466,0.2111872146118721,1546.003139257431,"[""C"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""C"", ""B"", ""A"", ""C"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""C"", ""C"", ""C"", ""A"", ""A"", ""C"", ""C"", ""B"", ""B"", ""A"", ""B"", ""B"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""B"", ""C"", ""A"", ""A"", ""B"", ""C"", ""A"", ""B"", ""A""]"
32,index_31,64,8,16,True,C,C,1,156,161328,161484,,,0.1563878974514902,0.3060121765601218,529.3648328781128,"[""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
33,index_32,64,8,40,True,C,A,0,322,263978,264300,,,0.1076508451845254,0.2213850837138508,786.308839559555,"[""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
34,index_33,64,8,32,True,A,C,0,472,294535,295007,,,0.1474924947532645,0.3353120243531202,928.1331236362456,"[""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
35,index_34,64,8,8,True,C,C,1,318,41047,41365,,,0.0668099125097241,0.1373668188736682,161.09004974365234,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
36,index_35,64,8,64,False,B,B,1,154,378488,378642,,,0.0812829088539374,0.1818873668188736,1478.769366979599,"[""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""C"", ""D"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""C"", ""B"", ""D"", ""B"", ""D"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""D"", ""B"", ""B"", ""D"", ""C"", ""C"", ""C"", ""C"", ""B"", ""B""]"
37,index_36,64,8,64,True,D,B,0,162,584528,584690,,,0.1247655353198905,0.2735920852359208,2287.898559331894,"[""B"", ""A"", ""B"", ""C"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""C"", ""A"", ""A"", ""D"", ""B"", ""C"", ""B"", ""B"", ""C"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""C"", ""B"", ""C"", ""B"", ""B"", ""A"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
38,index_37,64,8,8,True,C,C,1,303,52719,53022,,,0.0979786804118348,0.1974885844748858,172.7567596435547,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
39,index_38,64,8,8,True,B,B,1,243,16546,16789,,,0.0276997917771487,0.05662100456621,59.54185438156128,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
40,index_39,64,8,64,False,A,A,1,173,114592,114765,,,0.0234939337378093,0.0446727549467275,540.9398066997528,"[""A"", ""A"", ""A"", ""B"", ""C"", ""A"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""C"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""C"", ""C"", ""A""]"
41,index_40,64,8,16,True,A,A,1,147,39411,39558,,,0.0323215945779282,0.0673515981735159,145.917085647583,"[""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
42,index_41,64,8,16,True,D,D,1,234,59183,59417,,,0.0440766351737933,0.0967275494672754,271.3440160751343,"[""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
43,index_42,64,8,64,False,A,D,0,270,391065,391335,,,0.0833205383472781,0.1770928462709284,1481.6295680999756,"[""D"", ""A"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""D"", ""A"", ""A"", ""D"", ""D"", ""B"", ""A"", ""A"", ""D"", ""A"", ""A"", ""D"", ""D"", ""A"", ""D"", ""D"", ""C"", ""A"", ""D"", ""D"", ""B"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""B"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""A"", ""B"", ""D"", ""D"", ""A"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B""]"
44,index_43,64,8,40,True,A,A,1,313,85435,85748,,,0.028535621361128,0.0684931506849315,338.57065892219543,"[""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
45,index_44,64,8,8,True,D,D,1,180,73218,73398,,,0.1442057871576033,0.3099695585996955,222.2058026790619,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
46,index_45,64,8,64,False,C,D,0,98,532259,532357,,,0.1286184647396936,0.2636225266362253,1652.8108406066897,"[""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""A"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""A"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""A"", ""D"", ""A""]"
47,index_46,64,8,32,True,D,D,1,217,274187,274404,,,0.1233479313491592,0.2493150684931506,970.5615675449372,"[""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
48,index_47,64,8,64,False,A,D,0,154,677644,677798,,,0.1700502494274246,0.3581430745814308,2081.7405927181244,"[""D"", ""B"", ""D"", ""A"", ""D"", ""B"", ""A"", ""B"", ""B"", ""D"", ""D"", ""D"", ""A"", ""A"", ""A"", ""D"", ""A"", ""D"", ""D"", ""D"", ""B"", ""A"", ""B"", ""D"", ""D"", ""A"", ""A"", ""A"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""A"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""A"", ""D"", ""C"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D""]"
49,index_48,64,8,56,True,B,D,0,427,552206,552633,,,0.1685577856133862,0.3323439878234399,1608.3489241600037,"[""D"", ""D"", ""A"", ""C"", ""C"", ""D"", ""C"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
50,index_49,64,8,8,True,D,D,1,201,11085,11286,,,0.0212521745296206,0.0454337899543378,33.281981468200684,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
51,index_50,64,8,64,False,D,C,0,168,544637,544805,,,0.1277380632111454,0.2581430745814307,1849.8912444114685,"[""A"", ""D"", ""A"", ""D"", ""C"", ""D"", ""D"", ""C"", ""C"", ""A"", ""A"", ""D"", ""D"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""A"", ""C"", ""D"", ""C"", ""D"", ""A"", ""D"", ""C"", ""C"", ""D"", ""A"", ""A"", ""C"", ""C"", ""A"", ""C"", ""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""D"", ""A"", ""C"", ""D"", ""A"", ""C"", ""C"", ""A"", ""A"", ""D"", ""A"", ""C"", ""A"", ""D"", ""A"", ""A"", ""D"", ""C"", ""B"", ""C""]"
52,index_51,64,8,8,True,C,C,1,252,51446,51698,,,0.087424909962703,0.1503805175038052,201.954687833786,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
