iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
12,aqua_rat_test_11,8,8,A,A,1,151,14778,12345,2417,14929,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.021399724835437253,0.0390138822403063,54.79157376289368
13,aqua_rat_test_12,8,8,C,C,1,123,15374,12365,2993,15497,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.023481076868732915,0.0406893250359023,54.12031149864197
14,aqua_rat_test_13,8,8,D,D,1,86,2921,1951,954,3007,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.005190616037651876,0.0094542843465773,9.374271154403687
15,aqua_rat_test_14,8,8,C,C,1,104,4261,3443,798,4365,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.007430731224053526,0.0129248444231689,13.424356698989868
16,aqua_rat_test_15,8,8,A,A,1,114,4372,3063,1293,4486,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.007304201835077803,0.0134633796074676,14.423739671707153
17,aqua_rat_test_16,8,8,A,A,1,148,42283,39734,2533,42431,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.060330838893719235,0.1217089516515078,159.54428243637085
18,aqua_rat_test_17,8,8,D,D,1,156,11444,9639,1789,11600,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.015275877550977037,0.0331498324557204,46.23779559135437
19,aqua_rat_test_18,8,8,D,D,1,188,6286,4763,1505,6474,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.008225915446649381,0.0184298707515557,28.697673082351685
20,aqua_rat_test_19,8,8,C,C,1,111,8244,5868,2360,8355,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.014538117337790311,0.0286620392532311,24.795807600021362
21,aqua_rat_test_20,8,8,C,E,0,127,115211,80385,2044,115338,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.12169845046192082,0.2421014839636189,731.529538154602
22,aqua_rat_test_21,8,8,A,A,1,146,32826,29317,3493,32972,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.052439113496910585,0.1001675442795596,107.39571404457092
23,aqua_rat_test_22,8,8,E,E,1,147,21063,18492,2555,21210,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.034027183887541196,0.0623504068932503,68.61582899093628
24,aqua_rat_test_23,8,8,A,A,1,149,14938,12780,2142,15087,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.021203930760810667,0.044159885112494,55.1168999671936
25,aqua_rat_test_24,8,8,D,D,1,142,15456,13937,1503,15598,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.025154190388842427,0.0436213499281953,50.69529914855957
26,aqua_rat_test_25,8,8,D,D,1,128,6065,4685,1364,6193,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.009520538916755075,0.0196266156055529,21.39324688911438
27,aqua_rat_test_26,8,8,C,C,1,114,6206,4692,1498,6320,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.010963032861777133,0.018729056965055,18.599575757980347
28,aqua_rat_test_27,8,8,A,A,1,141,7221,5043,2162,7362,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.011779737085638725,0.0230373384394446,23.977924346923828
29,aqua_rat_test_28,8,8,B,B,1,132,9043,7095,1932,9175,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.01261640037211986,0.0202848252752513,38.58884882926941
30,aqua_rat_test_29,8,8,A,A,1,117,10020,8792,1212,10137,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.014145083856260189,0.0296792723791288,37.5719940662384
31,aqua_rat_test_30,8,8,B,B,1,126,7520,5797,1707,7646,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012436881690356505,0.0244135950215413,24.406017541885376
32,aqua_rat_test_31,8,8,A,A,1,146,5393,4037,1340,5539,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.008673830089645096,0.0146601244614648,18.895118474960327
33,aqua_rat_test_32,8,8,B,B,1,136,142021,137945,4060,142157,"[""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""C"", ""C""]",0.23006164449205851,0.4696625179511728,502.541122674942
34,aqua_rat_test_33,8,8,B,B,1,138,6940,5794,1130,7078,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.010269350325314454,0.0230373384394446,25.614240884780884
35,aqua_rat_test_34,8,8,B,B,1,148,10430,8019,2393,10578,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.018474171740469177,0.0369794159885112,30.595088958740234
36,aqua_rat_test_35,8,8,A,A,1,123,7330,5945,1369,7453,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.011686991869918645,0.019147917663954,25.562322854995728
37,aqua_rat_test_36,8,8,D,D,1,149,10698,8235,2447,10847,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.01562303856539574,0.0293202489229296,40.428080320358276
38,aqua_rat_test_37,8,8,A,A,1,132,17944,15543,2385,18076,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.027847700154958202,0.0475706079463857,61.48440980911255
39,aqua_rat_test_38,8,8,D,D,1,137,6759,5364,1379,6896,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.011726479102218043,0.0230373384394446,20.82657027244568
40,aqua_rat_test_39,8,8,A,A,1,131,17006,12986,4004,17137,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.02637946682023779,0.050801819052178,57.00005793571472
41,aqua_rat_test_40,8,8,A,A,1,135,24073,20023,4034,24208,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03846275929306855,0.0852680708472953,77.37242221832275
42,aqua_rat_test_41,8,8,A,A,1,150,34428,31578,2834,34578,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.045879926245630004,0.0702489229296313,158.59305429458618
43,aqua_rat_test_42,8,8,C,C,1,94,7076,6118,942,7170,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.010856632749618662,0.0221397797989468,24.749277591705322
44,aqua_rat_test_43,8,8,A,A,1,132,12082,10000,2066,12214,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01868689265351535,0.0345260890378171,40.87994694709778
45,aqua_rat_test_44,8,8,B,B,1,134,9437,7041,2378,9571,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.014892829117124863,0.02495213020584,32.58341026306152
46,aqua_rat_test_45,8,8,B,B,1,128,13596,11620,1960,13724,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.022366572101703588,0.0374581139301101,44.413267374038696
47,aqua_rat_test_46,8,8,E,E,1,137,7795,6303,1476,7932,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.011677233493582786,0.0238152225945428,28.03684091567993
48,aqua_rat_test_47,8,8,A,A,1,153,12512,10737,1759,12665,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01959288541365219,0.035363810435615,42.83183836936951
49,aqua_rat_test_48,8,8,D,D,1,114,15346,13571,1759,15460,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0162611607223439,0.0359023456199137,94.29390478134155
50,aqua_rat_test_49,8,8,B,B,1,120,6724,5158,1550,6844,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0104759694905322,0.019147917663954,23.332695722579956
51,aqua_rat_test_50,8,8,C,C,1,126,9823,7232,2575,9949,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.014593429780247249,0.0292005744375298,35.738715410232544
52,aqua_rat_test_51,8,8,C,C,1,132,7607,5951,1640,7739,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.012025341436848183,0.0244734322642412,25.585482120513916
53,aqua_rat_test_52,8,8,B,B,1,108,6888,5500,1372,6996,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.011059419738239408,0.0224389660124461,22.759511947631836
54,aqua_rat_test_53,8,8,A,A,1,107,4653,3051,1584,4760,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.008280795014852132,0.0155576831019627,14.307303667068481
55,aqua_rat_test_54,8,8,D,D,1,149,44406,41100,3290,44555,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.062221987379199234,0.12081139301101,167.59512066841125
56,aqua_rat_test_55,8,8,A,A,1,122,5591,4122,1453,5713,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.009861337940339382,0.0192077549066539,17.06626296043396
57,aqua_rat_test_56,8,8,A,A,1,133,42565,39667,2882,42698,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.04966588212863554,0.1014839636189564,214.73574471473694
58,aqua_rat_test_57,8,8,D,D,1,124,10530,8683,1831,10654,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.017858038123685232,0.0318932503590234,33.46562361717224
59,aqua_rat_test_58,8,8,D,D,1,135,19248,18021,1211,19383,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.03267315957364522,0.0627692675921494,58.87292766571045
60,aqua_rat_test_59,8,8,C,A,0,112,103874,100989,2869,103986,"[""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.15372332745424966,0.2790210627094304,396.95471358299255
61,aqua_rat_test_60,8,8,E,E,1,143,14429,11791,2622,14572,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.02032155659453583,0.0441000478697941,54.134679555892944
62,aqua_rat_test_61,8,8,D,D,1,122,11699,9684,1999,11821,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.018511216016041474,0.0344064145524174,38.8717896938324
63,aqua_rat_test_62,8,8,B,B,1,136,7393,6056,1317,7529,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012029130764320998,0.0206438487314504,24.86170792579651
64,aqua_rat_test_63,8,8,C,C,1,124,7650,5091,2541,7774,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.012802825378004147,0.0230373384394446,24.34090518951416
65,aqua_rat_test_64,8,8,D,B,0,167,6968,4975,1977,7135,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012715383387953947,0.0236357108664432,20.379778385162354
66,aqua_rat_test_65,8,8,C,C,1,117,11969,9246,2707,12086,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.02028557494457894,0.0335686931546194,37.192152976989746
67,aqua_rat_test_66,8,8,C,C,1,155,6991,5183,1792,7146,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.011967223587931003,0.0213020584011488,22.23889470100403
68,aqua_rat_test_67,8,8,B,B,1,132,20462,17400,3046,20594,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.03443550070793692,0.0596577309717568,64.02018809318542
69,aqua_rat_test_68,8,8,A,A,1,133,34186,31059,3111,34319,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.04692189796699943,0.1082455720440401,129.53305506706238
70,aqua_rat_test_69,8,8,C,C,1,136,129776,124844,4917,129912,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.20446365414513729,0.3830181905217807,466.65892267227173
71,aqua_rat_test_70,8,8,C,C,1,127,7821,5738,2067,7948,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.012831486562936973,0.0268070847295356,25.289591550827026
72,aqua_rat_test_71,8,8,A,A,1,149,12631,10876,1739,12780,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.017003527632562153,0.035842508377214,49.847066164016724
73,aqua_rat_test_72,8,8,B,B,1,105,4615,3474,1125,4720,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.008437955106521088,0.0143011010052657,13.854797601699829
74,aqua_rat_test_73,8,8,B,B,1,111,8159,6958,1185,8270,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.012159627762347091,0.0230373384394446,29.66181230545044
75,aqua_rat_test_74,8,8,E,E,1,152,14210,11850,2344,14362,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.021672614942924648,0.036620392532312,50.407780170440674
76,aqua_rat_test_75,8,8,C,C,1,122,11045,8593,2436,11167,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.015474667796873091,0.032072762087123,41.518770694732666
77,aqua_rat_test_76,8,8,E,E,1,209,9512,7766,1730,9721,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.014547085990378336,0.0329104834849209,32.579777002334595
78,aqua_rat_test_77,8,8,B,B,1,168,35688,33141,2531,35856,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.05923627369355426,0.1112374341790329,111.64433288574219
79,aqua_rat_test_78,8,8,A,A,1,149,13581,12404,1161,13730,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.020240609936203458,0.0365007180469123,49.4301393032074
80,aqua_rat_test_79,8,8,D,D,1,145,12679,10543,2120,12824,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.020690887880081804,0.0355433221637147,41.332961320877075
81,aqua_rat_test_80,8,8,B,B,1,174,13647,9258,4373,13821,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.024056046316473262,0.0493058879846817,40.38924431800842
82,aqua_rat_test_81,8,8,A,A,1,129,6606,5357,1233,6735,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.00962257041013727,0.0192077549066539,25.00353717803955
83,aqua_rat_test_82,8,8,A,A,1,126,80582,77943,2623,80708,"[""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.12699823166649818,0.2599329822881762,278.9042363166809
84,aqua_rat_test_83,8,8,A,A,1,140,17461,14714,2729,17601,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.02895247773358412,0.0517592149353758,55.33362936973572
85,aqua_rat_test_84,8,8,A,A,1,106,6957,5571,1370,7063,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.009428633655362263,0.0198659645763523,28.20430564880371
86,aqua_rat_test_85,8,8,A,A,1,125,39624,30012,3603,39749,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.05924030355420598,0.1139899473432264,143.12820434570312
87,aqua_rat_test_86,8,8,E,E,1,129,25768,23423,2329,25897,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.036488330547082254,0.0746768788894207,94.0378212928772
88,aqua_rat_test_87,8,8,B,B,1,108,5669,4140,1513,5777,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.010016097336739348,0.0152584968884633,17.69100785255432
89,aqua_rat_test_88,8,8,B,B,1,133,18862,16816,2030,18995,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.024819167439124587,0.0531953087601723,77.77628898620605
90,aqua_rat_test_89,8,8,B,B,1,126,14205,11992,2197,14331,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.020968138104452652,0.0392532312111058,51.66287708282471
91,aqua_rat_test_90,8,8,B,B,1,116,8706,6949,1739,8822,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.015400891898096054,0.028721876495931,25.792994260787964
92,aqua_rat_test_91,8,8,B,B,1,184,8101,5436,2649,8285,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.013385767044061074,0.0280038295835327,26.37172293663025
93,aqua_rat_test_92,8,8,A,A,1,160,19477,17749,1712,19637,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.031957451377248675,0.0624102441359502,61.653921127319336
94,aqua_rat_test_93,8,8,D,D,1,118,14023,12023,1984,14141,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.020322350726782294,0.0331498324557204,52.74994516372681
95,aqua_rat_test_94,8,8,A,A,1,137,28441,26035,2390,28578,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0438070158236784,0.0761728099569172,98.45606207847595
96,aqua_rat_test_95,8,8,A,A,1,138,19556,16042,3498,19694,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.03225068283881098,0.060375777884155,61.544317960739136
97,aqua_rat_test_96,8,8,C,C,1,112,5350,4086,1248,5462,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.009547690658766594,0.0167544279559598,16.540898084640503
98,aqua_rat_test_97,8,8,E,E,1,145,12409,9930,2463,12554,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.015342330670730093,0.0318334131163235,55.58842182159424
99,aqua_rat_test_98,8,8,D,D,1,149,6101,4984,1101,6250,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.010290939462272629,0.018310196266156,19.940459966659546
100,aqua_rat_test_99,8,8,E,E,1,131,7998,6622,1360,8129,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.014026424544453013,0.026208712302537,24.111243963241577
101,aqua_rat_test_100,8,8,A,A,1,119,5686,4309,1361,5805,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.009805977916744847,0.0194471038774532,17.70827555656433
102,aqua_rat_test_101,8,8,C,C,1,135,16109,11849,4244,16244,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.023169853627177883,0.052058401148875,58.04832315444946
103,aqua_rat_test_102,8,8,D,D,1,124,10733,8841,1876,10857,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.016035295486107326,0.0339875538535184,37.50554656982422
104,aqua_rat_test_103,8,8,E,E,1,134,23161,20715,2430,23295,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.03402346831194046,0.0640856869315461,83.13002586364746
105,aqua_rat_test_104,8,8,A,E,0,167,11539,9574,1949,11706,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.019274567462217,0.0342269028243178,36.689300298690796
106,aqua_rat_test_105,8,8,B,B,1,126,17380,14043,3321,17506,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.027345750705621653,0.054571565342269,58.002660036087036
107,aqua_rat_test_106,8,8,D,D,1,149,222454,57611,997,222603,"[""D"", ""E"", ""D""]",0.37265568018127704,0.6136309238870272,849.5178093910217
108,aqua_rat_test_107,8,8,B,B,1,122,11261,8910,2335,11383,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.01852505045924204,0.0373384394447103,35.824631214141846
109,aqua_rat_test_108,8,8,D,D,1,113,38678,37041,1621,38791,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0498530351873284,0.0934657730971756,169.533451795578
110,aqua_rat_test_109,8,8,B,B,1,145,17508,14542,2950,17653,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.027801397676935274,0.0533748204882719,56.51173257827759
111,aqua_rat_test_110,8,8,A,A,1,135,13212,10523,2673,13347,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.02245497792998417,0.0353039731929152,40.98521161079407
112,aqua_rat_test_111,8,8,D,D,1,133,11216,9486,1714,11349,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.016825949951564764,0.0335686931546194,39.737414836883545
113,aqua_rat_test_112,8,8,C,D,0,107,98548,96739,1793,98655,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.16329205208078254,0.273336524652944,332.5044050216675
114,aqua_rat_test_113,8,8,D,D,1,152,10800,8917,1867,10952,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.014449732591347757,0.0321924365725226,43.864275217056274
115,aqua_rat_test_114,8,8,D,C,0,152,62695,57939,4740,62847,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.09314611896607851,0.1811273336524652,229.81897854804993
116,aqua_rat_test_115,8,8,C,C,1,129,93287,91313,1958,93416,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.1480838669390447,0.2528123504068932,329.1350212097168
117,aqua_rat_test_116,8,8,B,B,1,181,26682,22105,4561,26863,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.04320486559734626,0.0800023934897079,87.13526654243469
118,aqua_rat_test_117,8,8,C,D,0,132,117547,113733,3798,117679,"[""D"", ""E"", ""D"", ""D"", ""E"", ""A"", ""A"", ""A""]",0.1835674853077398,0.3753590234561991,419.41152358055115
119,aqua_rat_test_118,8,8,A,A,1,143,20173,18989,1168,20316,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.021960724695365336,0.0424246050741982,125.50907588005066
120,aqua_rat_test_119,8,8,D,D,1,111,6591,4950,1625,6702,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.01151222097753146,0.0200454763044518,20.382127285003662
121,aqua_rat_test_120,8,8,E,E,1,136,14343,11892,2435,14479,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.0210048147995368,0.0394327429392054,51.825474977493286
122,aqua_rat_test_121,8,8,B,B,1,102,4418,3282,1120,4520,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.007208617911393641,0.0152584968884633,14.46512770652771
123,aqua_rat_test_122,8,8,A,A,1,159,31420,27593,3811,31579,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.05067558620510454,0.0901148875059837,102.99145841598511
124,aqua_rat_test_123,8,8,A,A,1,110,15595,14192,1387,15705,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.018985489697839152,0.0442795595978937,68.94796299934387
125,aqua_rat_test_124,8,8,E,B,0,122,16740,15383,1341,16862,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.01989871365367041,0.0411680229775012,78.24882459640503
126,aqua_rat_test_125,8,8,A,A,1,143,76928,72704,4208,77071,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.1307417544069001,0.243717089516515,244.8100082874298
127,aqua_rat_test_126,8,8,B,B,1,161,40305,36824,3465,40466,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.06436780190296296,0.1136309238870273,132.92359709739685
128,aqua_rat_test_127,8,8,D,D,1,159,6432,5165,1251,6591,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.010094020412093813,0.0187888942077548,22.76296377182007
129,aqua_rat_test_128,8,8,B,B,1,130,15178,12002,3160,15308,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.023680233366743034,0.0469722355193872,50.33451437950134
130,aqua_rat_test_129,8,8,D,D,1,117,8164,6809,1339,8281,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.011826248985013275,0.0230971756821445,30.144638299942017
131,aqua_rat_test_130,8,8,A,A,1,122,13851,11323,2510,13973,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.023475299305589496,0.0472115844901867,42.32286858558655
