iteration,question_id,num_detected_t0.10,num_same_answer_t0.10,same_answer_perc_t0.10,num_detected_t0.20,num_same_answer_t0.20,same_answer_perc_t0.20,num_detected_t0.30,num_same_answer_t0.30,same_answer_perc_t0.30,num_detected_t0.40,num_same_answer_t0.40,same_answer_perc_t0.40,num_detected_t0.50,num_same_answer_t0.50,same_answer_perc_t0.50,num_detected_t0.60,num_same_answer_t0.60,same_answer_perc_t0.60,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.75,num_same_answer_t0.75,same_answer_perc_t0.75,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90
39,index_38,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,5,5,100.00,3,3,100.00
40,index_39,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,13,13,100.00
41,index_40,19,19,100.00,19,19,100.00,19,19,100.00,19,19,100.00,19,19,100.00,19,19,100.00,19,19,100.00,19,19,100.00,19,19,100.00,12,12,100.00
42,index_41,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,19,19,100.00,14,14,100.00
43,index_42,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,24,9,37.50
44,index_43,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,4,4,100.00
45,index_44,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,26,26,100.00
46,index_45,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,26,10,38.46
47,index_46,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,15,15,100.00
48,index_47,27,14,51.85,27,14,51.85,27,14,51.85,27,14,51.85,27,14,51.85,27,14,51.85,27,14,51.85,27,14,51.85,25,12,48.00,11,7,63.64
49,index_48,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,27,5,18.52
50,index_49,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,19,19,100.00,19,19,100.00,4,4,100.00
51,index_50,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00
52,index_51,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,23,23,100.00,14,14,100.00
53,index_52,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,24,13,54.17
54,index_53,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,23,11,47.83
55,index_54,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,25,25,100.00
56,index_55,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,15,9,60.00
57,index_56,27,11,40.74,27,11,40.74,27,11,40.74,27,11,40.74,27,11,40.74,27,11,40.74,27,11,40.74,27,11,40.74,27,11,40.74,25,11,44.00
58,index_57,24,11,45.83,24,11,45.83,24,11,45.83,24,11,45.83,24,11,45.83,24,11,45.83,24,11,45.83,24,11,45.83,24,11,45.83,21,10,47.62
59,index_58,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,24,24,100.00,17,17,100.00
60,index_59,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,23,23,100.00
61,index_60,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,23,16,69.57
62,index_61,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,22,17,77.27
63,index_62,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,25,25,100.00
64,index_63,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,26,9,34.62
65,index_64,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,27,20,74.07
66,index_65,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,4,4,100.00,0,0,
67,index_66,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,15,15,100.00,15,15,100.00,14,14,100.00,4,4,100.00
68,index_67,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,11,11,100.00
69,index_68,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,22,16,72.73
70,index_69,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,23,16,69.57
71,index_70,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,19,19,100.00,19,19,100.00,19,19,100.00,13,13,100.00
72,index_71,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,15,10,66.67
73,index_72,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,17,17,100.00,8,8,100.00
74,index_73,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,21,21,100.00
75,index_74,24,17,70.83,24,17,70.83,24,17,70.83,24,17,70.83,24,17,70.83,24,17,70.83,24,17,70.83,24,17,70.83,23,17,73.91,10,5,50.00
76,index_75,27,7,25.93,27,7,25.93,27,7,25.93,27,7,25.93,27,7,25.93,27,7,25.93,27,7,25.93,27,7,25.93,27,7,25.93,16,4,25.00
77,index_76,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00
78,index_77,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,23,23,100.00
79,index_78,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,15,11,73.33
80,index_79,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,23,7,30.43
81,index_80,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,25,7,28.00
82,index_81,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,24,12,50.00
83,index_82,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,21,21,100.00
84,index_83,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
85,index_84,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,20,16,80.00
86,index_85,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,22,10,45.45
87,index_86,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,9,9,100.00
88,index_87,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,9,9,100.00,9,9,100.00,8,8,100.00,5,5,100.00
89,index_88,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,21,14,66.67
90,index_89,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,24,24,100.00
91,index_90,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,23,17,73.91
92,index_91,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00
93,index_92,21,16,76.19,21,16,76.19,21,16,76.19,21,16,76.19,21,16,76.19,21,16,76.19,20,15,75.00,20,15,75.00,19,14,73.68,13,9,69.23
94,index_93,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,17,17,100.00
95,index_94,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,28,11,39.29,22,8,36.36
96,index_95,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,15,15,100.00
97,index_96,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,13,13,100.00,11,11,100.00,0,0,
98,index_97,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,23,11,47.83
99,index_98,28,8,28.57,28,8,28.57,28,8,28.57,28,8,28.57,28,8,28.57,28,8,28.57,28,8,28.57,28,8,28.57,28,8,28.57,22,8,36.36
100,index_99,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,16,3,18.75
101,index_100,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,11,11,100.00
102,index_101,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,15,15,100.00
103,index_102,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,24,12,50.00
104,index_103,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,26,26,100.00,23,23,100.00
105,index_104,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,25,25,100.00,24,24,100.00,12,12,100.00
106,index_105,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,26,12,46.15
107,index_106,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,1,1,100.00
108,index_107,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,8,8,100.00,8,8,100.00,6,6,100.00,1,1,100.00
109,index_108,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,25,18,72.00,11,6,54.55
110,index_109,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,24,24,100.00
111,index_110,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,27,9,33.33
112,index_111,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,25,25,100.00,24,24,100.00,24,24,100.00,22,22,100.00,8,8,100.00
113,index_112,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,27,27,100.00,10,10,100.00
114,index_113,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,24,24,100.00,23,23,100.00,17,17,100.00
115,index_114,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,22,22,100.00,14,14,100.00
116,index_115,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00
117,index_116,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00
118,index_117,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,12,6,50.00
119,index_118,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,7,7,100.00
120,index_119,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,7,7,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00
121,index_120,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,25,12,48.00
122,index_121,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,27,8,29.63
123,index_122,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,24,24,100.00
124,index_123,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,9,9,100.00
125,index_124,12,12,100.00,12,12,100.00,12,12,100.00,12,12,100.00,12,12,100.00,12,12,100.00,11,11,100.00,10,10,100.00,9,9,100.00,7,7,100.00
126,index_125,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,26,8,30.77
127,index_126,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,22,14,63.64
128,index_127,15,7,46.67,15,7,46.67,15,7,46.67,15,7,46.67,15,7,46.67,15,7,46.67,15,7,46.67,15,7,46.67,15,7,46.67,13,6,46.15
129,index_128,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,12,4,33.33
130,index_129,23,15,65.22,23,15,65.22,23,15,65.22,23,15,65.22,23,15,65.22,23,15,65.22,23,15,65.22,23,15,65.22,22,15,68.18,21,15,71.43
131,index_130,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,24,9,37.50
132,index_131,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57
133,index_132,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,26,26,100.00,21,21,100.00
134,index_133,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,25,25,100.00
135,index_134,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,14,14,100.00,11,11,100.00,7,7,100.00,0,0,
136,index_135,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,4,4,100.00
137,index_136,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,18,18,100.00
138,index_137,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,13,13,100.00,12,12,100.00,12,12,100.00,4,4,100.00
139,index_138,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,24,24,100.00
140,index_139,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,20,7,35.00
141,index_140,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,26,8,30.77,6,4,66.67
142,index_141,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,4,4,100.00,4,4,100.00,2,2,100.00
143,index_142,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,26,26,100.00
144,index_143,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,27,20,74.07,23,17,73.91
145,index_144,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,26,15,57.69
146,index_145,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,23,23,100.00
147,index_146,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,18,18,100.00
148,index_147,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,28,9,32.14,26,9,34.62
149,index_148,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,8,8,100.00,7,7,100.00,7,7,100.00,6,6,100.00,6,6,100.00,2,2,100.00
150,index_149,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,21,8,38.10
151,index_150,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,15,15,100.00
152,index_151,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,,0,0,
153,index_152,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,27,20,74.07
154,index_153,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,27,16,59.26,27,16,59.26,26,16,61.54,9,5,55.56
155,index_154,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,10,10,100.00,9,9,100.00,9,9,100.00,9,9,100.00,2,2,100.00
