iteration,question_id,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.92,num_same_answer_t0.92,same_answer_perc_t0.92,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95,num_detected_t0.98,num_same_answer_t0.98,same_answer_perc_t0.98
62,index_61,28,21,75.00,28,21,75.00,22,17,77.27,12,11,91.67,2,1,50.00,1,0,0.00
63,index_62,28,28,100.00,28,28,100.00,25,25,100.00,22,22,100.00,7,7,100.00,1,1,100.00
64,index_63,28,9,32.14,28,9,32.14,26,9,34.62,19,7,36.84,3,0,0.00,0,0,
65,index_64,28,21,75.00,28,21,75.00,27,20,74.07,17,13,76.47,4,3,75.00,0,0,
66,index_65,5,5,100.00,4,4,100.00,0,0,,0,0,,0,0,,0,0,
67,index_66,15,15,100.00,14,14,100.00,4,4,100.00,2,2,100.00,0,0,,0,0,
68,index_67,25,25,100.00,25,25,100.00,11,11,100.00,6,6,100.00,1,1,100.00,0,0,
69,index_68,28,21,75.00,28,21,75.00,22,16,72.73,18,13,72.22,2,2,100.00,0,0,
70,index_69,28,21,75.00,28,21,75.00,23,16,69.57,16,11,68.75,6,5,83.33,1,1,100.00
71,index_70,19,19,100.00,19,19,100.00,13,13,100.00,10,10,100.00,3,3,100.00,0,0,
72,index_71,28,16,57.14,28,16,57.14,15,10,66.67,8,5,62.50,1,1,100.00,0,0,
73,index_72,18,18,100.00,17,17,100.00,8,8,100.00,5,5,100.00,2,2,100.00,0,0,
74,index_73,27,27,100.00,27,27,100.00,21,21,100.00,18,18,100.00,9,9,100.00,1,1,100.00
75,index_74,24,17,70.83,23,17,73.91,10,5,50.00,5,2,40.00,0,0,,0,0,
76,index_75,27,7,25.93,27,7,25.93,16,4,25.00,8,3,37.50,0,0,,0,0,
77,index_76,28,28,100.00,28,28,100.00,28,28,100.00,21,21,100.00,5,5,100.00,0,0,
78,index_77,28,28,100.00,28,28,100.00,23,23,100.00,16,16,100.00,4,4,100.00,1,1,100.00
79,index_78,28,16,57.14,28,16,57.14,15,11,73.33,3,3,100.00,0,0,,0,0,
80,index_79,28,9,32.14,28,9,32.14,23,7,30.43,13,4,30.77,2,0,0.00,1,0,0.00
81,index_80,28,9,32.14,28,9,32.14,25,7,28.00,14,3,21.43,4,1,25.00,1,0,0.00
82,index_81,28,13,46.43,28,13,46.43,24,12,50.00,19,8,42.11,9,3,33.33,0,0,
83,index_82,27,27,100.00,27,27,100.00,21,21,100.00,16,16,100.00,11,11,100.00,0,0,
84,index_83,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
85,index_84,27,20,74.07,27,20,74.07,20,16,80.00,17,14,82.35,6,5,83.33,1,0,0.00
86,index_85,28,13,46.43,28,13,46.43,22,10,45.45,8,3,37.50,2,1,50.00,1,0,0.00
87,index_86,27,27,100.00,27,27,100.00,9,9,100.00,3,3,100.00,0,0,,0,0,
88,index_87,9,9,100.00,8,8,100.00,5,5,100.00,3,3,100.00,0,0,,0,0,
89,index_88,28,21,75.00,28,21,75.00,21,14,66.67,15,11,73.33,0,0,,0,0,
90,index_89,28,28,100.00,27,27,100.00,24,24,100.00,16,16,100.00,4,4,100.00,1,1,100.00
91,index_90,28,21,75.00,28,21,75.00,23,17,73.91,13,10,76.92,3,2,66.67,0,0,
92,index_91,28,21,75.00,28,21,75.00,28,21,75.00,25,18,72.00,11,8,72.73,3,2,66.67
93,index_92,20,15,75.00,19,14,73.68,13,9,69.23,11,7,63.64,4,2,50.00,0,0,
94,index_93,28,28,100.00,28,28,100.00,17,17,100.00,10,10,100.00,0,0,,0,0,
95,index_94,28,11,39.29,28,11,39.29,22,8,36.36,17,7,41.18,3,1,33.33,0,0,
96,index_95,28,28,100.00,27,27,100.00,15,15,100.00,12,12,100.00,2,2,100.00,0,0,
97,index_96,14,14,100.00,11,11,100.00,0,0,,0,0,,0,0,,0,0,
98,index_97,28,15,53.57,28,15,53.57,23,11,47.83,9,4,44.44,3,1,33.33,0,0,
99,index_98,28,8,28.57,28,8,28.57,22,8,36.36,18,6,33.33,3,0,0.00,0,0,
100,index_99,28,7,25.00,28,7,25.00,16,3,18.75,9,1,11.11,2,1,50.00,2,1,50.00
101,index_100,28,28,100.00,27,27,100.00,11,11,100.00,6,6,100.00,2,2,100.00,0,0,
102,index_101,23,23,100.00,23,23,100.00,15,15,100.00,10,10,100.00,2,2,100.00,0,0,
103,index_102,28,13,46.43,28,13,46.43,24,12,50.00,16,9,56.25,2,1,50.00,0,0,
104,index_103,28,28,100.00,26,26,100.00,23,23,100.00,17,17,100.00,2,2,100.00,0,0,
105,index_104,27,27,100.00,24,24,100.00,12,12,100.00,6,6,100.00,1,1,100.00,0,0,
106,index_105,28,13,46.43,28,13,46.43,26,12,46.15,19,9,47.37,9,5,55.56,2,2,100.00
107,index_106,2,2,100.00,2,2,100.00,1,1,100.00,0,0,,0,0,,0,0,
108,index_107,8,8,100.00,6,6,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
109,index_108,28,21,75.00,25,18,72.00,11,6,54.55,7,5,71.43,1,0,0.00,0,0,
110,index_109,28,28,100.00,28,28,100.00,24,24,100.00,21,21,100.00,9,9,100.00,1,1,100.00
111,index_110,28,9,32.14,28,9,32.14,27,9,33.33,19,7,36.84,5,3,60.00,0,0,
112,index_111,24,24,100.00,22,22,100.00,8,8,100.00,4,4,100.00,0,0,,0,0,
113,index_112,28,28,100.00,27,27,100.00,10,10,100.00,3,3,100.00,0,0,,0,0,
114,index_113,25,25,100.00,23,23,100.00,17,17,100.00,9,9,100.00,4,4,100.00,0,0,
115,index_114,23,23,100.00,22,22,100.00,14,14,100.00,9,9,100.00,5,5,100.00,0,0,
116,index_115,28,21,75.00,28,21,75.00,28,21,75.00,15,10,66.67,9,6,66.67,3,2,66.67
117,index_116,28,28,100.00,28,28,100.00,28,28,100.00,24,24,100.00,10,10,100.00,2,2,100.00
118,index_117,28,16,57.14,28,16,57.14,12,6,50.00,3,2,66.67,0,0,,0,0,
119,index_118,28,21,75.00,28,21,75.00,7,7,100.00,1,1,100.00,0,0,,0,0,
120,index_119,6,6,100.00,6,6,100.00,4,4,100.00,1,1,100.00,0,0,,0,0,
121,index_120,28,13,46.43,28,13,46.43,25,12,48.00,18,8,44.44,6,4,66.67,1,0,0.00
122,index_121,28,9,32.14,28,9,32.14,27,8,29.63,21,7,33.33,14,3,21.43,6,1,16.67
123,index_122,25,25,100.00,25,25,100.00,24,24,100.00,23,23,100.00,9,9,100.00,0,0,
124,index_123,25,25,100.00,25,25,100.00,9,9,100.00,4,4,100.00,2,2,100.00,1,1,100.00
125,index_124,11,11,100.00,9,9,100.00,7,7,100.00,6,6,100.00,3,3,100.00,0,0,
126,index_125,28,9,32.14,28,9,32.14,26,8,30.77,21,6,28.57,3,0,0.00,0,0,
127,index_126,28,16,57.14,28,16,57.14,22,14,63.64,13,7,53.85,7,4,57.14,4,2,50.00
128,index_127,15,7,46.67,15,7,46.67,13,6,46.15,5,2,40.00,2,1,50.00,0,0,
129,index_128,28,9,32.14,28,9,32.14,12,4,33.33,3,0,0.00,0,0,,0,0,
130,index_129,23,15,65.22,22,15,68.18,21,15,71.43,20,15,75.00,7,7,100.00,0,0,
131,index_130,28,9,32.14,28,9,32.14,24,9,37.50,14,5,35.71,4,1,25.00,0,0,
132,index_131,28,15,53.57,28,15,53.57,28,15,53.57,22,15,68.18,3,2,66.67,0,0,
133,index_132,28,28,100.00,26,26,100.00,21,21,100.00,18,18,100.00,4,4,100.00,0,0,
134,index_133,28,28,100.00,28,28,100.00,25,25,100.00,22,22,100.00,8,8,100.00,1,1,100.00
135,index_134,14,14,100.00,7,7,100.00,0,0,,0,0,,0,0,,0,0,
136,index_135,8,8,100.00,8,8,100.00,4,4,100.00,3,3,100.00,0,0,,0,0,
137,index_136,28,28,100.00,28,28,100.00,18,18,100.00,17,17,100.00,9,9,100.00,8,8,100.00
138,index_137,13,13,100.00,12,12,100.00,4,4,100.00,1,1,100.00,0,0,,0,0,
139,index_138,28,28,100.00,28,28,100.00,24,24,100.00,13,13,100.00,2,2,100.00,0,0,
140,index_139,28,7,25.00,28,7,25.00,20,7,35.00,12,4,33.33,6,2,33.33,2,1,50.00
141,index_140,28,9,32.14,26,8,30.77,6,4,66.67,2,2,100.00,0,0,,0,0,
142,index_141,4,4,100.00,4,4,100.00,2,2,100.00,1,1,100.00,0,0,,0,0,
143,index_142,28,28,100.00,28,28,100.00,26,26,100.00,15,15,100.00,3,3,100.00,0,0,
144,index_143,27,20,74.07,27,20,74.07,23,17,73.91,15,10,66.67,7,6,85.71,0,0,
145,index_144,28,16,57.14,28,16,57.14,26,15,57.69,21,12,57.14,6,4,66.67,0,0,
146,index_145,28,28,100.00,28,28,100.00,23,23,100.00,15,15,100.00,7,7,100.00,0,0,
147,index_146,27,27,100.00,27,27,100.00,18,18,100.00,9,9,100.00,4,4,100.00,0,0,
148,index_147,28,9,32.14,28,9,32.14,26,9,34.62,17,6,35.29,4,2,50.00,1,1,100.00
149,index_148,7,7,100.00,6,6,100.00,2,2,100.00,0,0,,0,0,,0,0,
150,index_149,28,13,46.43,28,13,46.43,21,8,38.10,9,3,33.33,0,0,,0,0,
151,index_150,28,28,100.00,27,27,100.00,15,15,100.00,9,9,100.00,3,3,100.00,0,0,
152,index_151,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
153,index_152,28,21,75.00,28,21,75.00,27,20,74.07,25,19,76.00,6,5,83.33,0,0,
154,index_153,27,16,59.26,26,16,61.54,9,5,55.56,3,2,66.67,1,0,0.00,0,0,
155,index_154,9,9,100.00,9,9,100.00,2,2,100.00,0,0,,0,0,,0,0,
156,index_155,28,28,100.00,28,28,100.00,25,25,100.00,16,16,100.00,4,4,100.00,0,0,
157,index_156,1,1,100.00,0,0,,0,0,,0,0,,0,0,,0,0,
158,index_157,28,21,75.00,28,21,75.00,22,16,72.73,13,10,76.92,2,2,100.00,0,0,
159,index_158,28,16,57.14,28,16,57.14,18,10,55.56,12,9,75.00,2,2,100.00,0,0,
160,index_159,24,6,25.00,23,6,26.09,20,4,20.00,13,2,15.38,4,0,0.00,0,0,
161,index_160,27,16,59.26,27,16,59.26,21,13,61.90,16,12,75.00,3,3,100.00,0,0,
162,index_161,20,20,100.00,18,18,100.00,5,5,100.00,3,3,100.00,0,0,,0,0,
163,index_162,28,28,100.00,28,28,100.00,28,28,100.00,24,24,100.00,8,8,100.00,1,1,100.00
164,index_163,28,28,100.00,28,28,100.00,18,18,100.00,14,14,100.00,8,8,100.00,1,1,100.00
165,index_164,28,13,46.43,28,13,46.43,23,12,52.17,18,9,50.00,8,5,62.50,1,1,100.00
166,index_165,17,7,41.18,16,7,43.75,3,2,66.67,0,0,,0,0,,0,0,
167,index_166,28,13,46.43,28,13,46.43,27,13,48.15,23,11,47.83,5,3,60.00,0,0,
168,index_167,17,17,100.00,15,15,100.00,0,0,,0,0,,0,0,,0,0,
169,index_168,26,20,76.92,26,20,76.92,15,13,86.67,8,7,87.50,0,0,,0,0,
170,index_169,20,20,100.00,17,17,100.00,6,6,100.00,4,4,100.00,1,1,100.00,0,0,
171,index_170,28,16,57.14,28,16,57.14,7,6,85.71,4,3,75.00,0,0,,0,0,
172,index_171,23,23,100.00,23,23,100.00,20,20,100.00,19,19,100.00,14,14,100.00,11,11,100.00
173,index_172,28,28,100.00,27,27,100.00,21,21,100.00,15,15,100.00,3,3,100.00,0,0,
174,index_173,28,12,42.86,27,12,44.44,18,7,38.89,13,3,23.08,1,0,0.00,0,0,
175,index_174,20,20,100.00,16,16,100.00,10,10,100.00,7,7,100.00,0,0,,0,0,
176,index_175,26,26,100.00,25,25,100.00,15,15,100.00,11,11,100.00,3,3,100.00,0,0,
177,index_176,24,24,100.00,23,23,100.00,12,12,100.00,7,7,100.00,0,0,,0,0,
178,index_177,17,17,100.00,13,13,100.00,7,7,100.00,5,5,100.00,0,0,,0,0,
179,index_178,28,28,100.00,28,28,100.00,21,21,100.00,16,16,100.00,3,3,100.00,0,0,
180,index_179,28,21,75.00,28,21,75.00,26,21,80.77,26,21,80.77,15,15,100.00,1,1,100.00
181,index_180,28,7,25.00,28,7,25.00,24,7,29.17,19,6,31.58,2,1,50.00,1,0,0.00
182,index_181,12,12,100.00,12,12,100.00,9,9,100.00,8,8,100.00,3,3,100.00,0,0,
183,index_182,28,21,75.00,28,21,75.00,22,16,72.73,16,12,75.00,5,4,80.00,0,0,
184,index_183,28,5,17.86,28,5,17.86,26,4,15.38,17,2,11.76,0,0,,0,0,
185,index_184,13,13,100.00,10,10,100.00,6,6,100.00,5,5,100.00,2,2,100.00,0,0,
186,index_185,27,27,100.00,26,26,100.00,13,13,100.00,2,2,100.00,0,0,,0,0,
187,index_186,20,12,60.00,19,11,57.89,5,3,60.00,0,0,,0,0,,0,0,
188,index_187,28,4,14.29,28,4,14.29,28,4,14.29,25,4,16.00,19,2,10.53,3,0,0.00
189,index_188,2,2,100.00,2,2,100.00,0,0,,0,0,,0,0,,0,0,
190,index_189,25,25,100.00,24,24,100.00,19,19,100.00,10,10,100.00,5,5,100.00,1,1,100.00
191,index_190,28,28,100.00,28,28,100.00,21,21,100.00,13,13,100.00,2,2,100.00,0,0,
192,index_191,26,26,100.00,25,25,100.00,24,24,100.00,18,18,100.00,4,4,100.00,0,0,
193,index_192,16,16,100.00,16,16,100.00,8,8,100.00,4,4,100.00,1,1,100.00,0,0,
194,index_193,20,20,100.00,19,19,100.00,10,10,100.00,8,8,100.00,5,5,100.00,0,0,
195,index_194,28,28,100.00,28,28,100.00,19,19,100.00,10,10,100.00,3,3,100.00,0,0,
196,index_195,21,21,100.00,20,20,100.00,6,6,100.00,5,5,100.00,2,2,100.00,0,0,
197,index_196,28,15,53.57,28,15,53.57,27,15,55.56,24,13,54.17,16,8,50.00,1,0,0.00
198,index_197,27,27,100.00,25,25,100.00,20,20,100.00,16,16,100.00,5,5,100.00,2,2,100.00
