iteration,question_id,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.92,num_same_answer_t0.92,same_answer_perc_t0.92,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95,num_detected_t0.98,num_same_answer_t0.98,same_answer_perc_t0.98
112,index_111,83,83,100.00,76,76,100.00,32,32,100.00,19,19,100.00,7,7,100.00,1,1,100.00
113,index_112,108,108,100.00,102,102,100.00,29,29,100.00,15,15,100.00,2,2,100.00,0,0,
114,index_113,91,91,100.00,87,87,100.00,53,53,100.00,32,32,100.00,10,10,100.00,1,1,100.00
115,index_114,81,81,100.00,75,75,100.00,53,53,100.00,40,40,100.00,11,11,100.00,0,0,
116,index_115,120,105,87.50,120,105,87.50,97,82,84.54,68,56,82.35,31,24,77.42,6,6,100.00
117,index_116,120,120,100.00,120,120,100.00,103,103,100.00,84,84,100.00,40,40,100.00,5,5,100.00
118,index_117,113,77,68.14,108,72,66.67,63,41,65.08,27,18,66.67,6,5,83.33,0,0,
119,index_118,116,56,48.28,111,53,47.75,30,15,50.00,13,7,53.85,3,0,0.00,0,0,
120,index_119,17,17,100.00,14,14,100.00,9,9,100.00,5,5,100.00,0,0,,0,0,
121,index_120,120,69,57.50,120,69,57.50,89,51,57.30,50,32,64.00,13,11,84.62,5,4,80.00
122,index_121,119,80,67.23,118,79,66.95,85,56,65.88,60,38,63.33,17,11,64.71,3,2,66.67
123,index_122,95,95,100.00,91,91,100.00,83,83,100.00,69,69,100.00,23,23,100.00,1,1,100.00
124,index_123,76,58,76.32,71,55,77.46,27,25,92.59,20,20,100.00,7,7,100.00,2,2,100.00
125,index_124,40,40,100.00,34,34,100.00,15,15,100.00,10,10,100.00,3,3,100.00,0,0,
126,index_125,119,27,22.69,118,26,22.03,107,24,22.43,86,18,20.93,22,4,18.18,1,0,0.00
127,index_126,120,92,76.67,120,92,76.67,85,62,72.94,59,39,66.10,23,12,52.17,7,3,42.86
128,index_127,115,39,33.91,112,36,32.14,65,20,30.77,30,10,33.33,2,0,0.00,0,0,
129,index_128,119,56,47.06,116,56,48.28,63,29,46.03,28,10,35.71,4,1,25.00,1,0,0.00
130,index_129,99,49,49.49,96,48,50.00,66,31,46.97,52,26,50.00,15,9,60.00,0,0,
131,index_130,114,48,42.11,112,47,41.96,80,34,42.50,47,16,34.04,14,7,50.00,0,0,
132,index_131,120,65,54.17,120,65,54.17,104,58,55.77,74,40,54.05,29,14,48.28,0,0,
133,index_132,102,102,100.00,100,100,100.00,67,67,100.00,33,33,100.00,13,13,100.00,4,4,100.00
134,index_133,108,108,100.00,107,107,100.00,87,87,100.00,72,72,100.00,19,19,100.00,0,0,
135,index_134,61,61,100.00,48,48,100.00,14,14,100.00,5,5,100.00,0,0,,0,0,
136,index_135,29,29,100.00,26,26,100.00,8,8,100.00,6,6,100.00,2,2,100.00,0,0,
137,index_136,103,103,100.00,99,99,100.00,52,52,100.00,35,35,100.00,17,17,100.00,13,13,100.00
138,index_137,40,40,100.00,39,39,100.00,14,14,100.00,8,8,100.00,2,2,100.00,0,0,
139,index_138,106,93,87.74,106,93,87.74,75,62,82.67,44,38,86.36,10,8,80.00,2,1,50.00
140,index_139,118,39,33.05,116,39,33.62,78,33,42.31,54,23,42.59,19,11,57.89,3,2,66.67
141,index_140,107,54,50.47,91,45,49.45,16,7,43.75,5,4,80.00,0,0,,0,0,
142,index_141,13,13,100.00,10,10,100.00,3,3,100.00,1,1,100.00,1,1,100.00,0,0,
143,index_142,119,119,100.00,117,117,100.00,98,98,100.00,71,71,100.00,14,14,100.00,0,0,
144,index_143,112,97,86.61,111,96,86.49,77,67,87.01,54,46,85.19,15,12,80.00,3,3,100.00
145,index_144,119,64,53.78,119,64,53.78,109,61,55.96,91,54,59.34,31,22,70.97,3,3,100.00
146,index_145,119,119,100.00,119,119,100.00,88,88,100.00,56,56,100.00,22,22,100.00,2,2,100.00
147,index_146,102,102,100.00,100,100,100.00,68,68,100.00,50,50,100.00,20,20,100.00,1,1,100.00
148,index_147,119,47,39.50,118,46,38.98,73,29,39.73,38,10,26.32,8,1,12.50,1,0,0.00
149,index_148,23,23,100.00,21,21,100.00,8,8,100.00,2,2,100.00,0,0,,0,0,
150,index_149,120,65,54.17,120,65,54.17,89,47,52.81,50,26,52.00,8,4,50.00,0,0,
151,index_150,83,83,100.00,77,77,100.00,51,51,100.00,31,31,100.00,7,7,100.00,0,0,
152,index_151,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
153,index_152,120,120,100.00,120,120,100.00,95,95,100.00,73,73,100.00,15,15,100.00,3,3,100.00
154,index_153,113,76,67.26,110,74,67.27,53,40,75.47,28,20,71.43,6,6,100.00,0,0,
155,index_154,34,34,100.00,32,32,100.00,22,22,100.00,17,17,100.00,4,4,100.00,0,0,
156,index_155,118,118,100.00,117,117,100.00,84,84,100.00,48,48,100.00,18,18,100.00,6,6,100.00
157,index_156,4,4,100.00,3,3,100.00,2,2,100.00,2,2,100.00,2,2,100.00,0,0,
158,index_157,112,75,66.96,111,74,66.67,95,63,66.32,65,39,60.00,9,6,66.67,0,0,
159,index_158,116,75,64.66,113,75,66.37,72,47,65.28,42,29,69.05,14,9,64.29,0,0,
160,index_159,111,48,43.24,108,46,42.59,79,35,44.30,51,24,47.06,17,8,47.06,2,0,0.00
161,index_160,97,82,84.54,96,81,84.38,69,57,82.61,49,42,85.71,13,13,100.00,1,1,100.00
162,index_161,57,57,100.00,51,51,100.00,30,30,100.00,21,21,100.00,2,2,100.00,0,0,
163,index_162,119,119,100.00,118,118,100.00,108,108,100.00,91,91,100.00,25,25,100.00,0,0,
164,index_163,104,104,100.00,103,103,100.00,70,70,100.00,48,48,100.00,14,14,100.00,1,1,100.00
165,index_164,117,90,76.92,114,88,77.19,85,69,81.18,72,57,79.17,34,29,85.29,3,2,66.67
166,index_165,63,53,84.13,53,45,84.91,4,3,75.00,2,2,100.00,0,0,,0,0,
167,index_166,119,59,49.58,118,59,50.00,106,52,49.06,92,44,47.83,32,17,53.12,5,3,60.00
168,index_167,47,40,85.11,44,38,86.36,15,12,80.00,4,4,100.00,0,0,,0,0,
169,index_168,105,92,87.62,100,87,87.00,72,65,90.28,48,46,95.83,5,5,100.00,2,2,100.00
170,index_169,42,42,100.00,41,41,100.00,18,18,100.00,12,12,100.00,4,4,100.00,0,0,
171,index_170,113,56,49.56,111,55,49.55,40,23,57.50,16,10,62.50,3,2,66.67,0,0,
172,index_171,79,79,100.00,78,78,100.00,60,60,100.00,45,45,100.00,27,27,100.00,12,12,100.00
173,index_172,97,97,100.00,96,96,100.00,66,66,100.00,48,48,100.00,14,14,100.00,2,2,100.00
174,index_173,109,35,32.11,107,34,31.78,57,18,31.58,37,15,40.54,9,5,55.56,1,1,100.00
175,index_174,54,54,100.00,49,49,100.00,19,19,100.00,11,11,100.00,0,0,,0,0,
176,index_175,98,98,100.00,90,90,100.00,58,58,100.00,37,37,100.00,7,7,100.00,0,0,
177,index_176,78,70,89.74,71,63,88.73,35,31,88.57,24,20,83.33,5,4,80.00,0,0,
178,index_177,55,55,100.00,50,50,100.00,31,31,100.00,16,16,100.00,4,4,100.00,1,1,100.00
179,index_178,85,73,85.88,82,71,86.59,62,53,85.48,45,39,86.67,13,12,92.31,0,0,
180,index_179,120,51,42.50,120,51,42.50,113,47,41.59,91,34,37.36,29,13,44.83,9,4,44.44
181,index_180,117,35,29.91,114,34,29.82,100,26,26.00,79,21,26.58,23,6,26.09,1,0,0.00
182,index_181,11,11,100.00,10,10,100.00,9,9,100.00,6,6,100.00,3,3,100.00,0,0,
183,index_182,115,44,38.26,112,41,36.61,72,27,37.50,50,19,38.00,9,2,22.22,0,0,
184,index_183,117,46,39.32,116,45,38.79,94,38,40.43,56,22,39.29,6,2,33.33,0,0,
185,index_184,25,25,100.00,21,21,100.00,10,10,100.00,8,8,100.00,3,3,100.00,0,0,
186,index_185,110,110,100.00,102,102,100.00,51,51,100.00,23,23,100.00,3,3,100.00,0,0,
187,index_186,88,47,53.41,79,42,53.16,18,10,55.56,13,7,53.85,4,3,75.00,0,0,
188,index_187,117,28,23.93,117,28,23.93,112,26,23.21,106,24,22.64,81,18,22.22,22,3,13.64
189,index_188,13,13,100.00,10,10,100.00,3,3,100.00,1,1,100.00,0,0,,0,0,
190,index_189,97,72,74.23,86,66,76.74,46,40,86.96,24,21,87.50,9,7,77.78,0,0,
191,index_190,120,91,75.83,120,91,75.83,82,63,76.83,46,37,80.43,10,8,80.00,0,0,
192,index_191,97,83,85.57,97,83,85.57,80,67,83.75,65,53,81.54,17,16,94.12,0,0,
193,index_192,43,43,100.00,39,39,100.00,20,20,100.00,13,13,100.00,4,4,100.00,0,0,
194,index_193,38,38,100.00,35,35,100.00,17,17,100.00,13,13,100.00,5,5,100.00,1,1,100.00
195,index_194,77,77,100.00,72,72,100.00,55,55,100.00,42,42,100.00,15,15,100.00,0,0,
196,index_195,73,73,100.00,65,65,100.00,19,19,100.00,15,15,100.00,10,10,100.00,1,1,100.00
197,index_196,120,61,50.83,120,61,50.83,109,57,52.29,88,46,52.27,59,32,54.24,10,5,50.00
198,index_197,101,101,100.00,98,98,100.00,46,46,100.00,33,33,100.00,10,10,100.00,0,0,
