iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
55,aqua_rat_test_54,8,2,2,True,D,D,1,149,13029,13178,,,0.02251373569314797,0.0427801078490114,152.27454686164856,"[""D"", ""D""]"
56,aqua_rat_test_55,8,2,2,True,A,A,1,122,1925,2047,,,0.003711824351830735,0.0064709406830437,22.855481147766113,"[""A"", ""A""]"
57,aqua_rat_test_56,8,2,2,True,A,A,1,133,11473,11606,,,0.02118678420497774,0.0416417016177351,124.06723165512085,"[""A"", ""A""]"
58,aqua_rat_test_57,8,2,2,True,D,D,1,124,2967,3091,,,0.005449801784351175,0.0097064110245655,34.863263845443726,"[""D"", ""D""]"
59,aqua_rat_test_58,8,2,2,True,D,D,1,135,4558,4693,,,0.008539147333418269,0.0162372678250449,49.89223337173462,"[""D"", ""D""]"
60,aqua_rat_test_59,8,2,4,True,C,A,0,112,42571,42683,,,0.03699291687677871,0.0659676452965848,546.9135158061981,"[""A"", ""C"", ""A"", ""A""]"
61,aqua_rat_test_60,8,2,2,True,E,E,1,143,2656,2799,,,0.005138194715851641,0.0092869982025164,30.162107706069946,"[""E"", ""E""]"
62,aqua_rat_test_61,8,2,2,True,D,D,1,122,3088,3210,,,0.006255576793249857,0.0118633912522468,31.938063621520996,"[""D"", ""D""]"
63,aqua_rat_test_62,8,2,2,True,B,B,1,136,2733,2869,,,0.004871056338120045,0.0074295985620131,36.08358192443848,"[""B"", ""B""]"
64,aqua_rat_test_63,8,2,2,True,C,C,1,124,2041,2165,,,0.00430596029195485,0.008028759736369,21.23276710510254,"[""C"", ""C""]"
65,aqua_rat_test_64,8,2,2,True,D,B,0,167,2092,2259,,,0.004439327542337541,0.0080886758538046,22.475264310836792,"[""B"", ""B""]"
66,aqua_rat_test_65,8,2,2,True,C,C,1,117,3729,3846,,,0.007073621071863204,0.0134212103055721,40.58389759063721,"[""C"", ""C""]"
67,aqua_rat_test_66,8,2,2,True,C,C,1,155,2023,2178,,,0.004125277243438088,0.0073097663271419,22.8039493560791,"[""C"", ""C""]"
68,aqua_rat_test_67,8,2,2,True,B,B,1,132,5464,5596,,,0.010018031019131774,0.0194128220491311,60.31213974952698,"[""B"", ""B""]"
69,aqua_rat_test_68,8,2,2,True,A,A,1,133,6485,6618,,,0.010863186870256138,0.0183942480527261,82.047860622406,"[""A"", ""A""]"
70,aqua_rat_test_69,8,2,2,True,C,C,1,136,31268,31404,,,0.05591668055482666,0.1103055721989215,354.67507147789,"[""C"", ""C""]"
71,aqua_rat_test_70,8,2,2,True,C,C,1,127,1667,1794,,,0.0034414279901186,0.0061114439784302,18.68203043937683,"[""C"", ""C""]"
72,aqua_rat_test_71,8,2,2,True,A,A,1,149,3261,3410,,,0.006134448928204828,0.0112043139604554,37.19228744506836,"[""A"", ""A""]"
73,aqua_rat_test_72,8,2,2,True,B,B,1,105,1276,1381,,,0.0026426936714828283,0.0046135410425404,14.604333877563477,"[""B"", ""B""]"
74,aqua_rat_test_73,8,2,2,True,B,B,1,111,1478,1589,,,0.00292935102437874,0.0049730377471539,17.789310693740845,"[""B"", ""B""]"
75,aqua_rat_test_74,8,2,2,True,E,E,1,152,3532,3684,,,0.0066531579406920284,0.0122228879568604,39.72358441352844,"[""E"", ""E""]"
76,aqua_rat_test_75,8,2,2,True,C,C,1,122,2374,2496,,,0.0044024634582319365,0.0075494307968844,28.57810878753662,"[""C"", ""C""]"
77,aqua_rat_test_76,8,2,2,True,E,E,1,209,2175,2384,,,0.004700668421536278,0.0084481725584182,23.483864545822144,"[""E"", ""E""]"
78,aqua_rat_test_77,8,2,2,True,B,B,1,168,8210,8378,,,0.01521122138991727,0.0294188136608747,89.44676899909973,"[""B"", ""B""]"
79,aqua_rat_test_78,8,2,2,True,A,A,1,149,2679,2828,,,0.005302289908881617,0.0098262432594368,29.36458134651184,"[""A"", ""A""]"
80,aqua_rat_test_79,8,2,2,True,D,D,1,145,2726,2871,,,0.00564255952713542,0.010665068903535,28.164178133010864,"[""D"", ""D""]"
81,aqua_rat_test_80,8,2,2,True,B,B,1,174,3317,3491,,,0.006753451741955678,0.0126423007789094,35.138450384140015,"[""B"", ""B""]"
82,aqua_rat_test_81,8,2,2,True,A,A,1,129,1224,1353,,,0.0026016031973189377,0.004373876572798,14.23897671699524,"[""A"", ""A""]"
83,aqua_rat_test_82,8,2,2,True,A,A,1,126,21677,21803,,,0.040205061592066334,0.0796884361893349,234.58572387695312,"[""A"", ""A""]"
84,aqua_rat_test_83,8,2,2,True,A,A,1,140,5218,5358,,,0.00956791707079697,0.0180347513481126,58.406777143478394,"[""A"", ""A""]"
85,aqua_rat_test_84,8,2,2,True,A,A,1,106,1548,1654,,,0.0031988274267264996,0.0058118633912522,16.87579846382141,"[""A"", ""A""]"
86,aqua_rat_test_85,8,2,2,True,A,A,1,125,9608,9733,,,0.016143842106814,0.029239065308568,117.13181686401367,"[""A"", ""A""]"
87,aqua_rat_test_86,8,2,2,True,E,E,1,129,6052,6181,,,0.010348651707723611,0.0183942480527261,73.51943182945251,"[""E"", ""E""]"
88,aqua_rat_test_87,8,2,2,True,B,B,1,108,1694,1802,,,0.0034920576841276675,0.0064110245656081,18.306463718414307,"[""B"", ""B""]"
89,aqua_rat_test_88,8,2,2,True,B,B,1,133,3095,3228,,,0.005610977607794435,0.0097663271420012,37.21842408180237,"[""B"", ""B""]"
90,aqua_rat_test_89,8,2,2,True,B,B,1,126,2572,2698,,,0.0047888395985034166,0.0083882564409826,30.44654893875122,"[""B"", ""B""]"
91,aqua_rat_test_90,8,2,2,True,B,B,1,116,2291,2407,,,0.0047817908628436075,0.0089874176153385,23.39307928085327,"[""B"", ""B""]"
92,aqua_rat_test_91,8,2,2,True,B,B,1,184,2202,2386,,,0.004907674709951476,0.0089874176153385,22.406218767166138,"[""B"", ""B""]"
93,aqua_rat_test_92,8,2,2,True,A,A,1,160,5115,5275,,,0.009692062462334975,0.0184541641701617,55.75835967063904,"[""A"", ""A""]"
94,aqua_rat_test_93,8,2,2,True,D,D,1,118,3216,3334,,,0.005816782819841647,0.0104254044337926,37.881431341171265,"[""D"", ""D""]"
95,aqua_rat_test_94,8,2,2,True,A,A,1,137,8982,9119,,,0.014926056631786946,0.0259436788496105,112.78889179229736,"[""A"", ""A""]"
96,aqua_rat_test_95,8,2,2,True,A,A,1,138,4133,4271,,,0.007376212546030466,0.0132414619532654,49.160834074020386,"[""A"", ""A""]"
97,aqua_rat_test_96,8,2,2,True,C,C,1,112,1455,1567,,,0.0031409188426524985,0.005692031156381,15.581025123596191,"[""C"", ""C""]"
98,aqua_rat_test_97,8,2,2,True,E,E,1,145,3259,3404,,,0.006684682706346989,0.012702216896345,33.45408654212952,"[""E"", ""E""]"
99,aqua_rat_test_98,8,2,2,True,D,D,1,149,1443,1592,,,0.0031054678431744905,0.0053924505692031,16.244637489318848,"[""D"", ""D""]"
100,aqua_rat_test_99,8,2,2,True,E,E,1,131,1922,2053,,,0.003783344182231237,0.0066506890353504,22.165950059890747,"[""E"", ""E""]"
101,aqua_rat_test_100,8,2,2,True,A,A,1,119,1505,1624,,,0.003283678711872297,0.005991611743559,15.679487228393555,"[""A"", ""A""]"
102,aqua_rat_test_101,8,2,2,True,C,C,1,135,3781,3916,,,0.007205724577100065,0.0136009586578789,41.18079090118408,"[""C"", ""C""]"
103,aqua_rat_test_102,8,2,2,True,D,D,1,124,2142,2266,,,0.004483021067802327,0.0083882564409826,22.37286615371704,"[""D"", ""D""]"
104,aqua_rat_test_103,8,2,2,True,E,E,1,134,6171,6305,,,0.011062763213751783,0.020910724985021,70.17065763473511,"[""E"", ""E""]"
105,aqua_rat_test_104,8,2,2,True,A,E,0,167,3080,3247,,,0.006178580662665647,0.0115638106650689,33.066091775894165,"[""E"", ""E""]"
106,aqua_rat_test_105,8,2,2,True,B,B,1,126,4674,4800,,,0.0091697427359525,0.0177351707609346,48.57865929603577,"[""B"", ""B""]"
107,aqua_rat_test_106,8,2,6,True,D,D,1,149,181350,181499,,,0.10876511181568865,0.2461354104254044,2173.5823035240173,"[""D""]"
108,aqua_rat_test_107,8,2,2,True,B,B,1,122,3459,3581,,,0.006166230978208654,0.0109047333732774,41.46437478065491,"[""B"", ""B""]"
109,aqua_rat_test_108,8,2,2,True,D,D,1,113,5623,5736,,,0.009936752718317786,0.0186339125224686,64.34628462791443,"[""D"", ""D""]"
110,aqua_rat_test_109,8,2,2,True,B,B,1,145,4080,4225,,,0.007398690459149954,0.0135410425404434,47.222684144973755,"[""B"", ""B""]"
111,aqua_rat_test_110,8,2,2,True,A,A,1,135,3237,3372,,,0.0061848689456745504,0.0115638106650689,35.770455837249756,"[""A"", ""A""]"
112,aqua_rat_test_111,8,2,2,True,D,D,1,133,3280,3413,,,0.006003146063772896,0.0108448172558418,38.276286363601685,"[""D"", ""D""]"
113,aqua_rat_test_112,8,2,2,True,C,D,0,107,24445,24552,,,0.04272574084725094,0.083463151587777,283.15988087654114,"[""D"", ""D""]"
114,aqua_rat_test_113,8,2,2,True,D,D,1,152,2739,2891,,,0.005280881301136668,0.0095865787896943,31.1858229637146,"[""D"", ""D""]"
115,aqua_rat_test_114,8,2,2,True,D,C,0,152,15387,15539,,,0.02880857434492226,0.0568004793289395,164.91370010375977,"[""C"", ""C""]"
116,aqua_rat_test_115,8,2,4,True,C,C,1,129,46131,46260,,,0.03854304618788531,0.074116237267825,578.6073327064514,"[""D"", ""C"", ""C"", ""C""]"
117,aqua_rat_test_116,8,2,2,True,B,B,1,181,6940,7121,,,0.013548697171613732,0.0262432594367885,72.51691961288452,"[""B"", ""B""]"
118,aqua_rat_test_117,8,2,8,True,C,D,0,132,121419,121551,,,0.055422903182692475,0.1115038945476333,1345.9872000217438,"[""A"", ""D"", ""A"", ""E"", ""E"", ""A"", ""D"", ""D""]"
119,aqua_rat_test_118,8,2,2,True,A,A,1,143,7000,7143,,,0.01150711942704241,0.0194727381665668,99.33527326583862,"[""A"", ""A""]"
120,aqua_rat_test_119,8,2,2,True,D,D,1,111,1514,1625,,,0.0032512338088271937,0.0059316956261233,16.08970594406128,"[""D"", ""D""]"
121,aqua_rat_test_120,8,2,2,True,E,E,1,136,4287,4423,,,0.007766003862341152,0.014319952067106,49.29189705848694,"[""E"", ""E""]"
122,aqua_rat_test_121,8,2,2,True,B,B,1,102,1112,1214,,,0.00252682893164225,0.0045536249251048,11.468416452407837,"[""B"", ""B""]"
123,aqua_rat_test_122,8,2,2,True,A,A,1,159,6765,6924,,,0.01314513540540203,0.0255242660275614,70.48909282684326,"[""A"", ""A""]"
124,aqua_rat_test_123,8,2,2,True,A,A,1,110,2989,3099,,,0.005933884868875833,0.0113241461953265,31.357681274414062,"[""A"", ""A""]"
125,aqua_rat_test_124,8,2,2,True,E,B,0,122,3909,4031,,,0.00785223202729156,0.0150988615937687,39.77342104911804,"[""B"", ""B""]"
126,aqua_rat_test_125,8,2,2,True,A,A,1,143,25432,25575,,,0.04463497199638386,0.0870581186339125,293.16084933280945,"[""A"", ""A""]"
127,aqua_rat_test_126,8,2,2,True,B,B,1,161,14047,14208,,,0.02308546092613194,0.0404433792690234,179.2646553516388,"[""B"", ""B""]"
128,aqua_rat_test_127,8,2,2,True,D,D,1,159,1436,1595,,,0.003368292520552482,0.005991611743559,14.778650760650635,"[""D"", ""D""]"
129,aqua_rat_test_128,8,2,2,True,B,B,1,130,4553,4683,,,0.007907764081741825,0.0138406231276213,55.05349063873291,"[""B"", ""B""]"
130,aqua_rat_test_129,8,2,2,True,D,D,1,117,1962,2079,,,0.004193041032876508,0.0077890952666267,20.059882879257202,"[""D"", ""D""]"
131,aqua_rat_test_130,8,2,2,True,A,A,1,122,3153,3275,,,0.005778081245734466,0.0104254044337926,36.76140284538269,"[""A"", ""A""]"
132,aqua_rat_test_131,8,2,2,True,C,C,1,115,2831,2946,,,0.005444789745717817,0.0101857399640503,30.875107049942017,"[""C"", ""C""]"
133,aqua_rat_test_132,8,2,2,True,B,B,1,116,14278,14394,,,0.025228748593479487,0.0493708807669263,161.27451872825623,"[""B"", ""B""]"
134,aqua_rat_test_133,8,2,2,True,E,E,1,152,1848,2000,,,0.003831438311944627,0.0068304373876573,20.65353274345398,"[""E"", ""E""]"
135,aqua_rat_test_134,8,2,2,True,C,C,1,138,1940,2078,,,0.004191123400158486,0.0077291791491911,20.078644275665283,"[""C"", ""C""]"
136,aqua_rat_test_135,8,2,2,True,D,D,1,140,5122,5262,,,0.009381368188323117,0.017675254643499,57.01474738121033,"[""D"", ""D""]"
137,aqua_rat_test_136,8,2,2,True,C,C,1,131,5019,5150,,,0.009887668480184367,0.0191731575793888,51.55287313461304,"[""C"", ""C""]"
138,aqua_rat_test_137,8,2,2,True,E,E,1,155,1867,2022,,,0.003838975716482754,0.006710605152786,21.21833038330078,"[""E"", ""E""]"
139,aqua_rat_test_138,8,2,2,True,C,C,1,137,1640,1777,,,0.0033370339094563493,0.0061114439784302,18.71527862548828,"[""C"", ""C""]"
140,aqua_rat_test_139,8,2,2,True,E,D,0,128,16206,16334,,,0.02889432181880036,0.0564409826243259,182.63351678848267,"[""D"", ""D""]"
141,aqua_rat_test_140,8,2,2,True,E,E,1,171,2913,3084,,,0.005560813102126183,0.0098861593768724,33.92849397659302,"[""E"", ""E""]"
142,aqua_rat_test_141,8,2,2,True,B,B,1,133,4767,4900,,,0.009206868546066897,0.0177950868783702,50.25767779350281,"[""B"", ""B""]"
143,aqua_rat_test_142,8,2,2,True,B,B,1,146,1428,1574,,,0.003147308054438029,0.0056321150389454,15.495330333709717,"[""B"", ""B""]"
144,aqua_rat_test_143,8,2,2,True,E,E,1,132,3225,3357,,,0.006442093509278348,0.0122828040742959,33.781925678253174,"[""E"", ""E""]"
145,aqua_rat_test_144,8,2,2,True,D,D,1,103,1860,1963,,,0.003700873464649442,0.0067705212702217,20.458946228027344,"[""D"", ""D""]"
146,aqua_rat_test_145,8,2,2,True,E,E,1,132,2424,2556,,,0.004593540814207978,0.0082085080886759,28.145509243011475,"[""E"", ""E""]"
147,aqua_rat_test_146,8,2,2,True,B,B,1,107,5029,5136,,,0.008733702464790452,0.0158777711204314,59.40577006340027,"[""B"", ""B""]"
148,aqua_rat_test_147,8,2,2,True,A,A,1,82,793,875,,,0.0018672872756465599,0.003355302576393,8.14858365058899,"[""A"", ""A""]"
149,aqua_rat_test_148,8,2,2,True,A,A,1,118,2088,2206,,,0.004386039152296186,0.0082085080886759,21.551846027374268,"[""A"", ""A""]"
150,aqua_rat_test_149,8,2,2,True,D,D,1,143,10158,10301,,,0.01871754543638901,0.0364889155182743,110.30818295478821,"[""D"", ""D""]"
151,aqua_rat_test_150,8,2,2,True,B,B,1,109,1528,1637,,,0.003336041105349538,0.0061713600958658,15.833636045455933,"[""B"", ""B""]"
152,aqua_rat_test_151,8,2,2,True,E,E,1,134,2165,2299,,,0.004147837886771555,0.0072498502097063,25.44014000892639,"[""E"", ""E""]"
153,aqua_rat_test_152,8,2,2,True,C,E,0,118,9561,9679,,,0.015618470029778253,0.0262432594367885,123.59704852104187,"[""E"", ""E""]"
154,aqua_rat_test_153,8,2,2,True,D,D,1,131,1590,1721,,,0.0033303089959770093,0.0059316956261233,17.505470275878906,"[""D"", ""D""]"
155,aqua_rat_test_154,8,2,2,True,C,C,1,149,5522,5671,,,0.009261804363379091,0.0144997004194128,73.37802386283875,"[""C"", ""C""]"
156,aqua_rat_test_155,8,2,2,True,E,E,1,101,4201,4302,,,0.007790671315309766,0.014919113241462,45.87214660644531,"[""E"", ""E""]"
157,aqua_rat_test_156,8,2,2,True,D,D,1,119,1089,1208,,,0.0023195574975521573,0.0038346315158778,12.930807113647461,"[""D"", ""D""]"
158,aqua_rat_test_157,8,2,2,True,D,D,1,121,5015,5136,,,0.008970951157889394,0.0167765128819652,57.41277813911438,"[""D"", ""D""]"
159,aqua_rat_test_158,8,2,2,True,B,B,1,139,2146,2285,,,0.004123381648934268,0.0071300179748352,25.5897376537323,"[""B"", ""B""]"
160,aqua_rat_test_159,8,2,2,True,C,B,0,116,32063,32179,,,0.05498015295320148,0.1064110245656081,382.16389179229736,"[""B"", ""B""]"
161,aqua_rat_test_160,8,2,2,True,D,D,1,145,6397,6542,,,0.012552659268636161,0.0244457759137207,65.83031606674194,"[""D"", ""D""]"
162,aqua_rat_test_161,8,2,2,True,B,B,1,135,2905,3040,,,0.0053342551903497746,0.0094068304373876,34.69580912590027,"[""B"", ""B""]"
163,aqua_rat_test_162,8,2,2,True,A,A,1,115,6908,7023,,,0.012448483375255575,0.0239664469742361,76.83432507514954,"[""A"", ""A""]"
164,aqua_rat_test_163,8,2,2,True,D,D,1,145,2202,2347,,,0.004754826064486165,0.0088675853804673,22.395574808120728,"[""D"", ""D""]"
165,aqua_rat_test_164,8,2,2,True,C,C,1,115,6745,6860,,,0.012233594841370765,0.0236069502696225,74.74094772338867,"[""C"", ""C""]"
166,aqua_rat_test_165,8,2,2,True,B,E,0,119,39314,39433,,,0.06854537812719506,0.1342121030557219,461.8438911437988,"[""E"", ""E""]"
167,aqua_rat_test_166,8,2,2,True,C,C,1,118,1492,1610,,,0.0030451403123346117,0.0053924505692031,17.041369199752808,"[""C"", ""C""]"
168,aqua_rat_test_167,8,2,2,True,A,A,1,147,1489,1636,,,0.0033679411324145747,0.0061114439784302,15.363931655883789,"[""A"", ""A""]"
169,aqua_rat_test_168,8,2,2,True,A,A,1,150,2770,2920,,,0.00495883402987366,0.0078490113840623,37.902002811431885,"[""A"", ""A""]"
170,aqua_rat_test_169,8,2,2,True,A,A,1,134,5289,5423,,,0.009496066359294012,0.0177950868783702,60.42660045623779,"[""A"", ""A""]"
171,aqua_rat_test_170,8,2,2,True,E,E,1,127,4403,4530,,,0.008299792055827674,0.0158178550029958,48.07629346847534,"[""E"", ""E""]"
172,aqua_rat_test_171,8,2,2,True,E,E,1,153,1801,1954,,,0.003745972256052162,0.0065907729179148,20.213233709335327,"[""E"", ""E""]"
173,aqua_rat_test_172,8,2,2,True,E,D,0,180,42706,42886,,,0.07055691687899285,0.1310964649490713,544.0715050697327,"[""D"", ""D""]"
174,aqua_rat_test_173,8,2,2,True,C,C,1,168,4450,4618,,,0.00820269603627472,0.0151587777112043,50.82568883895874,"[""C"", ""C""]"
175,aqua_rat_test_174,8,2,2,True,D,D,1,132,1402,1534,,,0.003096823476782055,0.0055721989215098,14.867547512054443,"[""D"", ""D""]"
176,aqua_rat_test_175,8,2,2,True,B,B,1,122,3093,3215,,,0.00569000066573459,0.0103055721989214,35.8620285987854,"[""B"", ""B""]"
177,aqua_rat_test_176,8,2,2,True,D,D,1,131,26617,26748,,,0.04368192987978567,0.0833433193529059,458.82081294059753,"[""D"", ""D""]"
178,aqua_rat_test_177,8,2,2,True,D,D,1,114,2156,2270,,,0.004487891181021659,0.0083882564409826,22.27000904083252,"[""D"", ""D""]"
179,aqua_rat_test_178,8,2,2,True,C,C,1,122,2999,3121,,,0.005369460628837873,0.0092270820850809,36.67795181274414,"[""C"", ""C""]"
180,aqua_rat_test_179,8,2,2,True,B,B,1,144,2512,2656,,,0.004850643581744131,0.0086878370281605,28.90822458267212,"[""B"", ""B""]"
