iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
56,aqua_rat_test_55,A,A,1,2,1399,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
57,aqua_rat_test_56,A,A,1,2,4235,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
58,aqua_rat_test_57,D,D,1,2,1759,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
59,aqua_rat_test_58,D,D,1,2,5036,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
60,aqua_rat_test_59,C,C,1,2,23118,2,"['C', 'C', 'C', 'C', 'C', 'B', 'C', 'A', 'C', 'C', 'C', 'C', 'A', 'C', 'B', 'D']",True,45.4888115614418,2.071143259076471
61,aqua_rat_test_60,E,E,1,2,2920,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
62,aqua_rat_test_61,D,D,1,2,4793,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
63,aqua_rat_test_62,B,B,1,2,1347,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
64,aqua_rat_test_63,C,C,1,2,2764,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
65,aqua_rat_test_64,D,B,0,2,1673,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",False,45.4888115614418,2.071143259076471
66,aqua_rat_test_65,C,C,1,2,2780,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
67,aqua_rat_test_66,C,C,1,2,2228,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
68,aqua_rat_test_67,B,B,1,2,6929,2,"['B', 'B', 'C', 'B', 'B', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
69,aqua_rat_test_68,A,A,1,2,3563,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
70,aqua_rat_test_69,C,C,1,4,41626,2,"['C', 'E', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'E', 'C', 'C', 'E']",True,90.9776231228836,2.071143259076471
71,aqua_rat_test_70,C,C,1,2,1434,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
72,aqua_rat_test_71,A,A,1,2,2147,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
73,aqua_rat_test_72,B,B,1,2,766,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
74,aqua_rat_test_73,B,B,1,2,965,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
75,aqua_rat_test_74,E,E,1,2,3229,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
76,aqua_rat_test_75,C,C,1,2,2690,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
77,aqua_rat_test_76,E,E,1,2,1901,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
78,aqua_rat_test_77,B,B,1,2,10051,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
79,aqua_rat_test_78,A,A,1,2,2113,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
80,aqua_rat_test_79,D,D,1,2,14145,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
81,aqua_rat_test_80,B,B,1,2,2598,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
82,aqua_rat_test_81,A,A,1,2,1178,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
83,aqua_rat_test_82,A,A,1,2,13833,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
84,aqua_rat_test_83,A,A,1,2,4593,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
85,aqua_rat_test_84,A,A,1,2,1247,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
86,aqua_rat_test_85,A,A,1,2,5480,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
87,aqua_rat_test_86,E,E,1,2,4738,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'E', 'E', 'E', 'E', 'E', 'A']",True,45.4888115614418,2.071143259076471
88,aqua_rat_test_87,B,B,1,2,1468,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
89,aqua_rat_test_88,B,B,1,2,3155,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
90,aqua_rat_test_89,B,B,1,2,4060,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
91,aqua_rat_test_90,B,B,1,2,2034,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
92,aqua_rat_test_91,B,B,1,2,2016,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
93,aqua_rat_test_92,A,A,1,2,1689,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
94,aqua_rat_test_93,D,D,1,2,2790,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
95,aqua_rat_test_94,A,A,1,2,1905,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
96,aqua_rat_test_95,A,A,1,2,3938,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
97,aqua_rat_test_96,C,C,1,2,1167,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
98,aqua_rat_test_97,E,E,1,2,2118,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
99,aqua_rat_test_98,D,D,1,2,1390,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
100,aqua_rat_test_99,E,E,1,2,1392,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
101,aqua_rat_test_100,A,A,1,2,1117,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
102,aqua_rat_test_101,C,C,1,2,5290,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,45.4888115614418,2.071143259076471
103,aqua_rat_test_102,D,D,1,2,1891,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
104,aqua_rat_test_103,E,E,1,2,2148,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
105,aqua_rat_test_104,A,E,0,2,3451,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",False,45.4888115614418,2.071143259076471
106,aqua_rat_test_105,B,B,1,2,2409,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
107,aqua_rat_test_106,D,E,0,12,138831,2,"['E', 'B', 'D', 'E', 'E', 'D', 'E', 'D', 'E', 'D', 'E', 'E', 'D', 'E', 'D', 'E']",True,272.9328693686508,2.071143259076471
108,aqua_rat_test_107,B,B,1,2,2024,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
109,aqua_rat_test_108,D,D,1,4,15056,2,"['B', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'D', 'B', 'D', 'D']",True,90.9776231228836,2.071143259076471
110,aqua_rat_test_109,B,B,1,2,3909,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
111,aqua_rat_test_110,A,A,1,2,3445,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
112,aqua_rat_test_111,D,D,1,2,1633,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
113,aqua_rat_test_112,C,D,0,2,13526,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",False,45.4888115614418,2.071143259076471
114,aqua_rat_test_113,D,D,1,2,2045,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
115,aqua_rat_test_114,D,C,0,6,34740,2,"['E', 'C', 'C', 'D', 'C', 'C', 'D', 'C', 'C', 'D', 'C', 'C', 'E', 'C', 'D']",True,136.4664346843254,2.071143259076471
116,aqua_rat_test_115,C,C,1,4,31754,2,"['B', 'C', 'C', 'C', 'B', 'B', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,90.9776231228836,2.071143259076471
117,aqua_rat_test_116,B,B,1,2,7754,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
118,aqua_rat_test_117,C,B,0,8,90947,2,"['E', 'A', 'A', 'D', 'E', 'D', 'B', 'B', 'E', 'E', 'A', 'A', 'D', 'E', 'A', 'E']",False,181.9552462457672,2.071143259076471
119,aqua_rat_test_118,A,A,1,2,3037,2,"['A', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'C', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
120,aqua_rat_test_119,D,D,1,2,1298,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,45.4888115614418,2.071143259076471
121,aqua_rat_test_120,E,E,1,2,2326,2,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,45.4888115614418,2.071143259076471
122,aqua_rat_test_121,B,B,1,2,1036,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",True,45.4888115614418,2.071143259076471
123,aqua_rat_test_122,A,E,0,6,25454,2,"['E', 'A', 'A', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'A', 'A', 'E', 'A', 'A', 'E']",True,136.4664346843254,2.071143259076471
124,aqua_rat_test_123,A,A,1,2,1890,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
125,aqua_rat_test_124,E,B,0,2,2301,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",False,45.4888115614418,2.071143259076471
126,aqua_rat_test_125,A,A,1,2,18413,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,45.4888115614418,2.071143259076471
127,aqua_rat_test_126,B,D,0,2,6305,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",False,45.4888115614418,2.071143259076471
