iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
19,index_18,64,1,0,0.8,A,B,0,543,46499,47042,"[""B""]",21,0.04387955875850963,0.2989613689008443,145.495530128479
20,index_19,64,12,0,0.8,A,A,1,198,63093,63291,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",25,0.12519246441396445,0.2574161249346185,38.92218637466431
21,index_20,64,1,0,0.8,B,B,1,277,51537,51814,"[""B""]",24,0.04040793644495885,0.2178136441754464,159.7403655052185
22,index_21,64,4,0,0.8,D,C,0,137,35571,35708,"[""D"", ""C"", ""C"", ""A""]",17,0.0611221639061624,0.1663304191885227,28.437365293502808
23,index_22,64,1,0,0.8,C,B,0,275,42265,42540,"[""B""]",11,0.03425672694997862,0.2199805723679294,159.97134518623352
24,index_23,64,1,0,0.8,B,B,1,225,58392,58617,"[""B""]",21,0.04244451746296017,0.2351490697153104,237.79249668121338
25,index_24,64,1,0,0.8,B,C,0,363,54528,54891,"[""C""]",26,0.044233885410582034,0.2452364940596278,212.68594598770142
26,index_25,64,1,0,0.8,D,A,0,372,46957,47329,"[""A""]",16,0.03952742261664182,0.2471792572666816,185.11715745925903
27,index_26,64,1,0,0.8,A,A,1,164,43617,43781,"[""A""]",18,0.03611525209414072,0.1787342150489427,77.70229482650757
28,index_27,64,1,0,0.8,A,C,0,327,52691,53018,"[""C""]",19,0.04274335827444641,0.2831203765971755,128.99225878715515
29,index_28,64,1,0,0.8,A,D,0,403,56942,57345,"[""D""]",23,0.046164698647023786,0.2912650377344392,183.26884126663208
30,index_29,64,1,0,0.8,A,C,0,101,40919,41020,"[""C""]",18,0.029254404938239244,0.138683404318912,131.45656991004944
31,index_30,64,1,0,0.8,C,A,0,135,49535,49670,"[""A""]",26,0.03668705790704691,0.1912874542329821,152.2636377811432
32,index_31,64,1,0,0.8,C,C,1,156,56843,56999,"[""C""]",25,0.04520810953537255,0.1767914518418889,324.4935371875763
33,index_32,64,1,0,0.8,C,A,0,322,38973,39295,"[""A""]",21,0.035687539685596216,0.2128820144960024,100.91094040870667
34,index_33,64,1,0,0.8,A,C,0,472,49604,50076,"[""C""]",31,0.04588314469196299,0.2849884181424195,171.78819513320923
35,index_34,64,1,0,0.8,C,C,1,318,51489,51807,"[""C""]",30,0.04488036699528204,0.2211761189568856,126.01717400550842
36,index_35,64,1,0,0.8,B,D,0,154,41852,42006,"[""D""]",17,0.03079868531560438,0.1830680714339086,147.42350339889526
37,index_36,64,1,0,0.8,D,B,0,162,43671,43833,"[""B""]",23,0.035532530480586286,0.1861316595681088,197.43081045150757
38,index_37,64,1,0,0.8,C,C,1,303,42328,42631,"[""C""]",17,0.03509475588073252,0.2167675409101098,115.41702032089233
39,index_38,64,4,0,0.8,B,B,1,243,38567,38810,"[""B"", ""B"", ""B"", ""B""]",17,0.060488063930499956,0.190689680938504,44.344210147857666
40,index_39,64,6,0,0.8,A,A,1,8504,50972,59476,"[""B"", ""B"", ""A"", ""B"", ""A"", ""A""]",33,0.04857690755224572,0.2072031681984607,64.57191610336304
41,index_40,64,1,0,0.8,A,A,1,147,30817,30964,"[""A""]",16,0.038578332151848714,0.1574385414331615,40.002103090286255
42,index_41,64,2,0,0.8,D,D,1,234,54931,55165,"[""D"", ""D""]",37,0.048776409259430206,0.2056340133004558,115.618248462677
43,index_42,64,1,0,0.8,A,A,1,270,42277,42547,"[""A""]",21,0.034493213268825026,0.2084734364492266,115.2475073337555
44,index_43,64,3,0,0.8,A,A,1,313,41397,41710,"[""B"", ""A"", ""A""]",14,0.05491808150339356,0.2190839124262124,54.17491388320923
45,index_44,64,1,0,0.8,D,D,1,180,45752,45932,"[""D""]",18,0.03378621255526877,0.1853097212882014,179.0379638671875
46,index_45,64,1,0,0.8,C,D,0,98,42694,42792,"[""D""]",12,0.0350184031156171,0.1615482328326981,233.611590385437
47,index_46,64,1,0,0.8,D,D,1,217,54064,54281,"[""D""]",32,0.048199899198849254,0.2324590898901591,97.5353615283966
48,index_47,64,1,0,0.8,A,A,1,154,44419,44573,"[""A""]",26,0.03647888538271856,0.2013748785772995,188.74979519844055
49,index_48,64,1,0,0.8,B,D,0,427,44388,44815,"[""D""]",29,0.042146482088971676,0.2391840394530374,200.2363157272339
50,index_49,64,5,0,0.8,D,D,1,201,38413,38614,"[""D"", ""D"", ""D"", ""D"", ""D""]",16,0.07321479109488138,0.1945752073526114,30.953163862228394
51,index_50,64,1,0,0.8,D,A,0,168,40453,40621,"[""A""]",26,0.03321514024256436,0.1709631622207278,186.1533010005951
52,index_51,64,1,0,0.8,C,C,1,252,49161,49413,"[""C""]",26,0.04323293401689677,0.2249122020473735,95.92392206192017
53,index_52,64,1,0,0.8,D,A,0,231,53843,54074,"[""A""]",23,0.04234138790356191,0.2275274602107151,266.4236693382263
54,index_53,64,1,0,0.8,A,A,1,185,51350,51535,"[""A""]",25,0.04168151221971568,0.2189344691025928,99.64935398101807
55,index_54,64,1,0,0.8,B,D,0,203,52558,52761,"[""D""]",15,0.039156660337340075,0.2219233355749832,230.27269625663757
56,index_55,64,1,0,0.8,A,A,1,259,50560,50819,"[""A""]",40,0.0384264383842732,0.186355824553538,199.9730896949768
57,index_56,64,1,0,0.8,D,C,0,191,53942,54133,"[""C""]",19,0.04819765478525527,0.1977135171486214,374.84740352630615
58,index_57,64,6,0,0.8,A,D,0,87,47877,47964,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",17,0.033068395337236905,0.1647612642905178,88.6903178691864
59,index_58,64,2,0,0.8,A,A,1,136,55627,55763,"[""A"", ""A""]",28,0.049205434025255256,0.198460733766719,87.77379775047302
60,index_59,64,1,0,0.8,C,C,1,204,41269,41473,"[""C""]",19,0.032854773370616513,0.1985354554285286,170.85698294639587
61,index_60,64,1,0,0.8,C,C,1,226,38497,38723,"[""C""]",20,0.03577426377456174,0.202794590151685,85.93824911117554
62,index_61,64,1,0,0.8,C,D,0,252,51673,51925,"[""D""]",32,0.04016539988310844,0.2008518269446312,198.2160518169403
63,index_62,64,1,0,0.8,D,D,1,247,44679,44926,"[""D""]",29,0.03928217241901094,0.2002540536501531,124.9800283908844
64,index_63,64,1,0,0.8,C,C,1,241,65342,65583,"[""C""]",31,0.04768949442084959,0.2809534484046925,246.52747082710266
65,index_64,64,1,0,0.8,A,A,1,292,48925,49217,"[""A""]",29,0.04073065213332478,0.2385862661585593,160.59658336639404
66,index_65,64,5,0,0.8,C,C,1,124,39189,39313,"[""C"", ""C"", ""C"", ""C"", ""C""]",14,0.05833285371554425,0.1762684002092206,33.629820585250854
67,index_66,64,3,0,0.8,D,D,1,242,43189,43431,"[""D"", ""D"", ""D""]",18,0.03695837642119604,0.1978629604722409,89.81115746498108
68,index_67,64,2,0,0.8,B,B,1,160,48040,48200,"[""B"", ""B""]",32,0.04763240114864505,0.1883733094224016,92.64974117279053
69,index_68,64,1,0,0.8,A,A,1,202,60127,60329,"[""A""]",40,0.04656784323189826,0.2018232085481581,253.43210744857788
70,index_69,64,1,0,0.8,D,C,0,165,56598,56763,"[""C""]",31,0.04318904876109442,0.2424717925726668,200.48682403564453
71,index_70,64,4,0,0.8,C,C,1,171,48926,49097,"[""C"", ""C"", ""C"", ""C""]",25,0.05548504434718404,0.1803780916087574,63.04372549057007
72,index_71,64,1,0,0.8,B,D,0,199,48311,48510,"[""D""]",20,0.036463717249118,0.2409026376746619,130.4649302959442
73,index_72,64,6,0,0.8,C,C,1,187,42229,42416,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",17,0.03891774721894751,0.1977135171486214,75.31167697906494
74,index_73,64,1,0,0.8,A,A,1,169,36742,36911,"[""A""]",21,0.029031202278272914,0.160053799596503,85.78948879241943
75,index_74,64,2,0,0.8,B,B,1,639,55541,56180,"[""B"", ""B""]",31,0.08338110705688533,0.332511395053426,83.82458472251892
76,index_75,64,4,0,0.8,D,B,0,221,53547,53768,"[""B"", ""B"", ""B"", ""B""]",23,0.06901824841122278,0.2251363670328028,55.067193269729614
77,index_76,64,1,0,0.8,A,C,0,571,39174,39745,"[""C""]",15,0.04003662862489973,0.2972427706792199,136.79880237579346
78,index_77,64,1,0,0.8,C,C,1,515,43059,43574,"[""C""]",18,0.04003376879481527,0.2824478816408877,158.71406483650208
79,index_78,64,1,0,0.8,A,D,0,387,51095,51482,"[""D""]",21,0.04293544267525269,0.234327131435403,223.63307094573975
80,index_79,64,1,0,0.8,A,C,0,119,49728,49847,"[""C""]",15,0.03550319811513103,0.1817230815213329,216.60383296012878
81,index_80,64,1,0,0.8,D,D,1,248,47184,47432,"[""D""]",23,0.037422171616736194,0.2045879100351192,174.07194471359253
82,index_81,64,1,0,0.8,A,A,1,804,39243,40047,"[""A""]",23,0.0710043145363327,0.3532092953747291,71.68118906021118
83,index_82,64,3,0,0.8,A,A,1,193,74645,74838,"[""A"", ""A"", ""A""]",38,0.08096607681039035,0.2193827990734513,105.30128169059753
84,index_83,64,20,0,0.8,D,D,1,128,53200,53328,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",33,0.06541014898912056,0.2336546364791153,45.74286103248596
85,index_84,64,1,0,0.8,C,C,1,288,39102,39390,"[""C""]",23,0.037195056154043886,0.1983860121049092,86.96003222465515
86,index_85,64,1,0,0.8,A,D,0,335,41812,42147,"[""D""]",21,0.03693687516608627,0.236195172980647,131.96662592887878
87,index_86,64,1,0,0.8,C,C,1,309,35081,35390,"[""C""]",19,0.03531702825619737,0.2306657700067249,81.93454360961914
88,index_87,64,59,0,0.8,A,A,1,168,63717,63885,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",34,0.12363896293535492,0.2660091160427408,36.03271245956421
89,index_88,64,1,0,0.8,B,B,1,257,45730,45987,"[""B""]",23,0.038884280959931315,0.216991705895539,118.54438209533691
90,index_89,64,1,0,0.8,B,C,0,204,41227,41431,"[""C""]",22,0.034195354066934414,0.1989090637375775,166.21808195114136
91,index_90,64,1,0,0.8,B,B,1,235,46143,46378,"[""B""]",16,0.03468959300172234,0.2081745498019875,152.4535870552063
92,index_91,64,1,0,0.8,C,B,0,204,45747,45951,"[""B""]",17,0.04233033776652979,0.1841141746992453,316.7418577671051
93,index_92,64,2,0,0.8,B,D,0,397,50364,50761,"[""D"", ""D""]",23,0.0703285057680687,0.2513636703280281,63.65921211242676
94,index_93,64,1,0,0.8,D,D,1,198,50829,51027,"[""D""]",18,0.03604984359651675,0.1955465889561384,151.2374906539917
95,index_94,64,1,0,0.8,C,C,1,257,44526,44783,"[""C""]",13,0.03497119686584908,0.2056340133004558,183.48069500923157
96,index_95,64,0,0,0.8,A,,0,152,47383,47535,[],33,0.037083378801386915,0.1836658447283867,120.21713781356812
97,index_96,64,9,0,0.8,A,A,1,272,54107,54379,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A""]",27,0.04646795720981759,0.2253605320182321,99.03786873817444
98,index_97,64,1,0,0.8,D,A,0,177,46438,46615,"[""A""]",23,0.03482172981255698,0.1912874542329821,115.60128211975098
99,index_98,64,1,0,0.8,A,A,1,360,60739,61099,"[""A""]",31,0.047668391301119585,0.2506164537099304,207.9236297607422
100,index_99,64,1,0,0.8,B,B,1,226,43382,43608,"[""B""]",17,0.03389983314345271,0.1874019278188746,157.50612831115723
101,index_100,64,1,0,0.8,A,A,1,222,46540,46762,"[""A""]",17,0.035667910623613276,0.1968168572069042,185.45632314682007
102,index_101,64,1,0,0.8,D,D,1,439,59759,60198,"[""D""]",32,0.07351109393843479,0.2750504371217216,89.75206685066223
103,index_102,64,1,0,0.8,C,A,0,345,50947,51292,"[""A""]",24,0.04271719687878586,0.2252110886946126,243.29133296012878
104,index_103,64,1,0,0.8,A,A,1,220,38235,38455,"[""A""]",21,0.04569757346652542,0.1960696405888067,50.24489736557007
105,index_104,64,1,0,0.8,D,C,0,240,54353,54593,"[""C""]",15,0.04144794757714193,0.2286482851378615,269.70621395111084
106,index_105,64,1,0,0.8,C,B,0,300,39753,40053,"[""B""]",21,0.03896400875391201,0.2107150863035194,92.14090347290039
107,index_106,64,42,0,0.8,A,B,0,280,60664,60944,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",52,0.10600475475197499,0.2871553463349025,44.192272663116455
108,index_107,64,1,0,0.8,C,C,1,192,51880,52072,"[""C""]",24,0.04858966362178451,0.1981618471194799,81.17526459693909
109,index_108,64,1,0,0.8,D,D,1,279,50228,50507,"[""D""]",24,0.0422689628164625,0.2242397070910857,109.74529361724854
110,index_109,64,1,0,0.8,B,A,0,515,45700,46215,"[""A""]",27,0.043152445976924754,0.2603302697451991,160.3046839237213
111,index_110,64,1,0,0.8,D,C,0,344,46470,46814,"[""C""]",20,0.03907594597720387,0.2256594186654711,185.00743651390076
112,index_111,64,4,0,0.8,A,A,1,248,59159,59407,"[""A"", ""A"", ""A"", ""A""]",31,0.0711737762847379,0.2197564073825002,97.43635559082031
113,index_112,64,1,0,0.8,C,C,1,244,52515,52759,"[""C""]",30,0.041112919406898436,0.2056340133004558,216.3324830532074
114,index_113,64,1,0,0.8,C,A,0,188,40491,40679,"[""A""]",20,0.03942979204740612,0.1868788761862063,67.63838934898376
115,index_114,64,1,0,0.8,C,C,1,183,40277,40460,"[""C""]",17,0.03737589108477892,0.1929313307927967,68.1513044834137
116,index_115,64,1,0,0.8,B,A,0,268,43002,43270,"[""A""]",16,0.0352012347517913,0.2121347978779048,187.97819256782532
117,index_116,64,1,0,0.8,D,D,1,226,42585,42811,"[""D""]",16,0.03458836996399689,0.2015990435627288,99.26863980293274
118,index_117,64,1,0,0.8,B,A,0,172,38920,39092,"[""A""]",22,0.031030818322519,0.1781364417544646,102.83353328704834
119,index_118,64,1,0,0.8,A,C,0,318,47201,47519,"[""C""]",29,0.044012826025359914,0.2376896062168422,119.84167504310608
120,index_119,64,1,0,0.8,A,A,1,122,36902,37024,"[""A""]",16,0.04469914658098482,0.1703653889262497,39.191293239593506
121,index_120,64,1,0,0.8,C,D,0,293,41517,41810,"[""D""]",21,0.03781733818686372,0.2098184263618022,91.38841986656189
122,index_121,64,1,0,0.8,A,B,0,209,47612,47821,"[""B""]",23,0.040346085200251285,0.2112381379361877,252.6330144405365
123,index_122,64,1,0,0.8,D,D,1,223,36832,37055,"[""D""]",20,0.030461262078206812,0.1876260928043039,101.54996490478516
124,index_123,64,5,0,0.8,A,A,1,162,50725,50887,"[""A"", ""A"", ""A"", ""A"", ""A""]",19,0.04845455750253573,0.2017484868863484,87.95620465278625
125,index_124,64,8,0,0.8,A,A,1,246,38326,38572,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",19,0.07071181540734729,0.1964432488978554,37.16890597343445
126,index_125,64,1,0,0.8,A,B,0,260,47284,47544,"[""B""]",16,0.039122054197285,0.2116117462452365,239.96752762794495
127,index_126,64,1,0,0.8,A,B,0,143,38647,38790,"[""B""]",16,0.029467851821151997,0.1459314055144586,144.64675068855286
128,index_127,64,1,0,0.8,A,A,1,2814,49383,52197,"[""A""]",44,0.1153898329773068,0.9359635358290368,186.88904476165771
129,index_128,64,1,0,0.8,A,D,0,278,53262,53540,"[""D""]",21,0.040018866940377984,0.2400806993947545,176.0228087902069
130,index_129,64,2,0,0.8,D,C,0,128,44475,44603,"[""C"", ""C""]",22,0.04237575581937115,0.1732048120750206,64.32439112663269
131,index_130,64,1,0,0.8,D,B,0,359,47427,47786,"[""B""]",27,0.04285930803280165,0.2610774863632967,120.59516334533691
132,index_131,64,1,0,0.8,B,D,0,331,51882,52213,"[""D""]",29,0.04302849333215822,0.2470298139430621,188.20574474334717
133,index_132,64,1,0,0.8,A,A,1,250,54519,54769,"[""A""]",35,0.046403201153930235,0.2324590898901591,117.92985510826111
134,index_133,64,1,0,0.8,A,A,1,141,53418,53559,"[""A""]",20,0.0356187166383807,0.1667787491593813,146.13123750686646
135,index_134,64,4,0,0.8,B,B,1,358,55522,55880,"[""B"", ""B"", ""B"", ""B""]",24,0.08692154186894124,0.2347007397444519,61.458587408065796
136,index_135,64,1,0,0.8,A,A,1,185,41864,42049,"[""A""]",13,0.03678947084899442,0.188223866098782,70.24415040016174
137,index_136,64,1,0,0.8,C,D,0,231,42496,42727,"[""D""]",18,0.03520671374201439,0.2008518269446312,95.38405728340149
138,index_137,64,3,0,0.8,B,B,1,172,39967,40139,"[""B"", ""B"", ""B""]",17,0.052113814118823674,0.1844877830082941,43.31630325317383
139,index_138,64,1,0,0.8,D,C,0,294,37346,37640,"[""C""]",14,0.03324555097370803,0.2279010685197638,166.38607048988342
140,index_139,64,1,0,0.8,A,A,1,231,48809,49040,"[""A""]",22,0.037835369541759444,0.2056340133004558,199.68590784072876
141,index_140,64,1,0,0.8,D,B,0,100,37243,37343,"[""B""]",18,0.02767088823667142,0.1434655906747366,105.54335284233093
142,index_141,64,19,0,0.8,C,C,1,152,51252,51404,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",17,0.08945003139168661,0.1972651871777628,35.620678186416626
143,index_142,64,1,0,0.8,B,A,0,405,55916,56321,"[""A""]",31,0.04664602809967448,0.2823731599790779,216.491313457489
144,index_143,64,1,0,0.8,B,B,1,175,50499,50674,"[""B""]",34,0.04214778672847892,0.1746245236494059,176.24516248703003
145,index_144,64,1,0,0.8,B,C,0,106,49348,49454,"[""C""]",17,0.03304592113445495,0.1829186281102891,159.83535146713257
146,index_145,64,1,0,0.8,C,A,0,307,36899,37206,"[""A""]",17,0.03799371254567193,0.2170664275573488,71.5791883468628
147,index_146,64,1,0,0.8,A,A,1,140,39181,39321,"[""A""]",33,0.03528061951531426,0.1542255099753419,100.85593962669373
148,index_147,64,1,0,0.8,D,C,0,227,51891,52118,"[""C""]",24,0.03994211969698147,0.2205783456624075,148.03184700012207
149,index_148,64,1,0,0.8,D,D,1,250,39206,39456,"[""D""]",18,0.05534798508310881,0.1945752073526114,46.10181498527527
150,index_149,64,1,0,0.8,B,D,0,253,53822,54075,"[""D""]",23,0.04059835212682764,0.2288724501232907,147.6819043159485
151,index_150,64,3,0,0.8,C,C,1,196,50136,50332,"[""C"", ""C"", ""C""]",27,0.06182369197290633,0.1791078233579914,73.02602553367615
152,index_151,64,14,0,0.8,B,B,1,195,65148,65343,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",30,0.12287503202008546,0.2636180228648285,41.33218479156494
153,index_152,64,1,0,0.8,B,B,1,536,47351,47887,"[""B""]",22,0.04545794281578704,0.294403347530449,132.365464925766
154,index_153,64,1,0,0.8,B,B,1,251,52013,52264,"[""B""]",26,0.04599651029792738,0.2186355824553538,98.82910013198853
155,index_154,64,6,0,0.8,B,B,1,430,49884,50314,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",18,0.08697319212551945,0.2361204513188373,55.54926800727844
156,index_155,64,1,0,0.8,B,C,0,266,43936,44202,"[""C""]",23,0.036506736343608924,0.2104161996562803,118.19795393943787
157,index_156,64,22,0,0.8,B,B,1,209,44626,44835,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",18,0.10427809055499032,0.1959949189269969,26.849487781524658
158,index_157,64,2,0,0.8,D,D,1,210,63048,63258,"[""D"", ""D""]",28,0.06785172579725632,0.2589105581708137,72.58242154121399
159,index_158,64,1,0,0.8,B,C,0,215,43125,43340,"[""C""]",26,0.042555186137877885,0.1927818874691773,80.50559258460999
160,index_159,64,2,0,0.8,D,D,1,14564,44259,58823,"[""D"", ""B""]",24,0.036248023262573696,0.1972651871777628,201.71497344970703
161,index_160,64,4,0,0.8,C,C,1,299,39133,39432,"[""C"", ""C"", ""C"", ""C""]",16,0.06758902357012807,0.2510647836807891,40.713645458221436
162,index_161,64,2,0,0.8,D,D,1,163,36961,37124,"[""D"", ""D""]",20,0.039931330486381075,0.1482477770305611,61.92415142059326
163,index_162,64,1,0,0.8,B,C,0,191,69530,69721,"[""C""]",32,0.047305757352953864,0.23836210117313,190.2052059173584
164,index_163,64,1,0,0.8,A,A,1,240,48517,48757,"[""A""]",33,0.04792201471410373,0.2175894791900171,87.13546299934387
165,index_164,64,1,0,0.8,A,B,0,277,44941,45218,"[""B""]",21,0.05507632716778644,0.218261974146305,59.02872180938721
166,index_165,64,1,0,0.8,B,B,1,908,53849,54757,"[""B""]",36,0.07695649583679169,0.4011058805947844,112.79336762428284
167,index_166,64,1,0,0.8,C,C,1,238,54439,54677,"[""C""]",23,0.042359977491905135,0.2096689830381828,238.8942575454712
168,index_167,64,6,0,0.8,A,B,0,134,66668,66802,"[""B"", ""B"", ""B"", ""C"", ""B"", ""B""]",26,0.11502750966159217,0.2461331540013449,42.5207040309906
169,index_168,64,1,0,0.8,B,B,1,219,50608,50827,"[""B""]",17,0.04900737949290839,0.2166928192483,71.56842827796936
170,index_169,64,2,0,0.8,A,A,1,153,46081,46234,"[""A"", ""A""]",25,0.04316209419542287,0.1643876559814689,87.75340223312378
171,index_170,64,1,0,0.8,C,A,0,234,53539,53773,"[""A""]",27,0.04129778340387933,0.2075020548456997,161.8920669555664
172,index_171,64,2,0,0.8,D,D,1,244,42801,43045,"[""D"", ""D""]",18,0.038954178856634665,0.2063065082567436,85.70509815216064
173,index_172,64,2,0,0.8,D,D,1,6781,41539,48320,"[""C"", ""D""]",20,0.034311668350657666,0.1763431218710304,75.63511371612549
174,index_173,64,1,0,0.8,B,B,1,206,49654,49860,"[""B""]",31,0.039297004637059936,0.1882985877605918,153.81257557868958
175,index_174,64,2,0,0.8,D,C,0,216,43165,43381,"[""C"", ""C""]",24,0.04413094116148725,0.2008518269446312,79.42010593414307
176,index_175,64,1,0,0.8,D,D,1,278,42229,42507,"[""D""]",21,0.03793011299523659,0.1972651871777628,91.4638900756836
177,index_176,64,1,0,0.8,D,D,1,226,45094,45320,"[""D""]",30,0.041340859106734754,0.2019726518717776,91.2370171546936
178,index_177,64,2,0,0.8,C,C,1,237,61912,62149,"[""C"", ""C""]",24,0.0570395477332961,0.2424717925726668,91.09132194519043
179,index_178,64,2,0,0.8,B,A,0,13303,73277,86580,"[""A"", ""B""]",37,0.05867961088549154,0.249495628782784,148.4959259033203
180,index_179,64,1,0,0.8,B,C,0,178,46369,46547,"[""C""]",17,0.040587859555120134,0.1788836583725622,294.75566601753235
181,index_180,64,1,0,0.8,B,C,0,276,41791,42067,"[""C""]",21,0.03389644217491674,0.2038406934170216,159.99350237846375
182,index_181,64,6,0,0.8,B,B,1,275,47090,47365,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",15,0.046659406706408474,0.2337293581409251,76.24331569671631
183,index_182,64,1,0,0.8,A,A,1,113,43242,43355,"[""A""]",27,0.03240720985259564,0.1748486886348352,107.21027612686157
184,index_183,64,1,0,0.8,C,D,0,439,50174,50613,"[""D""]",25,0.04382026179060601,0.2426212358962863,223.3970241546631
185,index_184,64,6,0,0.8,B,B,1,184,38050,38234,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",14,0.055536089348248475,0.1851602779645819,40.3654727935791
186,index_185,64,1,0,0.8,D,B,0,205,43806,44011,"[""B""]",17,0.03564852996154397,0.1938279907345139,88.14794158935547
187,index_186,64,2,0,0.8,D,D,1,11076,55023,66099,"[""B"", ""D""]",24,0.047610512278921005,0.2553239184039453,125.81623125076294
