iteration,question_id,num_detected_t0.65,num_same_answer_t0.65,same_answer_perc_t0.65,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.75,num_same_answer_t0.75,same_answer_perc_t0.75,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.85,num_same_answer_t0.85,same_answer_perc_t0.85,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95
172,index_171,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,3,3,100.00,0,0,
177,index_176,6,0,0.00,6,0,0.00,6,0,0.00,6,0,0.00,5,0,0.00,4,0,0.00,0,0,
179,index_178,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,2,0,0.00,0,0,
180,index_179,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,3,3,100.00
181,index_180,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,6,3,50.00,0,0,
188,index_187,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,3,3,100.00
192,index_191,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,4,4,100.00,2,2,100.00
193,index_192,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,5,5,100.00,3,3,100.00,0,0,
196,index_195,6,6,100.00,6,6,100.00,6,6,100.00,6,6,100.00,5,5,100.00,4,4,100.00,0,0,
197,index_196,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,6,2,33.33,5,2,40.00,2,1,50.00
198,index_197,5,5,100.00,5,5,100.00,5,5,100.00,4,4,100.00,2,2,100.00,0,0,,0,0,
