iteration,question_id,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.92,num_same_answer_t0.92,same_answer_perc_t0.92,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95,num_detected_t0.98,num_same_answer_t0.98,same_answer_perc_t0.98
33,index_32,332,237,71.39,316,224,70.89,141,98,69.50,68,45,66.18,11,9,81.82,0,0,
34,index_33,482,309,64.11,481,309,64.24,408,263,64.46,314,201,64.01,94,53,56.38,8,6,75.00
35,index_34,139,139,100.00,130,130,100.00,104,104,100.00,87,87,100.00,30,30,100.00,1,1,100.00
36,index_35,381,164,43.04,348,153,43.97,102,45,44.12,45,18,40.00,3,2,66.67,1,1,100.00
37,index_36,436,253,58.03,411,241,58.64,182,114,62.64,100,64,64.00,19,12,63.16,2,1,50.00
38,index_37,369,369,100.00,364,364,100.00,263,263,100.00,178,178,100.00,60,60,100.00,8,8,100.00
39,index_38,33,33,100.00,31,31,100.00,16,16,100.00,10,10,100.00,2,2,100.00,0,0,
40,index_39,290,290,100.00,282,282,100.00,141,141,100.00,63,63,100.00,14,14,100.00,3,3,100.00
41,index_40,215,215,100.00,203,203,100.00,136,136,100.00,95,95,100.00,26,26,100.00,2,2,100.00
42,index_41,255,219,85.88,250,214,85.60,181,155,85.64,141,122,86.52,50,45,90.00,6,5,83.33
43,index_42,321,124,38.63,310,119,38.39,226,90,39.82,162,65,40.12,48,25,52.08,0,0,
44,index_43,34,34,100.00,32,32,100.00,19,19,100.00,17,17,100.00,6,6,100.00,2,2,100.00
45,index_44,393,393,100.00,387,387,100.00,310,310,100.00,249,249,100.00,105,105,100.00,21,21,100.00
46,index_45,473,297,62.79,467,294,62.96,325,208,64.00,220,151,68.64,54,41,75.93,3,2,66.67
47,index_46,388,388,100.00,369,369,100.00,213,213,100.00,119,119,100.00,17,17,100.00,2,2,100.00
48,index_47,455,135,29.67,450,134,29.78,269,81,30.11,128,37,28.91,21,2,9.52,2,1,50.00
49,index_48,480,116,24.17,474,114,24.05,384,91,23.70,316,74,23.42,132,32,24.24,14,3,21.43
50,index_49,131,131,100.00,118,118,100.00,41,41,100.00,22,22,100.00,9,9,100.00,2,2,100.00
51,index_50,446,366,82.06,444,365,82.21,418,346,82.78,385,318,82.60,216,174,80.56,21,17,80.95
52,index_51,241,241,100.00,232,232,100.00,125,125,100.00,76,76,100.00,16,16,100.00,4,4,100.00
53,index_52,464,296,63.79,459,293,63.83,368,232,63.04,268,176,65.67,86,57,66.28,3,3,100.00
55,index_54,453,367,81.02,445,360,80.90,288,227,78.82,172,135,78.49,28,21,75.00,1,0,0.00
56,index_55,417,315,75.54,398,298,74.87,217,155,71.43,109,82,75.23,26,20,76.92,2,0,0.00
57,index_56,455,77,16.92,447,75,16.78,365,59,16.16,292,44,15.07,122,24,19.67,11,3,27.27
58,index_57,173,84,48.55,172,84,48.84,154,74,48.05,133,66,49.62,64,34,53.12,0,0,
59,index_58,154,154,100.00,146,146,100.00,107,107,100.00,79,79,100.00,33,33,100.00,3,3,100.00
60,index_59,412,412,100.00,405,405,100.00,316,316,100.00,246,246,100.00,110,110,100.00,12,12,100.00
61,index_60,382,343,89.79,377,338,89.66,255,227,89.02,168,155,92.26,19,17,89.47,1,0,0.00
62,index_61,475,362,76.21,468,357,76.28,255,198,77.65,142,118,83.10,44,32,72.73,6,4,66.67
63,index_62,432,406,93.98,424,398,93.87,284,263,92.61,204,188,92.16,81,76,93.83,13,12,92.31
64,index_63,442,144,32.58,437,142,32.49,373,128,34.32,278,97,34.89,83,30,36.14,8,4,50.00
65,index_64,473,289,61.10,467,286,61.24,340,212,62.35,236,146,61.86,74,46,62.16,5,4,80.00
66,index_65,19,19,100.00,16,16,100.00,5,5,100.00,2,2,100.00,1,1,100.00,1,1,100.00
68,index_67,245,223,91.02,224,206,91.96,83,73,87.95,50,45,90.00,12,11,91.67,2,2,100.00
69,index_68,422,422,100.00,410,410,100.00,285,285,100.00,207,207,100.00,56,56,100.00,0,0,
70,index_69,490,318,64.90,476,312,65.55,245,168,68.57,156,114,73.08,55,39,70.91,8,7,87.50
71,index_70,166,166,100.00,162,162,100.00,119,119,100.00,85,85,100.00,33,33,100.00,7,7,100.00
72,index_71,461,332,72.02,440,318,72.27,181,132,72.93,96,67,69.79,16,13,81.25,2,1,50.00
73,index_72,73,73,100.00,70,70,100.00,41,41,100.00,26,26,100.00,7,7,100.00,0,0,
74,index_73,265,265,100.00,254,254,100.00,204,204,100.00,178,178,100.00,92,92,100.00,4,4,100.00
75,index_74,201,161,80.10,190,152,80.00,57,45,78.95,24,17,70.83,4,3,75.00,0,0,
76,index_75,322,109,33.85,315,107,33.97,198,65,32.83,99,35,35.35,11,3,27.27,0,0,
77,index_76,465,465,100.00,459,459,100.00,355,355,100.00,260,260,100.00,57,57,100.00,10,10,100.00
78,index_77,318,318,100.00,310,310,100.00,213,213,100.00,155,155,100.00,35,35,100.00,2,2,100.00
79,index_78,476,316,66.39,461,306,66.38,276,183,66.30,159,108,67.92,14,11,78.57,2,1,50.00
80,index_79,475,146,30.74,470,145,30.85,401,129,32.17,314,107,34.08,131,46,35.11,20,8,40.00
81,index_80,465,236,50.75,452,230,50.88,276,142,51.45,177,88,49.72,63,36,57.14,20,14,70.00
82,index_81,373,268,71.85,360,257,71.39,248,173,69.76,181,130,71.82,59,45,76.27,6,6,100.00
83,index_82,278,278,100.00,270,270,100.00,206,206,100.00,168,168,100.00,86,86,100.00,21,21,100.00
84,index_83,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
85,index_84,356,308,86.52,351,303,86.32,286,246,86.01,238,203,85.29,118,101,85.59,11,11,100.00
86,index_85,449,312,69.49,440,305,69.32,278,187,67.27,171,112,65.50,28,17,60.71,0,0,
87,index_86,302,302,100.00,279,279,100.00,92,92,100.00,33,33,100.00,4,4,100.00,0,0,
88,index_87,33,27,81.82,30,26,86.67,7,6,85.71,1,0,0.00,0,0,,0,0,
89,index_88,483,191,39.54,478,190,39.75,278,109,39.21,163,74,45.40,46,25,54.35,3,2,66.67
90,index_89,462,462,100.00,452,452,100.00,259,259,100.00,138,138,100.00,35,35,100.00,3,3,100.00
91,index_90,451,372,82.48,442,367,83.03,302,255,84.44,184,159,86.41,40,31,77.50,0,0,
92,index_91,475,174,36.63,474,174,36.71,427,157,36.77,346,125,36.13,90,35,38.89,4,2,50.00
93,index_92,228,195,85.53,220,190,86.36,165,146,88.48,120,106,88.33,42,39,92.86,7,7,100.00
94,index_93,375,311,82.93,369,306,82.93,213,176,82.63,140,116,82.86,43,33,76.74,3,2,66.67
95,index_94,458,222,48.47,450,219,48.67,332,172,51.81,241,127,52.70,76,42,55.26,6,5,83.33
96,index_95,304,304,100.00,294,294,100.00,158,158,100.00,99,99,100.00,34,34,100.00,2,2,100.00
97,index_96,33,33,100.00,28,28,100.00,8,8,100.00,3,3,100.00,0,0,,0,0,
98,index_97,429,222,51.75,420,216,51.43,262,130,49.62,156,84,53.85,30,15,50.00,4,1,25.00
99,index_98,461,163,35.36,453,162,35.76,336,124,36.90,227,86,37.89,28,12,42.86,4,2,50.00
100,index_99,451,155,34.37,432,152,35.19,229,87,37.99,134,51,38.06,28,10,35.71,8,4,50.00
101,index_100,314,289,92.04,306,281,91.83,149,141,94.63,79,76,96.20,16,16,100.00,2,2,100.00
102,index_101,291,291,100.00,284,284,100.00,148,148,100.00,90,90,100.00,16,16,100.00,2,2,100.00
103,index_102,445,216,48.54,434,210,48.39,323,150,46.44,208,96,46.15,19,7,36.84,1,0,0.00
104,index_103,297,249,83.84,292,245,83.90,210,178,84.76,163,139,85.28,75,66,88.00,10,10,100.00
105,index_104,276,276,100.00,268,268,100.00,130,130,100.00,71,71,100.00,18,18,100.00,0,0,
106,index_105,428,207,48.36,421,202,47.98,286,137,47.90,201,107,53.23,88,43,48.86,26,15,57.69
107,index_106,11,11,100.00,10,10,100.00,7,7,100.00,3,3,100.00,0,0,,0,0,
108,index_107,87,87,100.00,69,69,100.00,13,13,100.00,3,3,100.00,0,0,,0,0,
109,index_108,297,255,85.86,281,241,85.77,162,141,87.04,86,77,89.53,15,13,86.67,1,1,100.00
110,index_109,353,353,100.00,351,351,100.00,279,279,100.00,217,217,100.00,84,84,100.00,10,10,100.00
111,index_110,470,173,36.81,464,171,36.85,392,148,37.76,295,111,37.63,99,40,40.40,16,7,43.75
112,index_111,240,240,100.00,221,221,100.00,101,101,100.00,60,60,100.00,16,16,100.00,1,1,100.00
113,index_112,400,400,100.00,353,353,100.00,110,110,100.00,51,51,100.00,16,16,100.00,1,1,100.00
114,index_113,249,249,100.00,238,238,100.00,131,131,100.00,88,88,100.00,19,19,100.00,2,2,100.00
115,index_114,241,241,100.00,227,227,100.00,143,143,100.00,110,110,100.00,32,32,100.00,1,1,100.00
116,index_115,475,270,56.84,470,267,56.81,338,186,55.03,239,135,56.49,96,57,59.38,16,12,75.00
117,index_116,463,463,100.00,459,459,100.00,394,394,100.00,332,332,100.00,139,139,100.00,17,17,100.00
118,index_117,417,348,83.45,400,334,83.50,178,146,82.02,80,60,75.00,9,5,55.56,1,0,0.00
119,index_118,395,310,78.48,362,286,79.01,79,60,75.95,35,29,82.86,6,6,100.00,2,2,100.00
120,index_119,62,62,100.00,54,54,100.00,29,29,100.00,16,16,100.00,6,6,100.00,0,0,
121,index_120,445,325,73.03,433,319,73.67,281,207,73.67,168,126,75.00,39,30,76.92,5,5,100.00
122,index_121,475,223,46.95,469,221,47.12,321,148,46.11,204,99,48.53,79,35,44.30,14,7,50.00
123,index_122,239,239,100.00,226,226,100.00,193,193,100.00,179,179,100.00,87,87,100.00,11,11,100.00
124,index_123,254,244,96.06,228,220,96.49,100,99,99.00,53,53,100.00,10,10,100.00,2,2,100.00
125,index_124,128,128,100.00,112,112,100.00,64,64,100.00,47,47,100.00,25,25,100.00,1,1,100.00
126,index_125,469,151,32.20,469,151,32.20,417,137,32.85,336,112,33.33,114,44,38.60,11,6,54.55
127,index_126,443,291,65.69,439,289,65.83,299,202,67.56,183,125,68.31,53,33,62.26,9,5,55.56
128,index_127,424,178,41.98,403,171,42.43,206,86,41.75,102,44,43.14,12,3,25.00,0,0,
129,index_128,449,235,52.34,433,226,52.19,218,117,53.67,114,53,46.49,18,7,38.89,3,0,0.00
130,index_129,333,171,51.35,324,167,51.54,238,123,51.68,186,102,54.84,55,31,56.36,1,1,100.00
131,index_130,457,253,55.36,453,251,55.41,301,170,56.48,195,116,59.49,47,28,59.57,4,2,50.00
132,index_131,460,232,50.43,453,230,50.77,361,177,49.03,284,138,48.59,100,48,48.00,7,5,71.43
133,index_132,277,277,100.00,266,266,100.00,186,186,100.00,135,135,100.00,54,54,100.00,0,0,
134,index_133,373,373,100.00,364,364,100.00,269,269,100.00,213,213,100.00,93,93,100.00,1,1,100.00
135,index_134,108,108,100.00,99,99,100.00,31,31,100.00,13,13,100.00,2,2,100.00,0,0,
136,index_135,68,68,100.00,65,65,100.00,38,38,100.00,25,25,100.00,11,11,100.00,4,4,100.00
137,index_136,323,296,91.64,316,289,91.46,187,166,88.77,116,102,87.93,64,55,85.94,42,38,90.48
138,index_137,72,72,100.00,70,70,100.00,30,30,100.00,15,15,100.00,0,0,,0,0,
139,index_138,429,316,73.66,416,308,74.04,227,165,72.69,119,84,70.59,25,20,80.00,3,3,100.00
140,index_139,439,157,35.76,426,155,36.38,234,76,32.48,141,47,33.33,50,15,30.00,15,5,33.33
141,index_140,388,127,32.73,339,114,33.63,49,12,24.49,22,5,22.73,3,1,33.33,0,0,
142,index_141,26,26,100.00,24,24,100.00,10,10,100.00,7,7,100.00,0,0,,0,0,
143,index_142,422,422,100.00,421,421,100.00,314,314,100.00,243,243,100.00,68,68,100.00,8,8,100.00
144,index_143,382,330,86.39,374,323,86.36,250,213,85.20,182,148,81.32,46,40,86.96,1,1,100.00
145,index_144,464,199,42.89,461,199,43.17,408,182,44.61,330,150,45.45,120,53,44.17,6,3,50.00
146,index_145,403,377,93.55,394,368,93.40,272,253,93.01,187,175,93.58,60,55,91.67,3,3,100.00
147,index_146,328,328,100.00,313,313,100.00,225,225,100.00,174,174,100.00,71,71,100.00,4,4,100.00
148,index_147,444,128,28.83,432,125,28.94,252,73,28.97,119,36,30.25,39,10,25.64,3,0,0.00
149,index_148,55,55,100.00,46,46,100.00,14,14,100.00,7,7,100.00,0,0,,0,0,
150,index_149,477,251,52.62,470,247,52.55,254,142,55.91,130,66,50.77,22,13,59.09,6,2,33.33
151,index_150,262,262,100.00,248,248,100.00,158,158,100.00,101,101,100.00,41,41,100.00,3,3,100.00
152,index_151,1,1,100.00,0,0,,0,0,,0,0,,0,0,,0,0,
153,index_152,442,244,55.20,434,242,55.76,331,193,58.31,236,140,59.32,48,32,66.67,2,1,50.00
154,index_153,370,189,51.08,349,177,50.72,163,81,49.69,93,49,52.69,15,9,60.00,1,1,100.00
155,index_154,79,79,100.00,74,74,100.00,48,48,100.00,31,31,100.00,8,8,100.00,1,1,100.00
156,index_155,441,363,82.31,437,359,82.15,273,222,81.32,179,148,82.68,69,56,81.16,13,11,84.62
157,index_156,4,4,100.00,4,4,100.00,4,4,100.00,4,4,100.00,4,4,100.00,0,0,
158,index_157,359,243,67.69,356,241,67.70,290,192,66.21,218,141,64.68,43,24,55.81,1,0,0.00
159,index_158,413,199,48.18,398,189,47.49,241,119,49.38,154,74,48.05,40,15,37.50,2,0,0.00
160,index_159,333,108,32.43,325,104,32.00,245,85,34.69,181,63,34.81,52,18,34.62,0,0,
161,index_160,257,232,90.27,248,224,90.32,173,160,92.49,113,108,95.58,32,32,100.00,0,0,
162,index_161,143,143,100.00,139,139,100.00,84,84,100.00,59,59,100.00,14,14,100.00,0,0,
163,index_162,448,392,87.50,446,390,87.44,399,349,87.47,338,294,86.98,129,115,89.15,7,6,85.71
164,index_163,352,352,100.00,335,335,100.00,207,207,100.00,141,141,100.00,55,55,100.00,3,3,100.00
165,index_164,393,232,59.03,379,225,59.37,258,148,57.36,182,104,57.14,79,48,60.76,9,8,88.89
166,index_165,205,161,78.54,171,135,78.95,37,29,78.38,11,10,90.91,4,3,75.00,2,2,100.00
167,index_166,483,194,40.17,475,191,40.21,351,141,40.17,282,105,37.23,123,46,37.40,16,6,37.50
168,index_167,139,115,82.73,130,108,83.08,58,50,86.21,25,22,88.00,3,2,66.67,0,0,
169,index_168,254,211,83.07,242,199,82.23,151,128,84.77,92,78,84.78,13,11,84.62,1,1,100.00
170,index_169,137,137,100.00,129,129,100.00,78,78,100.00,50,50,100.00,12,12,100.00,1,1,100.00
171,index_170,421,185,43.94,391,167,42.71,148,75,50.68,76,45,59.21,10,5,50.00,1,1,100.00
172,index_171,220,220,100.00,217,217,100.00,177,177,100.00,153,153,100.00,111,111,100.00,41,41,100.00
173,index_172,241,226,93.78,230,215,93.48,158,149,94.30,119,114,95.80,33,33,100.00,1,1,100.00
174,index_173,331,105,31.72,308,101,32.79,179,64,35.75,119,41,34.45,29,6,20.69,5,0,0.00
175,index_174,130,108,83.08,121,102,84.30,53,45,84.91,28,25,89.29,3,2,66.67,1,0,0.00
176,index_175,277,277,100.00,264,264,100.00,165,165,100.00,121,121,100.00,37,37,100.00,0,0,
177,index_176,229,171,74.67,215,160,74.42,108,88,81.48,76,64,84.21,20,16,80.00,1,1,100.00
178,index_177,180,180,100.00,168,168,100.00,101,101,100.00,72,72,100.00,22,22,100.00,4,4,100.00
179,index_178,231,200,86.58,226,195,86.28,169,148,87.57,145,129,88.97,51,48,94.12,1,1,100.00
180,index_179,475,234,49.26,472,232,49.15,386,188,48.70,312,153,49.04,109,56,51.38,10,5,50.00
181,index_180,424,0,0.00,414,0,0.00,319,0,0.00,225,0,0.00,59,0,0.00,6,0,0.00
182,index_181,32,0,0.00,32,0,0.00,18,0,0.00,15,0,0.00,6,0,0.00,0,0,
183,index_182,428,0,0.00,408,0,0.00,258,0,0.00,182,0,0.00,54,0,0.00,2,0,0.00
184,index_183,437,0,0.00,430,0,0.00,289,0,0.00,162,0,0.00,21,0,0.00,0,0,
185,index_184,68,0,0.00,61,0,0.00,25,0,0.00,14,0,0.00,4,0,0.00,0,0,
186,index_185,372,0,0.00,359,0,0.00,187,0,0.00,92,0,0.00,21,0,0.00,11,0,0.00
187,index_186,223,0,0.00,200,0,0.00,66,0,0.00,27,0,0.00,4,0,0.00,0,0,
188,index_187,474,149,31.43,467,144,30.84,401,121,30.17,349,99,28.37,196,57,29.08,35,11,31.43
189,index_188,21,0,0.00,20,0,0.00,3,0,0.00,0,0,,0,0,,0,0,
190,index_189,306,0,0.00,282,0,0.00,145,0,0.00,83,0,0.00,19,0,0.00,0,0,
191,index_190,473,0,0.00,471,0,0.00,345,0,0.00,243,0,0.00,68,0,0.00,6,0,0.00
192,index_191,359,0,0.00,355,0,0.00,277,0,0.00,228,0,0.00,65,0,0.00,1,0,0.00
193,index_192,109,0,0.00,97,0,0.00,64,0,0.00,46,0,0.00,4,0,0.00,0,0,
194,index_193,115,0,0.00,109,0,0.00,59,0,0.00,43,0,0.00,22,0,0.00,3,0,0.00
195,index_194,223,0,0.00,219,0,0.00,165,0,0.00,117,0,0.00,30,0,0.00,0,0,
196,index_195,199,0,0.00,185,0,0.00,87,0,0.00,57,0,0.00,21,0,0.00,1,0,0.00
197,index_196,456,0,0.00,453,0,0.00,362,0,0.00,308,0,0.00,162,0,0.00,25,0,0.00
198,index_197,317,0,0.00,295,0,0.00,138,0,0.00,94,0,0.00,35,0,0.00,7,0,0.00
