iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
14,index_13,699,699,1,16,275631,8,"['905', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '905', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '249', '699', '629', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699', '699']",False,1110.0364133242904,27.48356651277291
15,index_14,294,294,1,8,56379,8,"['294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294', '294']",False,555.0182066621452,27.48356651277291
16,index_15,110,110,1,64,727930,8,"['134', '155', '134', '134', '134', '134', '155', '134', '110', '110', '155', '110', '155', '134', '110', '155', '155', '110', '110', '110', '110', '134', '155', '179', '110', '110', '110', '134', '110', '110', '110', '155', '110', '155', '110', '134', '134', '110', '110', '110', '110', '110', '110', '110', '155', '110', '110', '110', '134', '155', '110', '110', '110', '110', '110', '134', '179', '110', '155', '110', '155', '110', '110', '110']",False,4440.1456532971615,27.48356651277291
17,index_16,721,721,1,8,77940,8,"['721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721', '721']",False,555.0182066621452,27.48356651277291
18,index_17,315,15,0,64,1686530,8,"['33', '15', '52', '6', '15', '66', '16', '15', '27', '21', '99', '8', '52', '13', '9', '40', '66', '3', '15', '60', '15', '6', '15', '12', '12', '15', '9', '15', '15', '15', '3', '6', '27', '12', '15', '15', '15', '15', '15', '15', '16', '36', '75', '16', '15', '15', '3', '21', '36', '27', '9', '15', '9', '15', '27', '180', '3', '18', '9', '15', '15', '3', '33', '51']",False,4440.1456532971615,27.48356651277291
19,index_18,468,468,1,8,70594,8,"['468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '456', '468', '468', '468', '468', '180', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '468', '442', '468', '468', '468', '468', '468']",False,555.0182066621452,27.48356651277291
20,index_19,902,1022,0,64,1374603,8,"['1022', '1922', '1022', '122', '34', '1022', '1022', '1022', '36184', '902', '62', '1023', '1024', '124', '1024', '1922', '1023', '122', '216', '1146', '70', '1022', '2', '1022', '1024', '1022', '1022', '1024', '1024', '1022', '1022', '1024', '1023', '1024', '255900', '126', '1024', '14528', '36', '1022', '1022', '1022', '1860', '35586', '1024', '126', '2', '1024', '1802', '58', '50', '62', '32402', '1022', '36', '14528', '1022', '62', '1024', '32850', '1024', '1022', '1022', '1022']",False,4440.1456532971615,27.48356651277291
21,index_20,211,211,1,32,769365,8,"['211', '211', '211', '211', '211', '85', '211', '61', '211', '211', '211', '61', '211', '211', '61', '61', '361', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '361', '2311', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211', '211']",False,2220.0728266485808,27.48356651277291
22,index_21,80,80,1,32,635102,8,"['80', '80', '120', '80', '80', '80', '80', '80', '80', '80', '80', '160', '80', '80', '80', '80', '80', '80', '80', '120', '80', '160', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '120', '90', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '80', '160']",False,2220.0728266485808,27.48356651277291
23,index_22,480,480,1,8,75255,8,"['480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '480', '880', '480', '480']",False,555.0182066621452,27.48356651277291
24,index_23,236,236,1,16,169819,8,"['236', '236', '236', '236', '236', '236', '246', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '246', '236', '236', '236', '236', '236', '236', '208', '236', '236', '236', '246', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236', '236']",False,1110.0364133242904,27.48356651277291
25,index_24,73,73,1,8,48313,8,"['73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73', '73']",False,555.0182066621452,27.48356651277291
26,index_25,113,113,1,8,113458,8,"['113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '3268', '113', '113', '113', '113', '113', '113', '113', '113', '113', '113', '3268', '113', '113', '113', '113', '113', '113', '113', '113', '113', '3268', '3268', '113', '3268', '113', '113', '3268', '913']",False,555.0182066621452,27.48356651277291
27,index_26,127,7,0,62,1718346,8,"['83', '127', '55', '127', '7', '43', '29', '127', '7', '9631', '41', '31', '97', '481', '47', '127', '7', '127', '127', '127', '127', '127', '155', '25', '127', '55', '161', '1', '7', '4', '7', '35', '7', '181', '127', '55', '353', '7', '7', '47', '7', '17', '127', '29', '47', '481', '127', '7', '7', '7', '17', '7', '31', '7', '29', '31', '47', '127', '7', '127', '877', '31']",False,3885.1274466350164,27.48356651277291
28,index_27,104,104,1,8,69253,8,"['104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '839', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '125', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104']",False,555.0182066621452,27.48356651277291
29,index_28,104,104,1,16,165733,8,"['104', '104', '104', '104', '104', '104', '291', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '107', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '291', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '104', '291', '104', '104', '104', '104', '104', '104', '104', '104', '104']",False,1110.0364133242904,27.48356651277291
30,index_29,321,321,1,8,72127,8,"['321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321', '321']",False,555.0182066621452,27.48356651277291
