iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
22,aqua_rat_test_21,64,8,8,True,A,A,1,141,27282,27423,,,0.0448846324056788,0.0926179604261796,95.1961920261383,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
23,aqua_rat_test_22,64,8,8,True,E,E,1,142,20509,20651,,,0.0371083708102528,0.0676560121765601,65.51106142997742,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
24,aqua_rat_test_23,64,8,8,True,A,A,1,144,13709,13853,,,0.0281938462313474,0.0542617960426179,37.19221496582031,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
25,aqua_rat_test_24,64,8,8,True,D,D,1,137,6258,6395,,,0.0123782776394077,0.0274733637747336,18.150969982147217,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
26,aqua_rat_test_25,64,8,8,True,D,D,1,123,6090,6213,,,0.0134889245834511,0.0265601217656011,15.64417028427124,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
27,aqua_rat_test_26,64,8,8,True,C,C,1,109,5055,5164,,,0.0123528349946849,0.0230593607305935,11.907044410705566,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
28,aqua_rat_test_27,64,8,8,True,A,A,1,136,9175,9311,,,0.0193012947930843,0.0359969558599695,24.47506880760193,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
29,aqua_rat_test_28,64,8,8,True,B,B,1,127,6964,7091,,,0.0151238346427717,0.0280060882800609,18.55324530601501,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
30,aqua_rat_test_29,64,8,8,True,A,A,1,112,4442,4554,,,0.0086613431521771,0.0167427701674277,13.93252658843994,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
31,aqua_rat_test_30,64,8,8,True,B,B,1,121,5886,6007,,,0.0126832960011376,0.0267884322678843,15.614230632781982,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
32,aqua_rat_test_31,64,8,8,True,A,A,1,141,5677,5818,,,0.0125192012288785,0.0232115677321156,15.0669207572937,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
33,aqua_rat_test_32,64,8,64,False,B,C,0,131,704493,704624,,,0.1839513313185992,0.3793759512937595,2049.4197945594788,"[""D"", ""A"", ""E"", ""D"", ""C"", ""C"", ""C"", ""A"", ""E"", ""C"", ""C"", ""A"", ""A"", ""D"", ""E"", ""C"", ""E"", ""C"", ""A"", ""A"", ""D"", ""C"", ""C"", ""C"", ""E"", ""A"", ""D"", ""E"", ""B"", ""D"", ""E"", ""A"", ""B"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""E"", ""D"", ""A"", ""E"", ""A"", ""D"", ""A"", ""D"", ""A""]"
34,aqua_rat_test_33,64,8,8,True,B,B,1,133,5490,5623,,,0.0126589090194922,0.0250380517503805,13.549329042434692,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
35,aqua_rat_test_34,64,8,8,True,B,B,1,143,6947,7090,,,0.0158301351652803,0.0299086757990867,17.655041933059692,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
36,aqua_rat_test_35,64,8,8,True,A,A,1,118,6201,6319,,,0.0121057972175491,0.0219178082191781,18.79706072807312,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
37,aqua_rat_test_36,64,8,8,True,D,D,1,144,7754,7898,,,0.0169722626050116,0.0341704718417047,20.46510076522827,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
38,aqua_rat_test_37,64,8,8,True,A,A,1,127,10402,10529,,,0.0193866914054998,0.0395738203957382,31.924792766571045,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
39,aqua_rat_test_38,64,8,8,True,D,D,1,132,6538,6670,,,0.0146866733409843,0.0292998477929984,16.455156564712524,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
40,aqua_rat_test_39,64,8,8,True,A,A,1,126,17600,17726,,,0.0315662489029912,0.0634703196347031,57.0182204246521,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
41,aqua_rat_test_40,64,8,8,True,A,A,1,130,18273,18403,,,0.0336544328858675,0.0585235920852359,59.25870704650879,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
42,aqua_rat_test_41,64,8,8,True,A,A,1,145,18024,18169,,,0.0240660844323416,0.0562404870624049,90.25338292121889,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
43,aqua_rat_test_42,64,8,8,True,C,C,1,89,5065,5154,,,0.0106091700442939,0.0205479452054794,13.923995018005373,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
44,aqua_rat_test_43,64,8,8,True,A,A,1,127,11503,11630,,,0.0228504903684411,0.045662100456621,33.37962317466736,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
45,aqua_rat_test_44,64,8,8,True,B,B,1,129,7557,7686,,,0.0164840592541583,0.0289193302891933,19.455791473388672,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
46,aqua_rat_test_45,64,8,8,True,B,B,1,123,10241,10364,,,0.0188735428122938,0.0389649923896499,31.71825218200684,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
47,aqua_rat_test_46,64,8,8,True,E,E,1,132,6106,6238,,,0.0119989852866564,0.0226027397260274,18.22151279449463,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
48,aqua_rat_test_47,64,8,8,True,A,A,1,148,7244,7392,,,0.0154894427954202,0.0281582952815829,19.392155647277832,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
49,aqua_rat_test_48,64,8,8,True,D,D,1,109,33270,33379,,,0.0555863876457029,0.082724505327245,152.10843777656555,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
50,aqua_rat_test_49,64,8,8,True,B,B,1,115,6706,6821,,,0.0118105243334536,0.0261796042617959,21.884179830551147,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
51,aqua_rat_test_50,64,8,8,True,C,C,1,121,8425,8546,,,0.0186700282634989,0.0309741248097412,21.82877230644226,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
52,aqua_rat_test_51,64,8,8,True,C,C,1,127,7167,7294,,,0.0141014664559184,0.0261796042617959,21.742001056671143,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
53,aqua_rat_test_52,64,8,8,True,B,B,1,103,7518,7621,,,0.0168874950832007,0.0321917808219177,18.901131629943848,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
54,aqua_rat_test_53,64,8,8,True,A,A,1,102,5486,5588,,,0.0126629907984845,0.0230593607305935,13.603371858596802,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
55,aqua_rat_test_54,64,8,40,True,D,D,1,144,268720,268864,,,0.1044124636934984,0.2289954337899543,1067.123422622681,"[""D"", ""B"", ""D"", ""C"", ""D"", ""C"", ""D"", ""D"", ""D"", ""C"", ""C"", ""C"", ""B"", ""D"", ""C"", ""D"", ""E"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""E"", ""D"", ""D"", ""D"", ""C"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
56,aqua_rat_test_55,64,8,8,True,A,A,1,117,5485,5602,,,0.0123425173166497,0.0219178082191781,13.977850914001465,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
57,aqua_rat_test_56,64,8,8,True,A,A,1,128,26238,26366,,,0.0437273619444636,0.0852359208523592,91.76325178146362,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
58,aqua_rat_test_57,64,8,8,True,D,D,1,119,6768,6887,,,0.0132898494366737,0.0267884322678843,19.808876037597656,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
59,aqua_rat_test_58,64,8,8,True,D,D,1,130,16369,16499,,,0.0333289948914846,0.0571537290715372,45.12172889709473,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
60,aqua_rat_test_59,64,8,64,False,C,C,1,107,767352,767459,,,0.1976482976620408,0.4181887366818874,2327.933647632599,"[""B"", ""C"", ""B"", ""A"", ""C"", ""C"", ""C"", ""A"", ""C"", ""A"", ""C"", ""C"", ""E"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""E"", ""C"", ""C"", ""C"", ""B"", ""D"", ""C"", ""C"", ""A"", ""A"", ""C"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""A"", ""B"", ""C"", ""C""]"
61,aqua_rat_test_60,64,8,8,True,E,E,1,138,11189,11327,,,0.0207314116824126,0.0390410958904109,35.973068952560425,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
62,aqua_rat_test_61,64,8,8,True,D,D,1,117,15664,15781,,,0.0222030543628887,0.0450532724505327,74.57180690765381,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
63,aqua_rat_test_62,64,8,8,True,B,B,1,131,8449,8580,,,0.0159805580377477,0.0311263318112633,26.313990116119385,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
64,aqua_rat_test_63,64,8,8,True,C,C,1,119,8084,8203,,,0.0157014253138915,0.0340943683409437,23.569702625274655,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
65,aqua_rat_test_64,64,8,8,True,D,B,0,162,7384,7546,,,0.0150724140236126,0.0296042617960425,20.83830952644348,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
66,aqua_rat_test_65,64,8,8,True,C,C,1,112,10150,10262,,,0.019984751809119,0.0404109589041096,29.53143620491028,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
67,aqua_rat_test_66,64,8,8,True,C,C,1,150,11107,11257,,,0.0187712211684813,0.0324200913242008,42.236157178878784,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
68,aqua_rat_test_67,64,8,64,False,B,B,1,127,246445,246572,,,0.0544317395810943,0.1224505327245053,867.6979687213898,"[""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""C"", ""C"", ""B"", ""B"", ""B"", ""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""B"", ""C"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""C"", ""C"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""B"", ""B"", ""C"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B""]"
69,aqua_rat_test_68,64,8,8,True,A,A,1,128,14104,14232,,,0.0258116915856694,0.0493150684931507,45.69549036026001,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
70,aqua_rat_test_69,64,8,40,True,C,C,1,131,412114,412245,,,0.1709062688581662,0.3599695585996956,1219.0775122642517,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""E"", ""C"", ""C"", ""C"", ""C"", ""C"", ""E"", ""C"", ""E"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""E"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""E"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
71,aqua_rat_test_70,64,8,8,True,C,C,1,122,6944,7066,,,0.0129045782938412,0.0273972602739726,21.602628231048584,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
72,aqua_rat_test_71,64,8,8,True,A,A,1,144,8564,8708,,,0.0191395100232534,0.0357686453576864,22.04987907409668,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
73,aqua_rat_test_72,64,8,8,True,B,B,1,100,3145,3245,,,0.0063139177969653,0.0136225266362253,9.30279278755188,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
74,aqua_rat_test_73,64,8,8,True,B,B,1,106,4615,4721,,,0.008733873305791,0.0187975646879756,14.392848014831545,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
75,aqua_rat_test_74,64,8,8,True,E,E,1,147,12873,13020,,,0.0247359260530539,0.0421613394216133,39.06660151481629,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
76,aqua_rat_test_75,64,8,8,True,C,C,1,117,9367,9484,,,0.0190081108412989,0.0353120243531202,26.030193567276,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
77,aqua_rat_test_76,64,8,8,True,E,E,1,204,6969,7173,,,0.0151844166058403,0.0292998477929984,19.04678201675415,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
78,aqua_rat_test_77,64,8,8,True,B,B,1,163,36249,36412,,,0.0720594684877628,0.1324200913242009,105.31526803970335,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
79,aqua_rat_test_78,64,8,8,True,A,A,1,144,9713,9857,,,0.0148584386904918,0.030517503805175,41.6273934841156,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
80,aqua_rat_test_79,64,8,8,True,D,D,1,140,26234,26374,,,0.0436928050938997,0.0691780821917807,103.51719999313354,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
81,aqua_rat_test_80,64,8,8,True,B,B,1,169,12795,12964,,,0.0276541758990618,0.0550228310502283,33.38726806640625,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
82,aqua_rat_test_81,64,8,8,True,A,A,1,124,5223,5347,,,0.0088849123095698,0.0200913242009131,18.92831897735596,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
83,aqua_rat_test_82,64,8,8,True,A,A,1,121,56074,56195,,,0.1174216593602857,0.1971841704718416,159.07019019126892,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
84,aqua_rat_test_83,64,8,8,True,A,A,1,135,11691,11826,,,0.025141443536919,0.0481735159817351,30.417279481887817,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
85,aqua_rat_test_84,64,8,8,True,A,A,1,101,6337,6438,,,0.011489566538689,0.0232115677321156,20.45286512374878,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
86,aqua_rat_test_85,64,8,8,True,A,A,1,120,19868,19988,,,0.0438618476232672,0.0821917808219178,50.32818675041199,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
87,aqua_rat_test_86,64,8,8,True,E,E,1,124,16743,16867,,,0.0353464252129583,0.06103500761035,45.06500720977783,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
88,aqua_rat_test_87,64,8,8,True,B,B,1,103,5873,5976,,,0.0112242319457374,0.0233637747336377,17.889793634414673,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
89,aqua_rat_test_88,64,8,8,True,B,B,1,128,9400,9528,,,0.0167140317825248,0.0322678843226788,32.5494544506073,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
90,aqua_rat_test_89,64,8,8,True,B,B,1,121,14465,14586,,,0.0251825913954588,0.0581430745814307,46.92984056472778,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
91,aqua_rat_test_90,64,8,8,True,B,B,1,111,9525,9636,,,0.0192974621651248,0.0351598173515981,27.404330253601078,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
92,aqua_rat_test_91,64,8,8,True,B,B,1,179,8729,8908,,,0.0205666972111707,0.0362252663622526,21.15340137481689,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
93,aqua_rat_test_92,64,8,8,True,A,A,1,155,8172,8327,,,0.0177435281012331,0.0321917808219177,21.841931104660038,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
94,aqua_rat_test_93,64,8,8,True,D,D,1,113,12169,12282,,,0.0251153108357517,0.0487062404870624,32.963782787323,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
95,aqua_rat_test_94,64,8,8,True,A,A,1,132,9516,9648,,,0.015050247735279,0.0317351598173516,37.793418407440186,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
96,aqua_rat_test_95,64,8,16,True,A,A,1,133,27274,27407,,,0.0274922375860412,0.0554794520547945,75.66966819763184,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
97,aqua_rat_test_96,64,8,8,True,C,C,1,107,4858,4965,,,0.0111559096257434,0.0200152207001521,12.387361526489258,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
98,aqua_rat_test_97,64,8,8,True,E,E,1,140,7468,7608,,,0.0173886629908894,0.0294520547945205,18.50277137756348,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
99,aqua_rat_test_98,64,8,8,True,D,D,1,144,5573,5717,,,0.013109228798998,0.0225266362252664,14.217579364776611,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
100,aqua_rat_test_99,64,8,8,True,E,E,1,126,5552,5678,,,0.0113981038308484,0.0231354642313545,15.89626693725586,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
101,aqua_rat_test_100,64,8,8,True,A,A,1,114,4537,4651,,,0.0085610004485326,0.0179604261796042,14.375450134277344,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
102,aqua_rat_test_101,64,8,8,True,C,C,1,130,18864,18994,,,0.0380836859663881,0.0767884322678843,52.256749868392944,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
103,aqua_rat_test_102,64,8,8,True,D,D,1,119,9064,9183,,,0.0151065449010654,0.0310502283105023,32.11290383338928,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
104,aqua_rat_test_103,64,8,8,True,E,E,1,129,8533,8662,,,0.0164367280011512,0.0317351598173516,25.37411642074585,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
105,aqua_rat_test_104,64,8,8,True,A,E,0,162,12869,13031,,,0.0262565390818305,0.0471080669710807,36.068227767944336,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
106,aqua_rat_test_105,64,8,8,True,B,B,1,121,11867,11988,,,0.0229854603276199,0.0444444444444444,34.86474251747131,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
107,aqua_rat_test_106,64,8,56,True,D,E,0,144,568693,568837,,,0.1668523984282817,0.3592846270928462,1691.5597021579742,"[""E"", ""D"", ""E"", ""E"", ""E"", ""D"", ""D"", ""D"", ""D"", ""E"", ""D"", ""D"", ""D"", ""E"", ""D"", ""E"", ""D"", ""D"", ""D"", ""D"", ""E"", ""D"", ""E"", ""E"", ""E"", ""E"", ""D"", ""D"", ""E"", ""E"", ""E"", ""D"", ""E"", ""D"", ""E"", ""E"", ""E"", ""E"", ""D"", ""E"", ""D"", ""E"", ""E"", ""E"", ""D"", ""D"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
108,aqua_rat_test_107,64,8,8,True,B,B,1,117,9916,10033,,,0.0196213150570989,0.0378234398782344,28.27659273147583,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
109,aqua_rat_test_108,64,8,24,True,D,D,1,108,74006,74114,,,0.037759635879159,0.0660578386605783,493.7988877296448,"[""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
110,aqua_rat_test_109,64,8,8,True,B,B,1,140,16968,17108,,,0.0286591700196137,0.0518264840182648,62.43477296829224,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
111,aqua_rat_test_110,64,8,8,True,A,A,1,130,12804,12934,,,0.0260721527263953,0.0469558599695586,35.19969582557678,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
112,aqua_rat_test_111,64,8,8,True,D,D,1,128,7722,7850,,,0.0158001972293738,0.0292237442922373,22.23477506637573,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
113,aqua_rat_test_112,64,8,64,False,C,D,0,102,461494,461596,,,0.1114282902156571,0.2757229832572299,1427.3930249214172,"[""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""E"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""E"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""E"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""E"", ""D"", ""D"", ""E"", ""D"", ""D"", ""B"", ""B"", ""D""]"
