iteration,question_id,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.92,num_same_answer_t0.92,same_answer_perc_t0.92,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95,num_detected_t0.98,num_same_answer_t0.98,same_answer_perc_t0.98
92,index_91,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
93,index_92,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,,0,0,
94,index_93,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
95,index_94,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
96,index_95,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
97,index_96,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
98,index_97,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
99,index_98,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
100,index_99,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
101,index_100,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
102,index_101,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
103,index_102,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
104,index_103,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
105,index_104,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
106,index_105,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
107,index_106,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
108,index_107,1,1,100.00,0,0,,0,0,,0,0,,0,0,,0,0,
109,index_108,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
110,index_109,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
111,index_110,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
112,index_111,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
113,index_112,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
114,index_113,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
115,index_114,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
116,index_115,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
117,index_116,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
118,index_117,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
119,index_118,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
120,index_119,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
121,index_120,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
122,index_121,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
123,index_122,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
124,index_123,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
125,index_124,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
126,index_125,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
127,index_126,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,,0,0,
128,index_127,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,
129,index_128,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
130,index_129,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
131,index_130,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
132,index_131,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
133,index_132,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
134,index_133,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
135,index_134,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
136,index_135,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
137,index_136,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
138,index_137,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
139,index_138,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
140,index_139,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,
141,index_140,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
142,index_141,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
143,index_142,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
144,index_143,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
145,index_144,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
146,index_145,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
147,index_146,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
148,index_147,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,
149,index_148,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
150,index_149,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
151,index_150,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
152,index_151,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
153,index_152,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
154,index_153,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
155,index_154,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
156,index_155,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
157,index_156,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
158,index_157,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
159,index_158,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,
160,index_159,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,
161,index_160,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
162,index_161,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
163,index_162,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
164,index_163,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
165,index_164,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
166,index_165,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,,0,0,
167,index_166,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
168,index_167,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
169,index_168,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
170,index_169,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
171,index_170,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
172,index_171,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
173,index_172,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
174,index_173,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
175,index_174,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
176,index_175,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
177,index_176,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
178,index_177,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,,0,0,
179,index_178,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
180,index_179,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
181,index_180,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
182,index_181,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
183,index_182,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
184,index_183,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
185,index_184,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
186,index_185,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
187,index_186,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,,0,0,
188,index_187,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,,0,0,
189,index_188,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
190,index_189,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
191,index_190,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
192,index_191,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
193,index_192,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
194,index_193,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
195,index_194,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
196,index_195,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
197,index_196,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,
198,index_197,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
