iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
22,index_21,16,2,8,True,D,D,1,142,18110,18252,,,0.010662197815573166,0.0268070847295356,252.54543018341064,"[""D"", ""C"", ""C"", ""D"", ""D"", ""C"", ""D"", ""D""]"
23,index_22,16,2,6,True,C,B,0,280,66316,66596,,,0.03827533436892973,0.0841910004786979,801.4925546646118,"[""D"", ""B"", ""B"", ""D"", ""B"", ""B""]"
24,index_23,16,2,8,True,B,A,0,230,108453,108683,,,0.050240313515811326,0.1090234561991383,1211.3075549602509,"[""D"", ""A"", ""D"", ""A"", ""B"", ""A"", ""A"", ""A""]"
25,index_24,16,2,2,True,B,B,1,368,21047,21415,,,0.03655353134837477,0.0686333173767352,253.06749963760376,"[""B"", ""B""]"
26,index_25,16,2,2,True,D,D,1,377,20417,20794,,,0.03437947117040775,0.0613930110100526,260.5346667766571,"[""D"", ""D""]"
27,index_26,16,2,2,True,A,A,1,169,6971,7140,,,0.011728112988602775,0.019566778362853,89.19689965248108,"[""A"", ""A""]"
28,index_27,16,2,2,True,A,A,1,332,19522,19854,,,0.03738452759871793,0.0733604595500239,208.57741284370422,"[""A"", ""A""]"
29,index_28,16,2,16,True,A,A,1,408,151956,152364,,,0.03354908591427303,0.0685136428913355,2059.470172405243,"[""A"", ""D"", ""A"", ""B"", ""A"", ""D"", ""A"", ""B"", ""D"", ""A"", ""D"", ""A"", ""D"", ""A"", ""A"", ""A""]"
30,index_29,16,2,2,True,A,C,0,106,13906,14012,,,0.024792444502932765,0.0485280038295835,155.86458468437195,"[""C"", ""C""]"
31,index_30,16,2,4,True,C,A,0,140,32099,32239,,,0.026897653675934954,0.0557084729535662,397.25868701934814,"[""A"", ""B"", ""A"", ""A""]"
32,index_31,16,2,2,True,C,C,1,161,30044,30205,,,0.05111655529489269,0.0979535662996649,361.22758054733276,"[""C"", ""C""]"
33,index_32,16,2,2,True,C,A,0,327,7232,7559,,,0.013306256838133754,0.0241144088080421,84.72898721694946,"[""A"", ""A""]"
34,index_33,16,2,6,True,A,C,0,477,68193,68670,,,0.042949666681849255,0.0896960268070847,752.0335259437561,"[""C"", ""A"", ""D"", ""A"", ""C"", ""C""]"
35,index_34,16,2,2,True,C,C,1,323,5455,5778,,,0.010419529310039314,0.0188487314504547,62.705780029296875,"[""C"", ""C""]"
36,index_35,16,2,2,True,B,B,1,159,13767,13926,,,0.024327212489930392,0.0469123982766873,156.9288568496704,"[""B"", ""B""]"
37,index_36,16,2,2,True,D,C,0,167,25837,26004,,,0.0476110439740409,0.0942436572522738,283.3822934627533,"[""C"", ""C""]"
38,index_37,16,2,2,True,C,C,1,308,10268,10576,,,0.020341617984225055,0.0393729056965055,107.38853979110718,"[""C"", ""C""]"
39,index_38,16,2,2,True,B,B,1,248,3426,3674,,,0.00724775652478774,0.0134035423647678,35.88761496543884,"[""B"", ""B""]"
40,index_39,16,2,2,True,A,A,1,178,6450,6628,,,0.010996955868969165,0.0187888942077548,80.9895248413086,"[""A"", ""A""]"
41,index_40,16,2,2,True,A,A,1,152,6534,6686,,,0.010810684383913987,0.0173528003829583,89.10120892524719,"[""A"", ""A""]"
42,index_41,16,2,2,True,D,D,1,239,7231,7470,,,0.013847621525817158,0.0265078985160364,78.45818376541138,"[""D"", ""D""]"
43,index_42,16,2,2,True,A,A,1,275,15342,15617,,,0.025304156464703104,0.0460148396361895,244.9401512145996,"[""A"", ""A""]"
44,index_43,16,2,2,True,A,A,1,318,1875,2193,,,0.00456461838433602,0.0076591670655816,20.61898899078369,"[""A"", ""A""]"
45,index_44,16,2,2,True,D,D,1,185,11714,11899,,,0.022719142339252475,0.0446385830540928,121.70882272720337,"[""D"", ""D""]"
46,index_45,16,2,6,True,C,A,0,103,68519,68622,,,0.03758490259027575,0.0706677836285304,895.5986905097961,"[""D"", ""A"", ""C"", ""A"", ""A"", ""A""]"
47,index_46,16,2,2,True,D,D,1,222,14794,15016,,,0.026418533311491736,0.0509813307802776,169.11406135559082,"[""D"", ""D""]"
48,index_47,16,2,2,True,A,C,0,159,28364,28523,,,0.05021095170156777,0.0984921014839635,325.607483625412,"[""C"", ""C""]"
49,index_48,16,2,4,True,B,C,0,432,48638,49070,,,0.0430070207568385,0.0855074198180947,578.251806974411,"[""C"", ""D"", ""C"", ""C""]"
50,index_49,16,2,2,True,D,D,1,206,3587,3793,,,0.006588907872676089,0.0109502154140737,44.777201652526855,"[""D"", ""D""]"
51,index_50,16,2,2,True,D,D,1,173,36198,36371,,,0.05916154659672496,0.1076471996170416,466.63458275794983,"[""D"", ""D""]"
52,index_51,16,2,2,True,C,C,1,257,9761,10018,,,0.018820409442111913,0.0365605552896122,103.4310200214386,"[""C"", ""C""]"
53,index_52,16,2,6,True,D,B,0,236,72527,72763,,,0.04429594990029345,0.0923288654858783,818.9395110607147,"[""B"", ""D"", ""D"", ""B"", ""B"", ""B""]"
54,index_53,16,2,4,True,A,A,1,190,29930,30120,,,0.025351207925734413,0.0539731929152704,374.4201877117157,"[""C"", ""A"", ""A"", ""A""]"
55,index_54,16,2,2,True,B,D,0,208,20792,21000,,,0.03954383414330093,0.0781474389660124,222.54804587364197,"[""D"", ""D""]"
56,index_55,16,2,2,True,A,A,1,264,27064,27328,,,0.05132348909953341,0.1015438008616562,292.2137908935547,"[""A"", ""A""]"
57,index_56,16,2,2,True,D,D,1,196,31014,31210,,,0.04900002229141587,0.0797032072762087,445.2853991985321,"[""D"", ""D""]"
58,index_57,16,2,2,True,A,A,1,92,7504,7596,,,0.013417415977785382,0.0259693633317377,83.45965766906738,"[""A"", ""A""]"
59,index_58,16,2,2,True,A,A,1,141,7025,7166,,,0.012913735399207779,0.0248324557204403,77.150719165802,"[""A"", ""A""]"
60,index_59,16,2,2,True,C,C,1,209,22026,22235,,,0.04135780288745539,0.0817376735280038,238.02706170082092,"[""C"", ""C""]"
61,index_60,16,2,2,True,C,C,1,231,13646,13877,,,0.023201828173043417,0.0424246050741982,167.1762614250183,"[""C"", ""C""]"
62,index_61,16,2,2,True,C,C,1,257,24456,24713,,,0.043512489347987675,0.0847893729056965,281.6698246002197,"[""C"", ""C""]"
63,index_62,16,2,2,True,D,D,1,252,16243,16495,,,0.03039352843999043,0.0595978937290569,176.61861991882324,"[""D"", ""D""]"
64,index_63,16,2,6,True,C,A,0,246,94715,94961,,,0.05815527355322524,0.1272139779798946,1055.8793535232544,"[""D"", ""C"", ""A"", ""D"", ""A"", ""A""]"
65,index_64,16,2,2,True,A,A,1,297,20912,21209,,,0.03886353890083614,0.0762924844423168,230.07968306541443,"[""A"", ""A""]"
66,index_65,16,2,2,True,C,C,1,129,1820,1949,,,0.0038995854353082227,0.0072403063666826,18.880938053131104,"[""C"", ""C""]"
67,index_66,16,2,2,True,D,D,1,247,7529,7776,,,0.014244154092594627,0.0271661081857348,82.47693157196045,"[""D"", ""D""]"
68,index_67,16,2,2,True,B,B,1,165,16081,16246,,,0.025644175921328758,0.044159885112494,238.1569037437439,"[""B"", ""B""]"
69,index_68,16,2,2,True,A,A,1,207,22436,22643,,,0.036176662147748326,0.0607348013403542,303.0886330604553,"[""A"", ""A""]"
70,index_69,16,2,2,True,D,D,1,170,18848,19018,,,0.03227259253657844,0.0613331737673528,224.9675211906433,"[""D"", ""D""]"
71,index_70,16,2,2,True,C,C,1,176,7378,7554,,,0.012481182592224584,0.0212422211584489,93.56550526618958,"[""C"", ""C""]"
72,index_71,16,2,2,True,B,B,1,204,14567,14771,,,0.028100764768671155,0.0553494494973672,153.000807762146,"[""B"", ""B""]"
73,index_72,16,2,2,True,C,C,1,192,4211,4403,,,0.007782412835868362,0.0140019147917663,49.52617692947388,"[""C"", ""C""]"
74,index_73,16,2,2,True,A,A,1,174,9248,9422,,,0.016080502778385665,0.0298587841072283,109.33153772354126,"[""A"", ""A""]"
75,index_74,16,2,2,True,B,B,1,644,3503,4147,,,0.008739308497418576,0.0148994734322642,37.71761965751648,"[""B"", ""B""]"
76,index_75,16,2,10,True,D,D,1,226,46492,46718,,,0.016773746649607856,0.0396720919100047,540.7646968364716,"[""B"", ""D"", ""C"", ""D"", ""C"", ""D"", ""B"", ""C"", ""D"", ""D""]"
77,index_76,16,2,2,True,A,C,0,576,19486,20062,,,0.038347608448595985,0.0743178554332216,208.64130806922913,"[""C"", ""C""]"
78,index_77,16,2,2,True,C,C,1,520,27806,28326,,,0.0494195195163481,0.0946625179511728,329.53477597236633,"[""C"", ""C""]"
79,index_78,16,2,4,True,A,A,1,392,49426,49818,,,0.04763095391123243,0.0990904739109621,532.2180473804474,"[""B"", ""A"", ""A"", ""A""]"
80,index_79,16,2,4,True,A,A,1,124,69891,70015,,,0.060469990570792886,0.1233843944471039,826.9451484680176,"[""B"", ""C"", ""A"", ""A""]"
81,index_80,16,2,12,True,D,D,1,253,129833,130086,,,0.039535630959335266,0.0909526089037817,1490.2572374343872,"[""B"", ""D"", ""B"", ""D"", ""C"", ""D"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D""]"
82,index_81,16,2,6,True,A,A,1,809,32412,33221,,,0.021783733845528903,0.0443393968405936,374.00404167175293,"[""A"", ""B"", ""A"", ""B"", ""A"", ""A""]"
83,index_82,16,2,2,True,A,A,1,198,15425,15623,,,0.029300726305598886,0.0577429392053614,164.2181408405304,"[""A"", ""A""]"
84,index_83,16,2,2,True,D,D,1,133,1864,1997,,,0.003724183198798455,0.0069411201531833,21.053861141204834,"[""D"", ""D""]"
85,index_84,16,2,2,True,C,C,1,293,12496,12789,,,0.0223489625342356,0.0423049305887984,144.57177257537842,"[""C"", ""C""]"
86,index_85,16,2,2,True,A,C,0,340,19715,20055,,,0.034603166425193364,0.0657012924844423,233.5120565891266,"[""C"", ""C""]"
87,index_86,16,2,2,True,C,C,1,314,8566,8880,,,0.015263500002401448,0.0274054571565341,103.45226430892944,"[""C"", ""C""]"
88,index_87,16,2,2,True,A,A,1,173,3840,4013,,,0.007629218851134361,0.0144207754906653,41.0531108379364,"[""A"", ""A""]"
89,index_88,16,2,4,True,B,B,1,262,36649,36911,,,0.034189658690890086,0.0730612733365246,403.78163266181946,"[""B"", ""C"", ""B"", ""B""]"
90,index_89,16,2,2,True,B,C,0,209,19156,19365,,,0.03253686400405894,0.0610339875538534,233.1346995830536,"[""C"", ""C""]"
91,index_90,16,2,2,True,B,C,0,240,15215,15455,,,0.028753068982631864,0.0564265198659645,164.0101134777069,"[""C"", ""C""]"
92,index_91,16,2,2,True,C,A,0,209,35629,35838,,,0.06684746695478624,0.1328386787936811,388.7370128631592,"[""A"", ""A""]"
93,index_92,16,2,2,True,B,D,0,402,8556,8958,,,0.01566031238836464,0.0281235040689324,101.79525184631348,"[""D"", ""D""]"
94,index_93,16,2,2,True,D,C,0,203,11351,11554,,,0.01846574116075304,0.0316539013882239,166.31798434257507,"[""C"", ""C""]"
95,index_94,16,2,8,True,C,C,1,262,125014,125276,,,0.05467379457485702,0.1194949736716132,1497.3897042274475,"[""B"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""C""]"
96,index_95,16,2,2,True,A,A,1,157,11485,11642,,,0.018809060035086207,0.0317137386309238,151.54318356513977,"[""A"", ""A""]"
97,index_96,16,2,2,True,A,A,1,277,2936,3213,,,0.0061779367527731496,0.0110100526567735,32.993539571762085,"[""A"", ""A""]"
98,index_97,16,2,2,True,D,C,0,182,17590,17772,,,0.02933924902412701,0.0536141694590713,221.601145029068,"[""C"", ""C""]"
99,index_98,16,2,2,True,A,D,0,365,21238,21603,,,0.0373786133722976,0.0711464815701292,253.9161081314087,"[""D"", ""D""]"
100,index_99,16,2,10,True,B,B,1,231,128949,129180,,,0.04651308396090254,0.1019028243178554,1486.5094397068024,"[""B"", ""A"", ""B"", ""D"", ""A"", ""B"", ""B"", ""C"", ""B"", ""B""]"
101,index_100,16,2,2,True,A,A,1,227,10189,10416,,,0.016850393783757283,0.0297989468645284,156.1585693359375,"[""A"", ""A""]"
102,index_101,16,2,2,True,D,D,1,444,6948,7392,,,0.013072224806055785,0.0227381522259454,84.81141829490662,"[""D"", ""D""]"
103,index_102,16,2,12,True,C,C,1,350,134528,134878,,,0.041659920298708325,0.0932264241263762,1546.727728843689,"[""A"", ""C"", ""C"", ""B"", ""C"", ""A"", ""C"", ""A"", ""A"", ""B"", ""C"", ""C""]"
104,index_103,16,2,2,True,A,A,1,225,6916,7141,,,0.012683046790275078,0.0237553853518429,79.33168292045593,"[""A"", ""A""]"
105,index_104,16,2,2,True,D,D,1,245,12529,12774,,,0.020586639867150845,0.0329104834849209,169.58206129074097,"[""D"", ""D""]"
106,index_105,16,2,2,True,C,B,0,305,21520,21825,,,0.039381871041303904,0.0769506941120152,242.636132478714,"[""B"", ""B""]"
107,index_106,16,2,2,True,A,B,0,285,2152,2437,,,0.004972650860248311,0.0086764001914791,23.42183256149292,"[""B"", ""B""]"
108,index_107,16,2,2,True,C,C,1,197,4332,4529,,,0.008459664432329863,0.0159765438008616,47.25293207168579,"[""C"", ""C""]"
109,index_108,16,2,2,True,D,D,1,284,12045,12329,,,0.02109818375563527,0.0390138822403063,144.7105062007904,"[""D"", ""D""]"
110,index_109,16,2,2,True,B,B,1,520,8653,9173,,,0.015943951552476254,0.0272259454284347,107.92355751991272,"[""B"", ""B""]"
111,index_110,16,2,2,True,D,C,0,349,30272,30621,,,0.05722057424938987,0.1129727142173289,332.83229875564575,"[""C"", ""C""]"
112,index_111,16,2,2,True,A,A,1,253,7455,7708,,,0.014775405633518887,0.0284825275251316,78.92165303230286,"[""A"", ""A""]"
113,index_112,16,2,2,True,C,C,1,249,9811,10060,,,0.017919782963025623,0.0341072283389181,111.55430817604065,"[""C"", ""C""]"
114,index_113,16,2,2,True,C,A,0,193,8608,8801,,,0.014480995636023546,0.0265078985160364,137.95043230056763,"[""A"", ""A""]"
115,index_114,16,2,2,True,C,C,1,188,9530,9718,,,0.0164515159266349,0.0302178075634275,115.03796124458313,"[""C"", ""C""]"
116,index_115,16,2,4,True,B,A,0,273,42070,42343,,,0.03888292796579899,0.0813786500718046,469.76596426963806,"[""B"", ""A"", ""A"", ""A""]"
117,index_116,16,2,2,True,D,D,1,231,27655,27886,,,0.05035019063371752,0.0992699856390617,311.8350546360016,"[""D"", ""D""]"
118,index_117,16,2,2,True,B,A,0,177,13355,13532,,,0.023259137270049437,0.0442795595978937,158.47744393348694,"[""A"", ""A""]"
119,index_118,16,2,2,True,A,C,0,323,10175,10498,,,0.02029566212594799,0.0393130684538056,106.753098487854,"[""C"", ""C""]"
120,index_119,16,2,2,True,A,A,1,127,2847,2974,,,0.00587829477523553,0.0111297271421733,29.507734060287476,"[""A"", ""A""]"
121,index_120,16,2,2,True,C,B,0,298,15003,15301,,,0.028449920631065488,0.0555887984681665,163.4631426334381,"[""B"", ""B""]"
122,index_121,16,2,2,True,A,B,0,214,42347,42561,,,0.07784494232706787,0.1544997606510292,478.6699182987213,"[""B"", ""B""]"
123,index_122,16,2,2,True,D,D,1,228,9447,9675,,,0.018172868931241218,0.035363810435615,100.98919010162354,"[""D"", ""D""]"
124,index_123,16,2,2,True,A,A,1,167,8742,8909,,,0.015362536597624791,0.0289013882240306,102.04760646820068,"[""A"", ""A""]"
125,index_124,16,2,2,True,A,A,1,251,5018,5269,,,0.009595643951382854,0.0177118238391574,57.0320041179657,"[""A"", ""A""]"
126,index_125,16,2,10,True,A,A,1,265,137386,137651,,,0.04683795862675491,0.099150311153662,1730.4137482643127,"[""A"", ""D"", ""D"", ""C"", ""D"", ""A"", ""D"", ""A"", ""A"", ""A""]"
127,index_126,16,2,2,True,A,D,0,148,15657,15805,,,0.028606428811505002,0.0562470081378649,173.35072827339172,"[""D"", ""D""]"
128,index_127,16,2,6,True,A,A,1,2819,135672,138491,,,0.09157207428922551,0.1865126854954524,1677.7859168052673,"[""A"", ""C"", ""A"", ""D"", ""A""]"
129,index_128,16,2,4,True,A,D,0,283,40213,40496,,,0.03473097862061983,0.0669578745811393,487.29359197616577,"[""D"", ""B"", ""D"", ""D""]"
130,index_129,16,2,4,True,D,C,0,133,17712,17845,,,0.01975581515108014,0.0463738630923886,195.47891306877136,"[""C"", ""D"", ""C"", ""C""]"
131,index_130,16,2,2,True,D,C,0,364,19605,19969,,,0.03304617952514798,0.0590593585447583,251.67389130592346,"[""C"", ""C""]"
132,index_131,16,2,4,True,B,D,0,336,55556,55892,,,0.052222160187931695,0.1131522259454284,629.0101602077484,"[""B"", ""D"", ""D"", ""D""]"
133,index_132,16,2,2,True,A,A,1,255,14611,14866,,,0.028426129204425984,0.0557683101962661,154.7625710964203,"[""A"", ""A""]"
134,index_133,16,2,2,True,A,A,1,146,9528,9674,,,0.015637263895311313,0.026208712302537,124.97151684761047,"[""A"", ""A""]"
135,index_134,16,2,2,True,B,B,1,363,4048,4411,,,0.008534648769046771,0.0153781713738631,44.70158410072327,"[""B"", ""B""]"
136,index_135,16,2,2,True,A,A,1,190,3189,3379,,,0.00642316925901009,0.0118477740545716,34.9040424823761,"[""A"", ""A""]"
137,index_136,16,2,2,True,C,D,0,236,7640,7876,,,0.013969493578968916,0.0265677357587362,87.36325979232788,"[""D"", ""D""]"
138,index_137,16,2,2,True,B,B,1,177,2573,2750,,,0.004832945633253579,0.007898516036381,32.602384090423584,"[""B"", ""B""]"
139,index_138,16,2,2,True,D,A,0,299,20301,20600,,,0.03610259435251308,0.0695907132599329,237.1993772983551,"[""A"", ""A""]"
140,index_139,16,2,6,True,A,D,0,236,49973,50209,,,0.032422113944887934,0.0853877453326951,574.5497999191284,"[""B"", ""D"", ""B"", ""D"", ""D"", ""D""]"
141,index_140,16,2,10,True,D,B,0,105,80556,80661,,,0.027471591727950103,0.0626495931067496,996.6761541366577,"[""C"", ""D"", ""C"", ""B"", ""D"", ""C"", ""D"", ""B"", ""B"", ""B""]"
142,index_141,16,2,2,True,C,C,1,157,2317,2474,,,0.005032112482959902,0.0093346098611776,23.903905868530273,"[""C"", ""C""]"
143,index_142,16,2,2,True,B,A,0,410,17793,18203,,,0.03180497841053054,0.0603159406414552,210.830002784729,"[""A"", ""A""]"
144,index_143,16,2,2,True,B,B,1,180,16089,16269,,,0.025960233783816903,0.042484442316898,219.23634243011475,"[""B"", ""B""]"
145,index_144,16,2,2,True,B,B,1,111,29062,29173,,,0.046323165997358584,0.0788056486357108,396.0483798980713,"[""B"", ""B""]"
146,index_145,16,2,4,True,C,A,0,312,28568,28880,,,0.026219201613734828,0.0532551460028721,348.83713817596436,"[""A"", ""D"", ""A"", ""A""]"
147,index_146,16,2,2,True,A,A,1,145,12401,12546,,,0.023114967151996745,0.0454763044518908,134.77735710144043,"[""A"", ""A""]"
148,index_147,16,2,2,True,D,A,0,232,21836,22068,,,0.03654187342795931,0.0671972235519386,275.93056750297546,"[""A"", ""A""]"
149,index_148,16,2,2,True,D,D,1,255,2187,2442,,,0.0050100660002701585,0.0088559119195787,23.406692028045654,"[""D"", ""D""]"
150,index_149,16,2,12,True,B,B,1,258,167681,167939,,,0.05005283761443119,0.1068094782192436,1941.0746433734894,"[""B"", ""D"", ""D"", ""B"", ""B"", ""D"", ""D"", ""B"", ""B"", ""D"", ""B"", ""B""]"
151,index_150,16,2,2,True,C,C,1,201,9206,9407,,,0.01765823862646895,0.0344064145524174,98.17674016952515,"[""C"", ""C""]"
152,index_151,16,2,2,True,B,B,1,200,2101,2301,,,0.004338724108290288,0.0078386787936811,24.21914839744568,"[""B"", ""B""]"
153,index_152,16,2,4,True,B,B,1,541,40711,41252,,,0.03739708888474407,0.0746170416467209,472.9792308807373,"[""A"", ""B"", ""B"", ""B""]"
154,index_153,16,2,2,True,B,B,1,256,14821,15077,,,0.025711944733237575,0.0481091431306844,179.7696669101715,"[""B"", ""B""]"
155,index_154,16,2,2,True,B,B,1,435,5150,5585,,,0.010987686092488104,0.0202249880325514,55.44630575180054,"[""B"", ""B""]"
156,index_155,16,2,2,True,B,C,0,271,16628,16899,,,0.031608384229621686,0.0622307324078506,179.96234512329102,"[""C"", ""C""]"
157,index_156,16,2,2,True,B,B,1,214,2524,2738,,,0.005361985555191832,0.0096936333173767,27.38892412185669,"[""B"", ""B""]"
158,index_157,16,2,2,True,D,D,1,215,10728,10943,,,0.0188565167471512,0.0354236476783149,126.68656849861145,"[""D"", ""D""]"
159,index_158,16,2,4,True,B,B,1,220,45532,45752,,,0.04392879477661731,0.0989707994255624,507.6336805820465,"[""C"", ""B"", ""B"", ""B""]"
160,index_159,16,2,2,True,D,C,0,204,8418,8622,,,0.016016330867997114,0.0310555289612254,91.17400884628296,"[""C"", ""C""]"
161,index_160,16,2,2,True,C,C,1,304,14213,14517,,,0.02696980531174045,0.052477261847774,155.36681413650513,"[""C"", ""C""]"
162,index_161,16,2,2,True,D,D,1,168,3677,3845,,,0.006873420046997736,0.01250598372427,42.59347105026245,"[""D"", ""D""]"
163,index_162,16,2,2,True,B,C,0,196,26868,27064,,,0.043504932762241266,0.0759334609861177,358.45777010917664,"[""C"", ""C""]"
164,index_163,16,2,2,True,A,A,1,245,15383,15628,,,0.02610096857580989,0.0477501196744853,191.37426805496216,"[""A"", ""A""]"
165,index_164,16,2,6,True,A,D,0,282,62253,62535,,,0.052578440970387226,0.1236835806606031,970.9184765815735,"[""D"", ""B"", ""D"", ""B"", ""D"", ""D""]"
166,index_165,16,2,2,True,B,B,1,913,9056,9969,,,0.020072354651658124,0.036620392532312,97.18649387359619,"[""B"", ""B""]"
167,index_166,16,2,2,True,C,B,0,243,39101,39344,,,0.06657735498960948,0.1276328386787937,490.28379702568054,"[""B"", ""B""]"
168,index_167,16,2,6,True,A,B,0,139,18013,18152,,,0.010610157255019771,0.0241144088080421,221.41225361824036,"[""B"", ""C"", ""B"", ""C"", ""B"", ""B""]"
169,index_168,16,2,2,True,B,B,1,224,22087,22311,,,0.041475919642102226,0.0818573480134035,245.10689187049866,"[""B"", ""B""]"
170,index_169,16,2,2,True,A,A,1,158,4864,5022,,,0.008925631142206748,0.01663475347056,57.7182822227478,"[""A"", ""A""]"
171,index_170,16,2,2,True,C,A,0,239,14417,14656,,,0.025855169889318012,0.0497247486835806,170.1957724094391,"[""A"", ""A""]"
172,index_171,16,2,2,True,D,D,1,249,5186,5435,,,0.009777838113890878,0.0179511728099569,60.830557107925415,"[""D"", ""D""]"
173,index_172,16,2,2,True,D,D,1,157,8550,8707,,,0.014670674245814419,0.0268070847295356,105.97388815879822,"[""D"", ""D""]"
174,index_173,16,2,4,True,B,C,0,211,43739,43950,,,0.03946971332730428,0.0782072762087122,634.1378622055054,"[""B"", ""C"", ""C"", ""C""]"
175,index_174,16,2,2,True,D,C,0,221,5885,6106,,,0.01008879684321753,0.015797032072762,81.81197595596313,"[""C"", ""C""]"
176,index_175,16,2,2,True,D,D,1,283,10790,11073,,,0.02006442493655659,0.0385351842987075,122.9987587928772,"[""D"", ""D""]"
177,index_176,16,2,2,True,D,D,1,231,10670,10901,,,0.018536138239673684,0.0341670655816179,132.6397407054901,"[""D"", ""D""]"
178,index_177,16,2,2,True,C,C,1,242,5444,5686,,,0.011046652345576554,0.0210627094303494,58.05883073806763,"[""C"", ""C""]"
179,index_178,16,2,4,True,B,B,1,310,20343,20653,,,0.01985859209456553,0.046673049305888,238.83237290382385,"[""B"", ""A"", ""B"", ""B""]"
180,index_179,16,2,2,True,B,B,1,183,42382,42565,,,0.06952591451350751,0.1278123504068932,563.2388081550598,"[""B"", ""B""]"
181,index_180,16,2,2,True,B,A,0,281,24470,24751,,,0.0409384577338888,0.0750359023456199,320.8226475715637,"[""A"", ""A""]"
182,index_181,16,2,2,True,B,B,1,280,2529,2809,,,0.0054249919211341304,0.0094542843465773,29.51095724105835,"[""B"", ""B""]"
183,index_182,16,2,4,True,A,B,0,118,41533,41651,,,0.036825842612812604,0.0749162278602202,487.19485116004944,"[""A"", ""B"", ""B"", ""B""]"
184,index_183,16,2,8,True,C,A,0,444,88971,89415,,,0.04084995804563689,0.0890378171373863,1048.209835767746,"[""C"", ""A"", ""D"", ""A"", ""C"", ""A"", ""A"", ""A""]"
185,index_184,16,2,2,True,B,B,1,189,2512,2701,,,0.004846739349589221,0.0080780277644806,31.5705349445343,"[""B"", ""B""]"
186,index_185,16,2,2,True,D,B,0,210,9302,9512,,,0.017266836340957502,0.0333891814265199,104.85996580123901,"[""B"", ""B""]"
