iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
11,index_10,64,8,8,True,540,540,1,91,29383,29474,,,0.0510311799436809,0.0881278538812785,102.9215190410614,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]"
12,index_11,64,8,64,False,45,45,1,181,663774,663955,,,0.1358523198149288,0.4249619482496195,3279.951648235321,"[""10"", ""45"", ""45"", ""45"", ""36"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""165"", ""45"", ""45"", ""37"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""36"", ""45"", ""45"", ""45"", ""45"", ""6"", ""21"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""38"", ""90"", ""45"", ""100"", ""9"", ""45"", ""45"", ""45"", ""45"", ""45"", ""9"", ""45"", ""45"", ""45"", ""90"", ""45"", ""34"", ""45"", ""45"", ""8"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]"
13,index_12,64,8,8,True,204,204,1,176,20109,20285,,,0.0324953009918992,0.0700913242009132,75.28424501419067,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]"
14,index_13,64,8,16,True,699,699,1,113,155360,155473,,,0.1159403850993096,0.2429223744292237,697.9083874225616,"[""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""629"", ""629"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]"
15,index_14,64,8,8,True,294,294,1,96,28892,28988,,,0.0532505026210014,0.1064687975646879,92.36104416847228,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]"
16,index_15,64,8,64,False,110,110,1,107,696482,696589,,,0.127155668182106,0.2563165905631659,3923.463674068451,"[""110"", ""179"", ""110"", ""110"", ""110"", ""110"", ""155"", ""110"", ""110"", ""110"", ""155"", ""155"", ""155"", ""155"", ""134"", ""110"", ""155"", ""110"", ""62"", ""110"", ""110"", ""110"", ""155"", ""155"", ""134"", ""110"", ""110"", ""155"", ""110"", ""110"", ""110"", ""110"", ""110"", ""110"", ""155"", ""110"", ""134"", ""155"", ""110"", ""110"", ""134"", ""155"", ""110"", ""155"", ""110"", ""168"", ""110"", ""110"", ""110"", ""110"", ""155"", ""134"", ""110"", ""155"", ""110"", ""110"", ""110"", ""110"", ""155"", ""134""]"
17,index_16,64,8,8,True,721,721,1,140,84042,84182,,,0.1434188209858432,0.2359969558599696,353.91761445999146,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]"
18,index_17,64,8,64,False,315,36,0,95,893380,893475,,,0.2186691783134963,0.5076103500761036,3076.588091135025,"[""36"", ""3744"", ""1188"", ""96"", ""15"", ""9"", ""396"", ""36"", ""18"", ""9702"", ""144"", ""504"", ""1194"", ""36"", ""36"", ""675"", ""38"", ""16"", ""12"", ""144"", ""116"", ""1596"", ""36"", ""168"", ""9"", ""36"", ""27"", ""6"", ""675"", ""180"", ""18"", ""12"", ""18"", ""60"", ""42"", ""144"", ""36"", ""12"", ""18"", ""144"", ""12"", ""9"", ""36"", ""66"", ""6"", ""660"", ""1194"", ""36"", ""36"", ""12"", ""9"", ""48"", ""108"", ""9"", ""36"", ""90"", ""1194"", ""12"", ""36"", ""9702"", ""180"", ""28"", ""36"", ""9702""]"
19,index_18,64,8,8,True,468,468,1,95,70626,70721,,,0.116926640484223,0.1941400304414002,298.4825563430786,"[""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468""]"
20,index_19,64,8,64,False,902,1024,0,142,840825,840967,,,0.1968148706380551,0.4256468797564687,2954.5438363552094,"[""1922"", ""962"", ""252"", ""1922"", ""122"", ""252"", ""961"", ""1022"", ""900"", ""1024"", ""1022"", ""10"", ""1024"", ""1022"", ""59049"", ""962"", ""1024"", ""1024"", ""62"", ""36"", ""18"", ""1024"", ""256"", ""1024"", ""1024"", ""502"", ""1024"", ""1022"", ""1022"", ""1023"", ""1922"", ""36"", ""1922"", ""2"", ""34"", ""59049"", ""962"", ""1024"", ""1022"", ""32768"", ""59049"", ""1024"", ""1024"", ""2"", ""2"", ""59048"", ""1024"", ""1024"", ""1024"", ""1024"", ""59048"", ""1296"", ""1921"", ""1021"", ""1024"", ""14464"", ""2"", ""14464"", ""1022"", ""1024"", ""59049"", ""2"", ""1023"", ""1023""]"
21,index_20,64,8,64,False,211,211,1,165,1281630,1281795,,,0.28453755786262613,0.6315829528158295,5086.560143232346,"[""225"", ""225"", ""121"", ""121"", ""211"", ""2311"", ""210"", ""121"", ""211"", ""211"", ""211"", ""301"", ""211"", ""211"", ""211"", ""121"", ""225"", ""211"", ""211"", ""121"", ""211"", ""211"", ""211"", ""121"", ""211"", ""2311"", ""211"", ""211"", ""211"", ""61"", ""211"", ""211"", ""121"", ""121"", ""211"", ""211"", ""121"", ""211"", ""211"", ""241"", ""211"", ""211"", ""211"", ""2311"", ""211"", ""211"", ""211"", ""241"", ""211"", ""3600"", ""121"", ""121"", ""211"", ""211"", ""211"", ""101"", ""211"", ""121""]"
22,index_21,64,8,40,True,80,80,1,104,454336,454440,,,0.16177388602621487,0.3359969558599696,1680.1082861423492,"[""80"", ""80"", ""170"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""60"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""160"", ""80"", ""80"", ""80"", ""80"", ""40"", ""80"", ""80"", ""80"", ""160"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80""]"
23,index_22,64,8,16,True,480,480,1,126,135433,135559,,,0.10407171119593561,0.2424657534246574,550.044554233551,"[""480"", ""480"", ""480"", ""280"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480"", ""480""]"
24,index_23,64,8,64,False,236,236,1,113,730226,730339,,,0.13005666750790493,0.2855403348554033,4161.4760365486145,"[""236"", ""236"", ""236"", ""236"", ""220"", ""236"", ""236"", ""236"", ""236"", ""328"", ""246"", ""220"", ""246"", ""236"", ""246"", ""310"", ""236"", ""216"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""222"", ""212"", ""236"", ""266"", ""212"", ""212"", ""236"", ""208"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""208"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""246"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""246"", ""201"", ""236"", ""236"", ""236"", ""246""]"
25,index_24,64,8,8,True,73,73,1,154,38670,38824,,,0.06375956534245406,0.1216894977168949,143.24613642692566,"[""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73""]"
26,index_25,64,8,8,True,113,113,1,397,84811,85208,,,0.1596316601184729,0.289269406392694,285.2684235572815,"[""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113""]"
27,index_26,64,8,64,False,127,7,0,203,1113810,1114013,,,0.27854806928920645,0.6055555555555556,3725.07275056839,"[""7"", ""7"", ""7"", ""11"", ""10"", ""127"", ""7"", ""29"", ""1"", ""1"", ""27"", ""40"", ""1"", ""127"", ""13"", ""239"", ""1897"", ""3"", ""5"", ""7"", ""25"", ""2"", ""289"", ""5"", ""7"", ""4"", ""211"", ""47"", ""79"", ""7"", ""7"", ""14"", ""7"", ""11"", ""13"", ""4"", ""7"", ""49"", ""73"", ""7"", ""7"", ""0"", ""7"", ""5"", ""17"", ""13"", ""7"", ""7"", ""31"", ""127"", ""118"", ""7"", ""40"", ""7"", ""7"", ""13"", ""27"", ""3"", ""10"", ""127"", ""3"", ""127"", ""7""]"
28,index_27,64,8,24,True,104,104,1,194,217734,217928,,,0.11297266220748726,0.2207762557077626,1022.114955663681,"[""104"", ""104"", ""47"", ""104"", ""104"", ""236"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""298"", ""104"", ""94"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104""]"
29,index_28,64,8,64,False,104,104,1,119,775965,776084,,,0.17056694321828025,0.4118721461187214,3134.179917573929,"[""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""107"", ""107"", ""104"", ""104"", ""104"", ""107"", ""107"", ""107"", ""104"", ""104"", ""107"", ""107"", ""107"", ""77"", ""104"", ""107"", ""107"", ""106"", ""104"", ""107"", ""52"", ""104"", ""107"", ""107"", ""107"", ""104"", ""104"", ""104"", ""104"", ""104"", ""107"", ""107"", ""85"", ""104"", ""104"", ""104"", ""92"", ""107"", ""104"", ""104"", ""291"", ""291"", ""104"", ""107"", ""107"", ""19"", ""107"", ""291"", ""104"", ""104"", ""104"", ""104"", ""77"", ""104"", ""104"", ""104""]"
30,index_29,64,8,8,True,321,321,1,104,42053,42157,,,0.08809074114287825,0.1614155251141552,117.14512634277344,"[""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321""]"
