iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
11,index_10,8,8,0,0.98,fixed,56,8,0,111,94727,94838,"[""8"", ""56"", ""8"", ""12"", ""12"", ""6"", ""8"", ""8""]",100,0.1812795258604556,0.3467085107972801,341.877822637558
12,index_11,8,8,0,0.98,fixed,29,16,0,142,115405,115547,"[""16"", ""18"", ""24"", ""16"", ""29"", ""14"", ""15"", ""20""]",100,0.2133647269408849,0.4017036538892625,450.364396572113
13,index_12,8,8,0,0.98,fixed,105,1,0,149,104813,104962,"[""1"", ""90"", ""1"", ""154"", ""21"", ""34"", ""16"", ""1""]",100,0.1901450170505896,0.3530598520511095,420.83040976524353
14,index_13,8,1,0,0.98,fixed,2304,20,0,183,37825,38008,"[""20""]",36,0.0582936047581158,0.1494433236195173,152.46479177474976
15,index_14,8,3,0,0.98,fixed,200,120,0,144,30853,30997,"[""120"", ""120"", ""202""]",28,0.0567154130617712,0.1183591123066577,101.34149503707886
16,index_15,8,8,0,0.98,fixed,6300,210,0,117222,117281,234503,"[""22064"", ""21328"", ""8940"", ""450"", ""609"", ""210"", ""2025"", ""18928""]",100,0.2080284351718542,0.3918403945303743,482.7738165855408
17,index_16,8,8,0,0.98,fixed,2^{25} \cdot 26!,2 \times 26!,0,63933,82203,146136,"[""2 \\times 26!"", ""2 \\times 26!"", ""(26!)^3"", ""26!"", ""(26!)^3"", ""26!"", ""(26!)^3"", ""2 \\times 26!""]",100,0.1378474705821621,0.2205783456624075,366.9433314800263
18,index_17,8,8,0,0.98,fixed,\frac{2025}{101},1825,0,217,87389,87606,"[""100"", ""1825"", ""\\dfrac{675}{67}"", ""\\dfrac{675}{67}"", ""1825"", ""1154"", ""609"", ""1825""]",100,0.1696538765447921,0.3263842187850257,325.8253037929535
19,index_18,8,2,0,0.98,fixed,\frac{4}{9},\dfrac{1}{3},0,27792,88837,116629,"[""\\dfrac{1}{2}"", ""\\dfrac{1}{3}""]",64,0.1209160568296333,0.3401330045580214,393.32924914360046
20,index_19,8,2,0,0.98,fixed,\frac{448}{3},1764,0,35486,109728,145214,"[""86"", ""1764""]",100,0.2042531722955501,0.3922887245012328,413.8367207050324
21,index_20,8,8,0,0.98,fixed,26,26,1,134,19108,19242,"[""26"", ""26"", ""26"", ""26"", ""26"", ""26"", ""26"", ""26""]",16,0.0413558213603046,0.0806993947545393,51.77259397506714
22,index_21,8,8,0,0.98,fixed,63,63,1,135,96696,96831,"[""63"", ""81 + 20\\sqrt{2}"", ""63"", ""63"", ""63"", ""63"", ""63"", ""63""]",100,0.164268639655927,0.3527609654038706,401.6841912269592
23,index_22,8,8,0,0.98,fixed,8\sqrt{10},8\sqrt{10},1,130,55771,55901,"[""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}"", ""8\\sqrt{10}""]",50,0.104420880947149,0.1918852275274601,181.6213436126709
24,index_23,8,8,0,0.98,fixed,20,100,0,677,103939,104616,"[""25"", ""100"", ""100"", ""25"", ""25"", ""100"", ""100"", ""1""]",100,0.2188815983645074,0.3802585369498618,372.7085225582123
25,index_24,8,1,0,0.98,fixed,\sqrt{23}-2 \sqrt{3},1,0,146,81579,81725,"[""1""]",68,0.1244814386734237,0.3419263244414555,376.844141960144
26,index_25,8,8,0,0.98,fixed,9\sqrt{15},9\sqrt{15},1,139,74065,74204,"[""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""9\\sqrt{15}"", ""\\dfrac{35\\sqrt{15}}{4}"", ""9\\sqrt{15}"", ""9\\sqrt{15}""]",73,0.11018440143557728,0.2426959575580961,374.3336498737335
27,index_26,8,1,0,0.98,fixed,\frac{7}{18},\dfrac{7}{18},1,151,62989,63140,"[""\\dfrac{7}{18}""]",56,0.10506482221648882,0.2601808264215796,253.61153483390808
28,index_27,8,8,0,0.98,fixed,\sqrt{6},\sqrt{6},1,160,81135,81295,"[""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}"", ""\\sqrt{6}""]",100,0.14686445179229105,0.2911155944108197,324.5868022441864
29,index_28,8,8,0,0.98,fixed,14+4\sqrt{37},25,0,134,177975,178109,"[""25"", ""52"", ""10"", ""25"", ""34"", ""26"", ""26"", ""25""]",100,0.32921653323155936,0.666890831652096,745.0707025527954
30,index_29,8,1,0,0.98,fixed,\sqrt{\frac{95}{24}},\dfrac{\sqrt{11110}}{2},0,115,66420,66535,"[""\\dfrac{\\sqrt{11110}}{2}""]",47,0.08621883378331799,0.2510647836807891,430.23157501220703
