iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
73,index_72,32,4,0,0.7,C,C,1,187,23676,23863,"[""C"", ""C"", ""C"", ""C""]",16,0.03420004798042723,0.0941492938802959,44.75292444229126
75,index_74,32,2,0,0.7,B,B,1,639,27096,27735,"[""B"", ""B""]",20,0.05133629825688729,0.1760442352237914,58.19492053985596
76,index_75,32,1,0,0.7,D,C,0,221,29876,30097,"[""C""]",16,0.028019315617679914,0.1291190316072629,95.03351020812988
79,index_78,32,1,0,0.7,A,D,0,387,28824,29211,"[""D""]",14,0.032545292486400444,0.1291190316072629,189.2463493347168
83,index_82,32,1,0,0.7,A,A,1,193,39634,39827,"[""A""]",29,0.0363193219029882,0.1004259134723156,202.1478865146637
84,index_83,32,16,0,0.7,D,D,1,128,29850,29978,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",13,0.06824572719493445,0.1190316072629454,25.568293809890747
86,index_85,32,1,0,0.7,A,D,0,335,22975,23310,"[""D""]",10,0.025729541916095403,0.128147650003736,126.61731147766113
89,index_88,32,1,0,0.7,B,A,0,257,25332,25589,"[""A""]",14,0.026576606102663575,0.121945752073526,129.30155181884766
94,index_93,32,1,0,0.7,D,A,0,198,28073,28271,"[""A""]",13,0.028007857444382875,0.1075244713442427,162.96253752708435
102,index_101,32,1,0,0.7,D,D,1,439,32155,32594,"[""D""]",17,0.033755487975468845,0.1460808488380781,128.4188392162323
107,index_106,32,22,0,0.7,A,B,0,280,29276,29556,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",19,0.07688389920367894,0.1482477770305611,27.145979166030884
111,index_110,32,1,0,0.7,D,C,0,344,30540,30884,"[""C""]",18,0.03193342238527295,0.1267279384293507,151.43822765350342
112,index_111,32,3,0,0.7,A,A,1,248,31999,32247,"[""A"", ""A"", ""A""]",25,0.04047982843692359,0.1099902861839647,88.70800995826721
116,index_115,32,1,0,0.7,B,A,0,268,27280,27548,"[""A""]",10,0.03052952690694471,0.1195546588956137,195.10454893112183
117,index_116,32,1,0,0.7,D,A,0,226,30356,30582,"[""A""]",11,0.032623425178791084,0.1123813793618769,221.13352632522583
120,index_119,32,1,0,0.7,A,A,1,122,20939,21061,"[""A""]",12,0.022241060307236233,0.0827168796234028,47.41793084144592
133,index_132,32,1,0,0.7,A,A,1,250,24465,24715,"[""A""]",11,0.024984085366022358,0.1099902861839647,76.80319404602051
134,index_133,32,1,0,0.7,A,A,1,141,29669,29810,"[""A""]",15,0.02563573492954645,0.095643727116491,107.69354009628296
141,index_140,32,1,0,0.7,D,B,0,100,21669,21769,"[""B""]",14,0.020109209137989928,0.0741238885152806,88.16640043258667
146,index_145,32,1,0,0.7,C,B,0,307,21673,21980,"[""B""]",10,0.023798983798850582,0.1204513188373309,113.83143901824951
150,index_149,32,1,0,0.7,B,D,0,253,32906,33159,"[""D""]",16,0.034181509297792644,0.1088694612568184,222.45089864730835
152,index_151,32,12,0,0.7,B,B,1,195,35864,36059,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",17,0.06270483827054561,0.1477994470597026,41.37105917930603
155,index_154,32,3,0,0.7,B,B,1,430,27447,27877,"[""B"", ""B"", ""B""]",17,0.04830056477669115,0.1315848464469849,52.01333236694336
161,index_160,32,1,0,0.7,C,C,1,299,19630,19929,"[""C""]",12,0.03291091034502052,0.1147724725397892,36.192169427871704
168,index_167,32,3,0,0.7,A,B,0,134,34127,34261,"[""B"", ""B"", ""B""]",19,0.05101933187076892,0.1256818351640141,44.51946425437927
172,index_171,32,2,0,0.7,D,D,1,244,20689,20933,"[""D"", ""D""]",15,0.02643191913901092,0.1111858327729208,58.12361550331116
178,index_177,32,1,0,0.7,C,C,1,237,27536,27773,"[""C""]",15,0.044353450065173855,0.1232907419861017,41.3571343421936
179,index_178,32,2,0,0.7,B,A,0,305,42493,42798,"[""A"", ""B""]",33,0.04483592771783402,0.1223193603825749,139.19152307510376
184,index_183,32,1,0,0.7,C,D,0,439,26265,26704,"[""D""]",11,0.029678265241508812,0.1363670328028094,138.4804482460022
189,index_188,32,2,0,0.7,B,A,0,87,22851,22938,"[""B"", ""A""]",14,0.026368750325899283,0.0932526339385787,39.42401337623596
196,index_195,32,1,0,0.7,D,D,1,224,23084,23308,"[""D""]",20,0.026048849733926065,0.1123813793618769,70.32649421691895
197,index_196,32,1,0,0.7,D,C,0,270,31567,31837,"[""C""]",17,0.03258878892806936,0.0972128820144959,196.9187400341034
